index,actions,age,degree,group,knows_game,knows_gt,level_studies,player,predictions,private_account,profession,public_account,rounds,sex,threshold,time_end_action,time_end_pred,time_start_action,time_start_pred,treatment,gap_threshold,round_donations,time_elapsed_action,time_elapsed_pred,etimeactionnr,etimeprednr
873,2,22,Economy,20,False,1.0,master,214,122.0,24,student,102,8,Male,False,2018-03-03 01:30:45.237000001,2018-03-03 01:30:51.996999999,2018-03-03 01:30:12.889000001,2018-03-03 01:30:45.723999999,2,18,10,0 days 00:00:32.348000000,0 days 00:00:06.273000000,32348000000,6273000000
874,2,22,Economy,20,False,1.0,master,214,26.0,36,student,26,2,Male,False,2018-03-03 01:23:24.885000001,2018-03-03 01:23:50.017000001,2018-03-03 01:23:13.154000000,2018-03-03 01:23:45.559000000,2,94,12,0 days 00:00:11.731000001,0 days 00:00:04.458000001,11731000001,4458000001
875,2,22,Economy,20,False,1.0,master,214,128.0,22,student,112,9,Male,False,2018-03-03 01:32:23.304000001,2018-03-03 01:32:39.922000000,2018-03-03 01:31:50.703000000,2018-03-03 01:32:33.881000001,2,8,10,0 days 00:00:32.601000001,0 days 00:00:06.040999999,32601000001,6040999999
876,0,22,Economy,20,False,1.0,master,214,64.0,36,student,50,4,Male,False,2018-03-03 01:25:36.844000000,2018-03-03 01:26:02.197000001,2018-03-03 01:25:20.656000000,2018-03-03 01:25:57.603000000,2,70,10,0 days 00:00:16.188000000,0 days 00:00:04.594000001,16188000000,4594000001
877,2,22,Economy,20,False,1.0,master,214,14.0,38,student,14,1,Male,False,2018-03-03 01:22:33.892000000,2018-03-03 01:22:52.468000000,2018-03-03 01:22:01.712000000,2018-03-03 01:22:44.593000000,2,106,14,0 days 00:00:32.180000000,0 days 00:00:07.875000000,32180000000,7875000000
878,0,22,Economy,20,False,1.0,master,214,134.0,22,student,114,10,Male,False,2018-03-03 01:32:59.271000001,2018-03-03 01:34:29.022000000,2018-03-03 01:32:55.265999999,2018-03-03 01:34:20.294000000,2,6,2,0 days 00:00:04.005000002,0 days 00:00:08.728000000,4005000002,8728000000
879,4,22,Economy,20,False,1.0,master,214,92.0,30,student,80,6,Male,False,2018-03-03 01:27:48.863999999,2018-03-03 01:28:14.774000000,2018-03-03 01:27:30.563000000,2018-03-03 01:28:09.608000001,2,40,16,0 days 00:00:18.300999999,0 days 00:00:05.165999999,18300999999,5165999999
880,0,22,Economy,20,False,1.0,master,214,52.0,36,student,40,3,Male,False,2018-03-03 01:24:51.844000000,2018-03-03 01:24:59.986000000,2018-03-03 01:24:30.905000000,2018-03-03 01:24:52.345000000,2,80,14,0 days 00:00:20.939000000,0 days 00:00:07.641000000,20939000000,7641000000
881,4,22,Economy,20,False,1.0,master,214,106.0,26,student,92,7,Male,False,2018-03-03 01:28:52.680000001,2018-03-03 01:29:22.000000000,2018-03-03 01:28:35.432000000,2018-03-03 01:29:13.394999999,2,28,12,0 days 00:00:17.248000001,0 days 00:00:08.605000001,17248000001,8605000001
882,4,19,Physics,21,False,0.0,bachelor,205,40.0,32,student,42,2,Male,True,2018-03-02 09:26:09.507000000,2018-03-02 09:26:32.982000001,2018-03-02 09:25:53.140999999,2018-03-02 09:26:20.159000000,2,78,22,0 days 00:00:16.366000001,0 days 00:00:12.823000001,16366000001,12823000001
883,4,19,Physics,21,False,0.0,bachelor,205,14.0,36,student,20,1,Male,True,2018-03-02 09:25:03.847000000,2018-03-02 09:25:32.454000000,2018-03-02 09:24:49.110000000,2018-03-02 09:25:14.571000000,2,100,20,0 days 00:00:14.737000000,0 days 00:00:17.883000000,14737000000,17883000000
884,0,19,Physics,21,False,0.0,bachelor,205,110.0,28,student,104,7,Male,True,2018-03-02 09:32:17.645000001,2018-03-02 09:32:51.063999999,2018-03-02 09:31:58.941000000,2018-03-02 09:32:38.393999999,2,16,8,0 days 00:00:18.704000001,0 days 00:00:12.670000000,18704000001,12670000000
885,0,19,Physics,21,False,0.0,bachelor,205,56.0,32,student,54,3,Male,True,2018-03-02 09:27:03.527000000,2018-03-02 09:28:40.651000001,2018-03-02 09:26:53.680000000,2018-03-02 09:28:24.671000000,2,66,12,0 days 00:00:09.847000000,0 days 00:00:15.980000001,9847000000,15980000001
886,4,19,Physics,21,False,0.0,bachelor,205,128.0,24,student,120,8,Male,True,2018-03-02 09:33:12.670999999,2018-03-02 09:34:22.392000001,2018-03-02 09:33:01.660000001,2018-03-02 09:34:03.553999999,2,0,16,0 days 00:00:11.010999998,0 days 00:00:18.838000002,11010999998,18838000002
887,4,19,Physics,21,False,0.0,bachelor,205,64.0,28,student,72,4,Male,True,2018-03-02 09:29:21.321000000,2018-03-02 09:29:50.766000001,2018-03-02 09:28:51.284000000,2018-03-02 09:29:31.940999999,2,48,18,0 days 00:00:30.037000000,0 days 00:00:18.825000002,30037000000,18825000002
888,0,19,Physics,21,False,0.0,bachelor,205,96.0,28,student,96,6,Male,True,2018-03-02 09:31:28.995000000,2018-03-02 09:31:48.384000000,2018-03-02 09:31:07.635000000,2018-03-02 09:31:39.629000000,2,24,12,0 days 00:00:21.360000000,0 days 00:00:08.755000000,21360000000,8755000000
889,0,19,Physics,21,False,0.0,bachelor,205,82.0,28,student,84,5,Male,True,2018-03-02 09:30:28.954999999,2018-03-02 09:30:57.000000000,2018-03-02 09:30:01.372000000,2018-03-02 09:30:39.647000000,2,36,12,0 days 00:00:27.582999999,0 days 00:00:17.353000000,27582999999,17353000000
890,2,33,Other,21,False,0.0,master,206,114.0,20,student,104,7,Female,True,2018-03-02 09:32:15.494000000,2018-03-02 09:32:54.592000000,2018-03-02 09:32:02.371000000,2018-03-02 09:32:36.204000000,2,16,8,0 days 00:00:13.123000000,0 days 00:00:18.388000000,13123000000,18388000000
891,2,33,Other,21,False,0.0,master,206,78.0,28,student,72,4,Female,True,2018-03-02 09:28:56.798000000,2018-03-02 09:29:53.052999999,2018-03-02 09:28:43.146000000,2018-03-02 09:29:27.582000000,2,48,18,0 days 00:00:13.652000000,0 days 00:00:25.470999999,13652000000,25470999999
892,2,33,Other,21,False,0.0,master,206,100.0,22,student,96,6,Female,True,2018-03-02 09:31:33.986000001,2018-03-02 09:31:51.730000000,2018-03-02 09:31:07.020000000,2018-03-02 09:31:34.430000000,2,24,12,0 days 00:00:26.966000001,0 days 00:00:17.300000000,26966000001,17300000000
893,4,33,Other,21,False,0.0,master,206,90.0,24,student,84,5,Female,True,2018-03-02 09:30:12.032000001,2018-03-02 09:30:56.362000000,2018-03-02 09:29:53.603000001,2018-03-02 09:30:42.806000000,2,36,12,0 days 00:00:18.429000000,0 days 00:00:13.556000000,18429000000,13556000000
894,4,33,Other,21,False,0.0,master,206,64.0,30,student,54,3,Female,True,2018-03-02 09:27:12.219000000,2018-03-02 09:28:42.608000001,2018-03-02 09:26:51.347000000,2018-03-02 09:28:23.313999999,2,66,12,0 days 00:00:20.872000000,0 days 00:00:19.294000002,20872000000,19294000002
895,2,33,Other,21,False,0.0,master,206,12.0,38,student,20,1,Female,True,2018-03-02 09:24:53.428000001,2018-03-02 09:25:33.639000000,2018-03-02 09:24:45.970999999,2018-03-02 09:25:14.093000000,2,100,20,0 days 00:00:07.457000002,0 days 00:00:19.546000000,7457000002,19546000000
896,4,33,Other,21,False,0.0,master,206,28.0,34,student,42,2,Female,True,2018-03-02 09:26:10.882000000,2018-03-02 09:26:50.694000000,2018-03-02 09:25:54.286000001,2018-03-02 09:26:21.573000001,2,78,22,0 days 00:00:16.595999999,0 days 00:00:29.120999999,16595999999,29120999999
897,2,33,Other,21,False,0.0,master,206,120.0,18,student,120,8,Female,True,2018-03-02 09:33:15.424000000,2018-03-02 09:34:16.039000001,2018-03-02 09:32:55.088000000,2018-03-02 09:34:06.312000001,2,0,16,0 days 00:00:20.336000000,0 days 00:00:09.727000000,20336000000,9727000000
898,0,22,Other,21,False,0.0,bachelor,209,10.0,32,student,72,4,Female,True,2018-03-03 01:39:24.434000000,2018-03-03 01:39:46.936000001,2018-03-03 01:38:51.768000000,2018-03-03 01:39:35.069000000,2,48,18,0 days 00:00:32.666000000,0 days 00:00:11.867000001,32666000000,11867000001
899,4,22,Other,21,False,0.0,bachelor,209,18.0,26,student,96,6,Female,True,2018-03-03 01:41:27.913000000,2018-03-03 01:41:44.480000000,2018-03-03 01:41:00.784000000,2018-03-03 01:41:38.529999999,2,24,12,0 days 00:00:27.129000000,0 days 00:00:05.950000001,27129000000,5950000001
900,4,22,Other,21,False,0.0,bachelor,209,18.0,36,student,20,1,Female,True,2018-03-03 01:34:53.850000001,2018-03-03 01:35:46.991000000,2018-03-03 01:34:47.316000000,2018-03-03 01:35:04.473999999,2,100,20,0 days 00:00:06.534000001,0 days 00:00:42.517000001,6534000001,42517000001
901,2,22,Other,21,False,0.0,bachelor,209,14.0,34,student,42,2,Female,True,2018-03-03 01:36:05.750999999,2018-03-03 01:36:32.135000000,2018-03-03 01:35:47.484000000,2018-03-03 01:36:16.437000001,2,78,22,0 days 00:00:18.266999999,0 days 00:00:15.697999999,18266999999,15697999999
902,0,22,Other,21,False,0.0,bachelor,209,12.0,26,student,104,7,Female,True,2018-03-03 01:42:19.723000000,2018-03-03 01:42:36.191000000,2018-03-03 01:41:55.093000001,2018-03-03 01:42:30.377000000,2,16,8,0 days 00:00:24.629999999,0 days 00:00:05.814000000,24629999999,5814000000
903,2,22,Other,21,False,0.0,bachelor,209,14.0,30,student,84,5,Female,True,2018-03-03 01:40:18.753000000,2018-03-03 01:41:00.284000000,2018-03-03 01:39:57.509000000,2018-03-03 01:40:39.470000000,2,36,12,0 days 00:00:21.244000000,0 days 00:00:20.814000000,21244000000,20814000000
904,0,22,Other,21,False,0.0,bachelor,209,10.0,26,student,120,8,Female,True,2018-03-03 01:43:20.207000000,2018-03-03 01:44:11.435000001,2018-03-03 01:42:56.870000000,2018-03-03 01:44:01.039000001,2,0,16,0 days 00:00:23.337000000,0 days 00:00:10.396000000,23337000000,10396000000
905,2,22,Other,21,False,0.0,bachelor,209,12.0,32,student,54,3,Female,True,2018-03-03 01:37:19.363999999,2018-03-03 01:38:31.027000001,2018-03-03 01:36:52.821000001,2018-03-03 01:38:20.336000001,2,66,12,0 days 00:00:26.542999998,0 days 00:00:10.691000000,26542999998,10691000000
906,4,25,Bio-informatics,21,True,1.0,PhD,215,66.0,28,researcher,72,4,Female,True,2018-03-02 09:30:02.235000001,2018-03-02 09:30:31.972999999,2018-03-02 09:29:36.468000001,2018-03-02 09:30:22.934000000,2,48,18,0 days 00:00:25.767000000,0 days 00:00:09.038999999,25767000000,9038999999
907,2,25,Bio-informatics,21,True,1.0,PhD,215,60.0,32,researcher,54,3,Female,True,2018-03-02 09:28:08.255000000,2018-03-02 09:29:15.733999999,2018-03-02 09:27:44.587000000,2018-03-02 09:29:09.222999999,2,66,12,0 days 00:00:23.668000000,0 days 00:00:06.511000000,23668000000,6511000000
908,2,25,Bio-informatics,21,True,1.0,PhD,215,116.0,18,researcher,120,8,Female,True,2018-03-02 09:34:07.826000001,2018-03-02 09:34:54.426999999,2018-03-02 09:33:42.383000000,2018-03-02 09:34:48.667999999,2,0,16,0 days 00:00:25.443000001,0 days 00:00:05.759000000,25443000001,5759000000
909,2,25,Bio-informatics,21,True,1.0,PhD,215,110.0,20,researcher,104,7,Female,True,2018-03-02 09:33:14.067999999,2018-03-02 09:33:21.624000000,2018-03-02 09:32:46.082000001,2018-03-02 09:33:14.635000000,2,16,8,0 days 00:00:27.985999998,0 days 00:00:06.989000000,27985999998,6989000000
910,2,25,Bio-informatics,21,True,1.0,PhD,215,100.0,22,researcher,96,6,Female,True,2018-03-02 09:32:07.491000000,2018-03-02 09:32:35.439999999,2018-03-02 09:31:55.343999999,2018-03-02 09:32:28.182000000,2,24,12,0 days 00:00:12.147000001,0 days 00:00:07.257999999,12147000001,7257999999
911,2,25,Bio-informatics,21,True,1.0,PhD,215,8.0,38,researcher,20,1,Female,True,2018-03-02 09:25:40.531000001,2018-03-02 09:26:12.355000000,2018-03-02 09:25:35.765999999,2018-03-02 09:26:01.280999999,2,100,20,0 days 00:00:04.765000002,0 days 00:00:11.074000001,4765000002,11074000001
912,4,25,Bio-informatics,21,True,1.0,PhD,215,86.0,24,researcher,84,5,Female,True,2018-03-02 09:31:04.313000000,2018-03-02 09:31:34.672000000,2018-03-02 09:30:42.629999999,2018-03-02 09:31:25.074000001,2,36,12,0 days 00:00:21.683000001,0 days 00:00:09.597999999,21683000001,9597999999
913,4,25,Bio-informatics,21,True,1.0,PhD,215,40.0,34,researcher,42,2,Female,True,2018-03-02 09:27:03.491000000,2018-03-02 09:27:13.745999999,2018-03-02 09:26:43.309000001,2018-03-02 09:27:03.996999999,2,78,22,0 days 00:00:20.181999999,0 days 00:00:09.749000000,20181999999,9749000000
914,0,22,Computer Science,21,False,0.0,master,216,75.0,26,student,84,5,Female,True,2018-03-03 01:21:44.325000000,2018-03-03 01:22:24.459000001,2018-03-03 01:21:35.832999999,2018-03-03 01:22:15.091000000,2,36,12,0 days 00:00:08.492000001,0 days 00:00:09.368000001,8492000001,9368000001
915,2,22,Computer Science,21,False,0.0,master,216,54.0,30,student,54,3,Female,True,2018-03-03 01:18:29.731000000,2018-03-03 01:20:01.169000000,2018-03-03 01:18:25.678000000,2018-03-03 01:19:50.879000000,2,66,12,0 days 00:00:04.053000000,0 days 00:00:10.290000000,4053000000,10290000000
916,4,22,Computer Science,21,False,0.0,master,216,20.0,36,student,20,1,Female,True,2018-03-03 01:16:26.167000001,2018-03-03 01:16:59.640000001,2018-03-03 01:16:22.705000001,2018-03-03 01:16:46.875000000,2,100,20,0 days 00:00:03.462000000,0 days 00:00:12.765000001,3462000000,12765000001
917,4,22,Computer Science,21,False,0.0,master,216,40.0,32,student,42,2,Female,True,2018-03-03 01:17:39.731000000,2018-03-03 01:18:04.944000000,2018-03-03 01:17:30.410000001,2018-03-03 01:17:50.420000000,2,78,22,0 days 00:00:09.320999999,0 days 00:00:14.524000000,9320999999,14524000000
918,4,22,Computer Science,21,False,0.0,master,216,120.0,18,student,120,8,Female,True,2018-03-03 01:24:35.874999999,2018-03-03 01:25:43.521000000,2018-03-03 01:24:32.167000000,2018-03-03 01:25:36.756000001,2,0,16,0 days 00:00:03.707999999,0 days 00:00:06.764999999,3707999999,6764999999
919,2,22,Computer Science,21,False,0.0,master,216,94.0,22,student,104,7,Female,True,2018-03-03 01:23:40.918000001,2018-03-03 01:24:11.493000001,2018-03-03 01:23:26.034000000,2018-03-03 01:24:01.686000000,2,16,8,0 days 00:00:14.884000001,0 days 00:00:09.807000001,14884000001,9807000001
920,2,22,Computer Science,21,False,0.0,master,216,86.0,24,student,96,6,Female,True,2018-03-03 01:22:51.484000000,2018-03-03 01:23:25.494999999,2018-03-03 01:22:35.115000001,2018-03-03 01:23:12.195000000,2,24,12,0 days 00:00:16.368999999,0 days 00:00:13.299999999,16368999999,13299999999
921,4,22,Computer Science,21,False,0.0,master,216,65.0,26,student,72,4,Female,True,2018-03-03 01:20:31.072000000,2018-03-03 01:21:15.153000001,2018-03-03 01:20:21.865000001,2018-03-03 01:21:01.845000000,2,48,18,0 days 00:00:09.206999999,0 days 00:00:13.308000001,9206999999,13308000001
922,2,22,Physics,21,True,1.0,bachelor,219,96.0,22,student,96,6,Male,True,2018-03-02 09:32:51.550000000,2018-03-02 09:33:15.020000000,2018-03-02 09:32:31.443000000,2018-03-02 09:33:02.139000000,2,24,12,0 days 00:00:20.107000000,0 days 00:00:12.881000000,20107000000,12881000000
923,4,22,Physics,21,True,1.0,bachelor,219,60.0,26,student,72,4,Male,True,2018-03-02 09:30:54.713000001,2018-03-02 09:31:10.094000000,2018-03-02 09:30:19.029000000,2018-03-02 09:30:55.207000000,2,48,18,0 days 00:00:35.684000001,0 days 00:00:14.887000000,35684000001,14887000000
924,2,22,Physics,21,True,1.0,bachelor,219,58.0,30,student,54,3,Male,True,2018-03-02 09:29:43.514000000,2018-03-02 09:29:58.351000000,2018-03-02 09:28:25.707000001,2018-03-02 09:29:44.063999999,2,66,12,0 days 00:01:17.806999999,0 days 00:00:14.287000001,77806999999,14287000001
925,4,22,Physics,21,True,1.0,bachelor,219,120.0,16,student,120,8,Male,True,2018-03-02 09:35:28.015000000,2018-03-02 09:35:34.591000000,2018-03-02 09:34:28.006000000,2018-03-02 09:35:28.546000000,2,0,16,0 days 00:01:00.009000000,0 days 00:00:06.045000000,60009000000,6045000000
926,4,22,Physics,21,True,1.0,bachelor,219,40.0,32,student,42,2,Male,True,2018-03-02 09:27:38.678000001,2018-03-02 09:28:15.043000000,2018-03-02 09:27:19.397000000,2018-03-02 09:27:49.340000000,2,78,22,0 days 00:00:19.281000001,0 days 00:00:25.703000000,19281000001,25703000000
927,2,22,Physics,21,True,1.0,bachelor,219,82.0,24,student,84,5,Male,True,2018-03-02 09:32:04.059000000,2018-03-02 09:32:20.780999999,2018-03-02 09:31:30.800999999,2018-03-02 09:32:04.578000000,2,36,12,0 days 00:00:33.258000001,0 days 00:00:16.202999999,33258000001,16202999999
928,2,22,Physics,21,True,1.0,bachelor,219,108.0,20,student,104,7,Male,True,2018-03-02 09:33:38.704999999,2018-03-02 09:34:17.359999999,2018-03-02 09:33:25.706000001,2018-03-02 09:33:59.493000001,2,16,8,0 days 00:00:12.998999998,0 days 00:00:17.866999998,12998999998,17866999998
929,4,22,Physics,21,True,1.0,bachelor,219,14.0,36,student,20,1,Male,True,2018-03-02 09:26:32.099000001,2018-03-02 09:26:58.676999999,2018-03-02 09:26:20.557000000,2018-03-02 09:26:32.654000001,2,100,20,0 days 00:00:11.542000001,0 days 00:00:26.022999998,11542000001,26022999998
930,0,26,Other,30,False,0.0,bachelor,222,130.0,22,student,128,11,Female,True,2018-03-05 14:43:57.697000000,2018-03-05 14:44:44.125000000,2018-03-05 14:43:54.646000000,2018-03-05 14:44:28.471000001,2,-8,4,0 days 00:00:03.051000000,0 days 00:00:15.653999999,3051000000,15653999999
931,2,26,Other,30,False,0.0,bachelor,222,130.0,22,student,124,10,Female,True,2018-03-05 14:43:17.964000001,2018-03-05 14:43:49.535000000,2018-03-05 14:42:47.597000000,2018-03-05 14:43:18.506999999,2,-4,4,0 days 00:00:30.367000001,0 days 00:00:31.028000001,30367000001,31028000001
932,2,26,Other,30,False,0.0,bachelor,222,20.0,36,student,26,2,Female,True,2018-03-05 14:32:25.038000000,2018-03-05 14:32:54.748000000,2018-03-05 14:32:02.440000000,2018-03-05 14:32:35.633999999,2,94,14,0 days 00:00:22.598000000,0 days 00:00:19.114000001,22598000000,19114000001
933,0,26,Other,30,False,0.0,bachelor,222,136.0,22,student,132,12,Female,True,2018-03-05 14:44:56.669000001,2018-03-05 14:45:26.782000000,2018-03-05 14:44:50.205000001,2018-03-05 14:45:17.239000000,2,-12,4,0 days 00:00:06.464000000,0 days 00:00:09.543000000,6464000000,9543000000
934,2,26,Other,30,False,0.0,bachelor,222,38.0,34,student,46,3,Female,True,2018-03-05 14:33:34.600000001,2018-03-05 14:33:58.979000000,2018-03-05 14:33:05.360000000,2018-03-05 14:33:35.109000001,2,74,20,0 days 00:00:29.240000001,0 days 00:00:23.869999999,29240000001,23869999999
935,2,26,Other,30,False,0.0,bachelor,222,90.0,30,student,78,5,Female,True,2018-03-05 14:36:23.538000000,2018-03-05 14:36:45.469000000,2018-03-05 14:35:47.332999999,2018-03-05 14:36:24.076999999,2,42,16,0 days 00:00:36.205000001,0 days 00:00:21.392000001,36205000001,21392000001
936,0,26,Other,30,False,0.0,bachelor,222,144.0,22,student,134,13,Female,True,2018-03-05 14:46:16.628000000,2018-03-05 14:46:56.393999999,2018-03-05 14:46:10.487000000,2018-03-05 14:46:37.220000000,2,-14,2,0 days 00:00:06.141000000,0 days 00:00:19.173999999,6141000000,19173999999
937,2,26,Other,30,False,0.0,bachelor,222,12.0,38,student,12,1,Female,True,2018-03-05 14:30:26.195000000,2018-03-05 14:31:21.606000001,2018-03-05 14:30:20.602000000,2018-03-05 14:31:06.886000000,2,108,12,0 days 00:00:05.593000000,0 days 00:00:14.720000001,5593000000,14720000001
938,0,26,Other,30,False,0.0,bachelor,222,156.0,22,student,150,16,Female,True,2018-03-05 14:49:27.874999999,2018-03-05 14:50:11.541999999,2018-03-05 14:49:23.991999999,2018-03-05 14:49:58.654999999,2,-30,8,0 days 00:00:03.883000000,0 days 00:00:12.887000000,3883000000,12887000000
939,2,26,Other,30,False,0.0,bachelor,222,120.0,24,student,108,8,Female,True,2018-03-05 14:39:41.147999999,2018-03-05 14:39:59.861000000,2018-03-05 14:39:06.212000000,2018-03-05 14:39:41.688999999,2,12,10,0 days 00:00:34.935999999,0 days 00:00:18.172000001,34935999999,18172000001
940,0,26,Other,30,False,0.0,bachelor,222,148.0,22,student,136,14,Female,True,2018-03-05 14:47:33.536000000,2018-03-05 14:48:31.168000000,2018-03-05 14:47:30.154000000,2018-03-05 14:48:14.369000001,2,-16,2,0 days 00:00:03.382000000,0 days 00:00:16.798999999,3382000000,16798999999
941,0,26,Other,30,False,0.0,bachelor,222,124.0,24,student,120,9,Female,True,2018-03-05 14:40:58.680000001,2018-03-05 14:42:01.705000000,2018-03-05 14:40:27.530000000,2018-03-05 14:41:39.477000000,2,0,12,0 days 00:00:31.150000001,0 days 00:00:22.228000000,31150000001,22228000000
942,2,26,Other,30,False,0.0,bachelor,222,118.0,26,student,98,7,Female,True,2018-03-05 14:38:25.779000000,2018-03-05 14:39:05.740000000,2018-03-05 14:37:51.267000000,2018-03-05 14:38:36.437000001,2,22,4,0 days 00:00:34.512000000,0 days 00:00:29.302999999,34512000000,29302999999
943,0,26,Other,30,False,0.0,bachelor,222,150.0,22,student,142,15,Female,True,2018-03-05 14:48:42.107000000,2018-03-05 14:49:21.624000000,2018-03-05 14:48:36.957000001,2018-03-05 14:49:12.886000000,2,-22,6,0 days 00:00:05.149999999,0 days 00:00:08.738000000,5149999999,8738000000
944,2,26,Other,30,False,0.0,bachelor,222,78.0,32,student,62,4,Female,True,2018-03-05 14:34:43.621000000,2018-03-05 14:35:36.757999999,2018-03-05 14:34:09.815000000,2018-03-05 14:35:14.450999999,2,58,16,0 days 00:00:33.806000000,0 days 00:00:22.307000000,33806000000,22307000000
945,0,26,Other,30,False,0.0,bachelor,222,164.0,22,student,152,17,Female,True,2018-03-05 14:50:35.775000000,2018-03-05 14:51:02.023000000,2018-03-05 14:50:24.853000001,2018-03-05 14:50:56.471000001,2,-32,2,0 days 00:00:10.921999999,0 days 00:00:05.551999999,10921999999,5551999999
946,2,26,Other,30,False,0.0,bachelor,222,102.0,28,student,94,6,Female,True,2018-03-05 14:37:13.190000001,2018-03-05 14:37:50.794000000,2018-03-05 14:36:56.173000001,2018-03-05 14:37:33.967000000,2,26,16,0 days 00:00:17.017000000,0 days 00:00:16.827000000,17017000000,16827000000
947,4,28,Social Sciences,30,False,1.0,master,223,122.0,18,student,120,9,Male,True,2018-03-05 14:41:55.826000001,2018-03-05 14:42:40.472999999,2018-03-05 14:41:23.644000000,2018-03-05 14:42:26.549000000,2,0,12,0 days 00:00:32.182000001,0 days 00:00:13.923999999,32182000001,13923999999
948,0,28,Social Sciences,30,False,1.0,master,223,100.0,10,student,136,14,Male,True,2018-03-05 14:49:01.119000000,2018-03-05 14:49:17.020000000,2018-03-05 14:48:22.660000001,2018-03-05 14:49:01.703000000,2,-16,2,0 days 00:00:38.458999999,0 days 00:00:15.317000000,38458999999,15317000000
949,2,28,Social Sciences,30,False,1.0,master,223,120.0,16,student,124,10,Male,True,2018-03-05 14:43:52.882000000,2018-03-05 14:44:23.963000000,2018-03-05 14:43:40.242999999,2018-03-05 14:44:13.490000000,2,-4,4,0 days 00:00:12.639000001,0 days 00:00:10.473000000,12639000001,10473000000
950,4,28,Social Sciences,30,False,1.0,master,223,120.0,26,student,94,6,Male,True,2018-03-05 14:38:03.297000000,2018-03-05 14:38:35.711999999,2018-03-05 14:37:49.718000001,2018-03-05 14:38:24.026000000,2,26,16,0 days 00:00:13.578999999,0 days 00:00:11.685999999,13578999999,11685999999
951,4,28,Social Sciences,30,False,1.0,master,223,120.0,32,student,46,3,Male,True,2018-03-05 14:34:22.161000000,2018-03-05 14:34:49.313999999,2018-03-05 14:34:00.123000000,2018-03-05 14:34:32.828000000,2,74,20,0 days 00:00:22.038000000,0 days 00:00:16.485999999,22038000000,16485999999
952,4,28,Social Sciences,30,False,1.0,master,223,100.0,12,student,128,11,Male,True,2018-03-05 14:45:06.581000000,2018-03-05 14:45:26.778000001,2018-03-05 14:44:52.567000000,2018-03-05 14:45:17.207000000,2,-8,4,0 days 00:00:14.014000000,0 days 00:00:09.571000001,14014000000,9571000001
953,0,28,Social Sciences,30,False,1.0,master,223,120.0,26,student,98,7,Male,True,2018-03-05 14:38:54.749999999,2018-03-05 14:39:39.227000000,2018-03-05 14:38:46.365000001,2018-03-05 14:39:25.570000000,2,22,4,0 days 00:00:08.384999998,0 days 00:00:13.657000000,8384999998,13657000000
954,4,28,Social Sciences,30,False,1.0,master,223,120.0,22,student,108,8,Male,True,2018-03-05 14:40:20.873000001,2018-03-05 14:40:47.130999999,2018-03-05 14:39:59.933000001,2018-03-05 14:40:31.529000001,2,12,10,0 days 00:00:20.940000000,0 days 00:00:15.601999998,20940000000,15601999998
955,0,28,Social Sciences,30,False,1.0,master,223,123.0,10,student,134,13,Male,True,2018-03-05 14:47:10.673000000,2018-03-05 14:47:46.268999999,2018-03-05 14:46:54.418000000,2018-03-05 14:47:31.375000000,2,-14,2,0 days 00:00:16.255000000,0 days 00:00:14.893999999,16255000000,14893999999
956,2,28,Social Sciences,30,False,1.0,master,223,95.0,10,student,132,12,Male,True,2018-03-05 14:45:59.907999999,2018-03-05 14:46:44.371999999,2018-03-05 14:45:43.776999999,2018-03-05 14:46:10.558000000,2,-12,4,0 days 00:00:16.131000000,0 days 00:00:33.813999999,16131000000,33813999999
957,2,28,Social Sciences,30,False,1.0,master,223,120.0,36,student,26,2,Male,True,2018-03-05 14:33:21.486000001,2018-03-05 14:33:49.487000000,2018-03-05 14:32:49.527999999,2018-03-05 14:33:22.092000000,2,94,14,0 days 00:00:31.958000002,0 days 00:00:27.395000000,31958000002,27395000000
958,0,28,Social Sciences,30,False,1.0,master,223,80.0,8,student,152,17,Male,True,2018-03-05 14:51:27.146999999,2018-03-05 14:52:02.617000001,2018-03-05 14:51:13.231999999,2018-03-05 14:51:37.791999999,2,-32,2,0 days 00:00:13.915000000,0 days 00:00:24.825000002,13915000000,24825000002
959,0,28,Social Sciences,30,False,1.0,master,223,100.0,8,student,150,16,Male,True,2018-03-05 14:50:42.287000000,2018-03-05 14:50:49.520000000,2018-03-05 14:50:19.756000000,2018-03-05 14:50:42.830000000,2,-30,8,0 days 00:00:22.531000000,0 days 00:00:06.690000000,22531000000,6690000000
960,0,28,Social Sciences,30,False,1.0,master,223,120.0,32,student,62,4,Male,True,2018-03-05 14:35:57.666000000,2018-03-05 14:36:08.255000001,2018-03-05 14:35:00.224000000,2018-03-05 14:35:58.211999999,2,58,16,0 days 00:00:57.442000000,0 days 00:00:10.043000002,57442000000,10043000002
961,2,28,Social Sciences,30,False,1.0,master,223,120.0,8,student,142,15,Male,True,2018-03-05 14:49:52.611000001,2018-03-05 14:50:03.856000001,2018-03-05 14:49:33.525000001,2018-03-05 14:49:53.071000000,2,-22,6,0 days 00:00:19.086000000,0 days 00:00:10.785000001,19086000000,10785000001
962,2,28,Social Sciences,30,False,1.0,master,223,120.0,38,student,12,1,Male,True,2018-03-05 14:31:54.612999999,2018-03-05 14:32:28.699999999,2018-03-05 14:31:01.131000000,2018-03-05 14:31:55.125000000,2,108,12,0 days 00:00:53.481999999,0 days 00:00:33.574999999,53481999999,33574999999
