round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 10 -5185.19997597 18717 user
33 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 15 -16721.8000889 1609 user
33 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 5 -39.8998260498 19407 user
33 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 14 -16450.9000778 2545 user
33 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -14390.7999992 3823 user
33 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -12398.9999294 7164 user
33 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 14 -15460.5000019 3511 user
33 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 0 -6213.50002289 12774 user
33 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 9 -16700.2999783 2419 user
33 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -16484.2998981 1827 user
33 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -15440.7999516 4114 user
33 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -10387.0000839 8000 user
33 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 14 -13415.8000946 5484 user
33 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -15435.3001118 4130 user
34 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 10 -11347.0001221 11162 user
34 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 14 -18632.5998306 3664 user
34 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 9 -16461.0002041 5704 user
34 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 10 -20935.8999729 2761 user
34 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 5 -13421.4999676 9036 user
34 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 9 -20638.9000416 2041 user
34 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 4 -18501.1000633 4462 user
34 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -20620.2998161 2618 user
34 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -28.5999774933 22711 user
34 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -20591.5000439 2455 user
34 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -20917.9000854 2246 user
34 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -18667.2000885 4486 user
34 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 19 -13398.2000351 8953 user
34 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 0 -12366.4000034 11324 user
34 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 14 -17538.299799 4945 user
34 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -20593.4000015 2348 user
35 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -16474.0998745 7165 user
35 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 0 -17481.8000793 6787 user
35 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 -20674.2999554 4148 user
35 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 10 -20908.9999199 2787 user
35 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -23.0000019073 24309 user
35 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 9 -23718.100071 937 user
35 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -21621.1998463 2221 user
35 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -14448.10009 9228 user
35 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -1075.20008087 22392 user
35 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -9275.30002594 14121 user
35 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -22989.5999432 1011 user
35 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -14409.2998505 9927 user
35 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -11367.7999973 12967 user
35 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -17495.1999187 6650 user
35 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 9 -20608.5000038 3494 user
35 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -16449.5999813 6940 user
36 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -5185.89997292 11386 user
36 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 0 -13384.5000267 2376 user
36 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -14430.5999279 1138 user
36 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 4 -43.300151825 15727 user
36 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 4 -6207.00001717 9529 user
36 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 9 -14398.3001709 928 user
36 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 4 -13383.1999302 3401 user
36 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 4 -11412.4000072 4429 user
36 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -5185.0001812 10772 user
36 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -13389.1999722 3134 user
36 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -8454.49995995 7415 user
36 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 4 -12370.5999851 3446 user
36 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -7225.80003738 8389 user
36 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -7236.79995537 7968 user
36 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -12524.7998238 3284 user
36 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -13392.8999901 2727 user
37 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 14 -13412.7001762 12299 user
37 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -24642.3997879 2029 user
37 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -24693.3000088 985 user
37 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -19932.7001572 6492 user
37 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 5 -32.1998596191 25603 user
37 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 14 -24794.2998409 1651 user
37 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -21578.9999962 4316 user
37 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -8294.60000992 17916 user
37 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -12350.5001068 13893 user
37 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -1081.30002022 24950 user
37 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -17948.6999512 8147 user
37 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -21614.39991 4149 user
37 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -10297.1999645 15949 user
37 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 5 -19546.900034 6919 user
37 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 9 -22720.2000618 3980 user
37 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -24668.3001518 1648 user
38 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -33.6999893188 22152 user
38 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 0 -18539.4999981 3106 user
38 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 -19559.2999458 2700 user
38 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -16717.4999714 4582 user
38 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -8273.90003204 14264 user
38 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 9 -20738.1999493 937 user
38 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -19547.6000309 2611 user
38 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -19599.7002125 2524 user
38 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -11399.3999958 10837 user
38 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -13413.5000706 7931 user
38 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -10443.4001446 11410 user
38 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -18734.1001034 2889 user
38 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -16476.5999317 5254 user
38 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -14397.6998329 7343 user
38 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 0 -18620.9001541 3039 user
38 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 9 -13398.4999657 8370 user
39 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 9 -9311.49983406 7826 user
39 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -15436.6998672 1227 user
39 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 9 -15446.3999271 1449 user
39 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 10 -13614.3000126 3475 user
39 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -6218.09983253 10276 user
39 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 0 -12354.3000221 4225 user
39 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -13373.2998371 2839 user
39 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -5190.79995155 11189 user
39 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -29.8998355865 16502 user
39 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -12361.5999222 5245 user
39 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -35.3000164032 16541 user
39 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -10315.2999878 7574 user
39 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -9303.09987068 7989 user
39 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -14431.4000607 2594 user
39 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 9 -12585.2999687 4495 user
39 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -12375.1001358 4609 user
40 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -17504.2998791 2634 user
40 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -19532.0999622 1096 user
40 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 9 -18531.8000317 1531 user
40 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 10 -15652.8999805 4665 user
40 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -31.3999652863 20295 user
40 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -15430.0999641 3800 user
40 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -18519.0999508 1944 user
40 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -13428.5998344 6893 user
40 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -9291.90015793 10562 user
40 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -11340.10005 8492 user
40 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -14711.400032 5358 user
40 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 14 -17518.3000565 2485 user
40 usuario7 C ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 10 -14422.1000671 5239 user
40 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] C 5 -17512.7999783 2715 user
40 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 14 -15690.3998852 4411 user
40 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 10 -17508.1000328 2816 user
41 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 14 -14421.8001366 6703 user
41 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -15431.6999912 6704 user
41 usuario11 C ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 5 -14413.5000706 8180 user
41 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] C 10 -14708.0998421 6706 user
41 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 0 -17580.799818 4728 user
41 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 9 -21572.2999573 949 user
41 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -17478.1999588 4013 user
41 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 14 -18666.5999889 3625 user
41 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -32.399892807 22441 user
41 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -11349.9999046 10611 user
41 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -15709.100008 6666 user
41 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -17500.6999969 4306 user
41 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 9 -13396.1999416 8794 user
41 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -11329.9999237 10363 user
41 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 14 -16494.6000576 5211 user
41 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 5 -19540.899992 1901 user
42 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -14424.8998165 6227 user
42 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -14402.3001194 4787 user
42 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -14416.7997837 5326 user
42 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -14650.1998901 6154 user
42 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 10 -11349.3001461 7857 user
42 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 10 -15429.1000366 3916 user
42 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -17478.6999226 2956 user
42 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 10 -13495.1000214 5722 user
42 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] C 19 -28.3000469208 20302 user
42 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 5 -4157.99999237 15409 user
42 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 14 -13559.3998432 6681 user
42 usuario13 C ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 5 -17507.4000359 2680 user
42 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -7240.40007591 12835 user
42 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -14400.7000923 5250 user
42 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -16968.8000679 2871 user
42 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 9 -15426.4998436 5273 user
43 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 19 -7237.19978333 10619 user
43 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -14489.9001122 3725 user
43 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 19 -14404.9999714 3607 user
43 usuario2 C ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 5 -13639.6999359 4040 user
43 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 10 -12449.1000175 5863 user
43 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 10 -13385.1001263 4948 user
43 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -15478.1000614 2794 user
43 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 10 -14443.0000782 4230 user
43 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -31.1999320984 17244 user
43 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -12369.2998886 5700 user
43 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 -9424.70002174 7922 user
43 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -13418.4000492 3658 user
43 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -6198.49991798 12355 user
43 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -11333.4000111 6738 user
43 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 0 -15523.9999294 2511 user
43 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 14 -11363.5997772 6621 user
44 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 5 -31.3999652863 17431 user
44 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 10 -14407.7999592 4117 user
44 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -15468.4998989 1831 user
44 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -10482.3999405 7103 user
44 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 19 -9281.50010109 9278 user
44 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 10 -14418.6999798 3260 user
44 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -15101.099968 2524 user
44 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -14466.0000801 3160 user
44 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -1077.90017128 16838 user
44 usuario5 C ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 5 -11326.800108 7341 user
44 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] C 9 -6298.20013046 11285 user
44 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -6205.39999008 12121 user
44 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -6210.90006828 11442 user
44 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 -12354.0000916 5543 user
44 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -15683.7999821 2144 user
44 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -15439.5000935 2380 user
45 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 9 -18532.7999592 3978 user
45 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 5 -19542.5999165 2285 user
45 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -21697.799921 1260 user
45 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -11534.6999168 10596 user
45 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -17495.1999187 3873 user
45 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 5 -18496.9000816 4104 user
45 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 -18500.6999969 3953 user
45 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -27.899980545 22163 user
45 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -7242.29979515 15369 user
45 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -17499.4001389 4425 user
45 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -5254.99987602 16917 user
45 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -18534.9001884 3415 user
45 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 4 -16526.0999203 5521 user
45 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -16483.0000401 5998 user
45 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -17746.5000153 4668 user
45 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -18511.2998486 3365 user
46 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 4 -31.8999290466 18885 user
46 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 9 -14398.0000019 4749 user
46 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -16460.3998661 1855 user
46 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -11549.0000248 7176 user
46 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 9 -14427.0000458 4490 user
46 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -15435.1000786 3322 user
46 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -14418.3001518 4677 user
46 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -16513.7999058 1999 user
46 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -3138.09990883 15221 user
46 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 -9282.99999237 9610 user
46 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -14631.2999725 5067 user
46 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -17509.9000931 1592 user
46 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -8265.10000229 10876 user
46 usuario3 C ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 0 -11336.400032 7954 user
46 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] C 9 -15542.5000191 2512 user
46 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -15444.5002079 3838 user
47 usuario14 D ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 4 -9310.40000916 8199 user
47 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] D 4 -15596.1999893 2550 user
47 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -16490.4000759 1529 user
47 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -16664.3998623 1847 user
47 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 14 -26.1998176575 18594 user
47 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -16478.6000252 1750 user
47 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -13384.9999905 3696 user
47 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 -1094.79999542 16770 user
47 usuario10 C ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 0 -4144.00005341 14283 user
47 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] C 9 -10311.3000393 7110 user
47 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -9420.00007629 6808 user
47 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 19 -15454.9999237 3018 user
47 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] C 14 -3131.10017776 15001 user
47 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -11339.8001194 6624 user
47 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 9 -10275.1998901 7568 user
47 usuario12 C ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 0 -11339.4999504 6368 user
48 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 0 -33.1001281738 8513 user
48 usuario1 D ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 9 -3134.09996033 4710 user
48 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] D 4 -6211.10010147 2013 user
48 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 9 -4203.9000988 3005 user
48 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] D 9 -27.1999835968 7122 user
48 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 4 -5185.30011177 2570 user
48 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 4 -2108.00004005 5886 user
48 usuario6 D ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 4 -5206.59995079 2809 user
48 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 -3196.8998909 4877 user
48 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -34.0001583099 7950 user
48 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -5294.19994354 2486 user
48 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 4 -3141.59989357 4599 user
48 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -2117.30003357 5516 user
48 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 4 -5190.39988518 2844 user
48 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -2138.79990578 5986 user
48 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -1078.59992981 6760 user
49 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 10 -4159.19995308 12820 user
49 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 5 -12368.9000607 4293 user
49 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 9 -15454.100132 1487 user
49 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 -15005.8999062 2001 user
49 usuario15 C ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 10 -13396.3999748 4047 user
