,round,response,rt,user,session,subj_id
2,3,1,4.238,usuario10,s4t1500,usuario10s4t1500
3,4,1,2.864,usuario10,s4t1500,usuario10s4t1500
4,5,1,2.791,usuario10,s4t1500,usuario10s4t1500
5,6,1,3.439,usuario10,s4t1500,usuario10s4t1500
6,7,0,3.167,usuario10,s4t1500,usuario10s4t1500
7,8,1,3.678,usuario10,s4t1500,usuario10s4t1500
8,9,1,3.354,usuario10,s4t1500,usuario10s4t1500
9,10,1,4.178,usuario10,s4t1500,usuario10s4t1500
10,11,0,2.836,usuario10,s4t1500,usuario10s4t1500
11,12,0,3.944,usuario10,s4t1500,usuario10s4t1500
12,13,1,2.124,usuario10,s4t1500,usuario10s4t1500
13,14,0,4.407,usuario10,s4t1500,usuario10s4t1500
14,15,1,4.572,usuario10,s4t1500,usuario10s4t1500
15,16,0,2.631,usuario10,s4t1500,usuario10s4t1500
16,17,1,5.028,usuario10,s4t1500,usuario10s4t1500
17,18,0,2.568,usuario10,s4t1500,usuario10s4t1500
18,19,0,1.96,usuario10,s4t1500,usuario10s4t1500
19,20,0,1.894,usuario10,s4t1500,usuario10s4t1500
20,21,0,2.889,usuario10,s4t1500,usuario10s4t1500
21,22,1,2.629,usuario10,s4t1500,usuario10s4t1500
22,23,1,3.389,usuario10,s4t1500,usuario10s4t1500
23,24,1,2.924,usuario10,s4t1500,usuario10s4t1500
24,25,1,3.37,usuario10,s4t1500,usuario10s4t1500
25,26,0,2.313,usuario10,s4t1500,usuario10s4t1500
26,27,1,3.808,usuario10,s4t1500,usuario10s4t1500
27,28,0,2.293,usuario10,s4t1500,usuario10s4t1500
28,29,0,2.155,usuario10,s4t1500,usuario10s4t1500
29,30,1,5.125,usuario10,s4t1500,usuario10s4t1500
30,31,0,7.88,usuario10,s4t1500,usuario10s4t1500
31,32,0,1.788,usuario10,s4t1500,usuario10s4t1500
32,33,0,3.655,usuario10,s4t1500,usuario10s4t1500
33,34,1,3.02,usuario10,s4t1500,usuario10s4t1500
34,35,0,2.75,usuario10,s4t1500,usuario10s4t1500
35,36,0,4.174,usuario10,s4t1500,usuario10s4t1500
36,37,0,2.203,usuario10,s4t1500,usuario10s4t1500
37,38,1,4.317,usuario10,s4t1500,usuario10s4t1500
38,39,0,3.066,usuario10,s4t1500,usuario10s4t1500
39,40,0,2.439,usuario10,s4t1500,usuario10s4t1500
40,41,0,2.392,usuario10,s4t1500,usuario10s4t1500
41,42,1,5.71,usuario10,s4t1500,usuario10s4t1500
42,43,1,5.692,usuario10,s4t1500,usuario10s4t1500
43,44,1,2.674,usuario10,s4t1500,usuario10s4t1500
44,45,0,3.844,usuario10,s4t1500,usuario10s4t1500
45,46,0,2.839,usuario10,s4t1500,usuario10s4t1500
46,47,1,2.565,usuario10,s4t1500,usuario10s4t1500
47,48,1,6.141,usuario10,s4t1500,usuario10s4t1500
48,49,1,2.281,usuario10,s4t1500,usuario10s4t1500
49,50,0,2.675,usuario10,s4t1500,usuario10s4t1500
0,1,0,9.913,usuario1,s4t1500,usuario1s4t1500
1,2,0,9.894,usuario1,s4t1500,usuario1s4t1500
2,3,0,10.288,usuario1,s4t1500,usuario1s4t1500
3,4,1,4.495,usuario1,s4t1500,usuario1s4t1500
4,5,1,3.297,usuario1,s4t1500,usuario1s4t1500
5,6,1,8.205,usuario1,s4t1500,usuario1s4t1500
6,7,1,2.709,usuario1,s4t1500,usuario1s4t1500
7,8,0,8.63,usuario1,s4t1500,usuario1s4t1500
8,9,0,6.642,usuario1,s4t1500,usuario1s4t1500
9,10,1,6.929,usuario1,s4t1500,usuario1s4t1500
10,11,1,2.914,usuario1,s4t1500,usuario1s4t1500
11,12,1,3.433,usuario1,s4t1500,usuario1s4t1500
12,13,1,5.105,usuario1,s4t1500,usuario1s4t1500
13,14,1,3.494,usuario1,s4t1500,usuario1s4t1500
14,15,1,2.589,usuario1,s4t1500,usuario1s4t1500
15,16,1,2.947,usuario1,s4t1500,usuario1s4t1500
16,17,1,8.693,usuario1,s4t1500,usuario1s4t1500
17,18,0,4.34,usuario1,s4t1500,usuario1s4t1500
18,19,0,3.157,usuario1,s4t1500,usuario1s4t1500
19,20,0,3.426,usuario1,s4t1500,usuario1s4t1500
20,21,0,2.734,usuario1,s4t1500,usuario1s4t1500
21,22,0,2.71,usuario1,s4t1500,usuario1s4t1500
22,23,0,2.958,usuario1,s4t1500,usuario1s4t1500
23,24,1,3.588,usuario1,s4t1500,usuario1s4t1500
24,25,1,2.385,usuario1,s4t1500,usuario1s4t1500
25,26,1,1.226,usuario1,s4t1500,usuario1s4t1500
26,27,1,1.616,usuario1,s4t1500,usuario1s4t1500
27,28,1,4.345,usuario1,s4t1500,usuario1s4t1500
28,29,1,3.517,usuario1,s4t1500,usuario1s4t1500
29,30,1,5.938,usuario1,s4t1500,usuario1s4t1500
30,31,1,8.657,usuario1,s4t1500,usuario1s4t1500
31,32,0,4.591,usuario1,s4t1500,usuario1s4t1500
32,33,0,2.681,usuario1,s4t1500,usuario1s4t1500
33,34,1,2.769,usuario1,s4t1500,usuario1s4t1500
34,35,1,1.883,usuario1,s4t1500,usuario1s4t1500
35,36,1,2.224,usuario1,s4t1500,usuario1s4t1500
36,37,0,8.667,usuario1,s4t1500,usuario1s4t1500
37,38,1,3.523,usuario1,s4t1500,usuario1s4t1500
38,39,0,2.354,usuario1,s4t1500,usuario1s4t1500
39,40,1,3.538,usuario1,s4t1500,usuario1s4t1500
40,41,1,3.109,usuario1,s4t1500,usuario1s4t1500
41,42,0,3.67,usuario1,s4t1500,usuario1s4t1500
42,43,0,1.191,usuario1,s4t1500,usuario1s4t1500
43,44,0,2.377,usuario1,s4t1500,usuario1s4t1500
44,45,0,2.778,usuario1,s4t1500,usuario1s4t1500
45,46,0,4.092,usuario1,s4t1500,usuario1s4t1500
46,47,1,4.394,usuario1,s4t1500,usuario1s4t1500
47,48,1,11.111,usuario1,s4t1500,usuario1s4t1500
48,49,1,9.091,usuario1,s4t1500,usuario1s4t1500
49,50,0,7.228,usuario1,s4t1500,usuario1s4t1500
0,1,1,14.298,usuario26,s4t1500,usuario26s4t1500
1,2,1,5.211,usuario26,s4t1500,usuario26s4t1500
2,3,1,4.471,usuario26,s4t1500,usuario26s4t1500
3,4,1,2.412,usuario26,s4t1500,usuario26s4t1500
4,5,1,2.886,usuario26,s4t1500,usuario26s4t1500
5,6,1,2.525,usuario26,s4t1500,usuario26s4t1500
6,7,1,2.52,usuario26,s4t1500,usuario26s4t1500
7,8,1,2.527,usuario26,s4t1500,usuario26s4t1500
8,9,1,2.852,usuario26,s4t1500,usuario26s4t1500
9,10,1,2.547,usuario26,s4t1500,usuario26s4t1500
10,11,1,2.201,usuario26,s4t1500,usuario26s4t1500
11,12,1,1.836,usuario26,s4t1500,usuario26s4t1500
12,13,1,2.256,usuario26,s4t1500,usuario26s4t1500
13,14,1,2.742,usuario26,s4t1500,usuario26s4t1500
14,15,1,3.586,usuario26,s4t1500,usuario26s4t1500
15,16,1,2.616,usuario26,s4t1500,usuario26s4t1500
16,17,1,3.279,usuario26,s4t1500,usuario26s4t1500
17,18,1,2.355,usuario26,s4t1500,usuario26s4t1500
18,19,1,2.829,usuario26,s4t1500,usuario26s4t1500
19,20,1,2.577,usuario26,s4t1500,usuario26s4t1500
20,21,1,9.742,usuario26,s4t1500,usuario26s4t1500
21,22,1,7.126,usuario26,s4t1500,usuario26s4t1500
22,23,1,5.816,usuario26,s4t1500,usuario26s4t1500
23,24,1,2.599,usuario26,s4t1500,usuario26s4t1500
24,25,1,2.788,usuario26,s4t1500,usuario26s4t1500
25,26,1,2.633,usuario26,s4t1500,usuario26s4t1500
26,27,1,2.928,usuario26,s4t1500,usuario26s4t1500
27,28,1,2.599,usuario26,s4t1500,usuario26s4t1500
28,29,1,4.082,usuario26,s4t1500,usuario26s4t1500
29,30,1,2.455,usuario26,s4t1500,usuario26s4t1500
30,31,1,2.504,usuario26,s4t1500,usuario26s4t1500
31,32,1,2.636,usuario26,s4t1500,usuario26s4t1500
32,33,1,2.227,usuario26,s4t1500,usuario26s4t1500
33,34,1,2.464,usuario26,s4t1500,usuario26s4t1500
34,35,1,3.365,usuario26,s4t1500,usuario26s4t1500
35,36,1,1.784,usuario26,s4t1500,usuario26s4t1500
36,37,1,1.946,usuario26,s4t1500,usuario26s4t1500
37,38,1,2.531,usuario26,s4t1500,usuario26s4t1500
38,39,1,1.936,usuario26,s4t1500,usuario26s4t1500
39,40,1,1.78,usuario26,s4t1500,usuario26s4t1500
40,41,1,2.123,usuario26,s4t1500,usuario26s4t1500
41,42,1,1.938,usuario26,s4t1500,usuario26s4t1500
42,43,1,2.229,usuario26,s4t1500,usuario26s4t1500
43,44,1,30.053,usuario26,s4t1500,usuario26s4t1500
44,45,1,2.018,usuario26,s4t1500,usuario26s4t1500
45,46,1,1.995,usuario26,s4t1500,usuario26s4t1500
46,47,1,1.843,usuario26,s4t1500,usuario26s4t1500
47,48,1,1.491,usuario26,s4t1500,usuario26s4t1500
48,49,1,1.887,usuario26,s4t1500,usuario26s4t1500
49,50,1,2.581,usuario26,s4t1500,usuario26s4t1500
0,1,1,5.162,usuario34,s4t1500,usuario34s4t1500
1,2,1,4.17,usuario34,s4t1500,usuario34s4t1500
2,3,1,3.518,usuario34,s4t1500,usuario34s4t1500
3,4,1,2.821,usuario34,s4t1500,usuario34s4t1500
4,5,1,2.13,usuario34,s4t1500,usuario34s4t1500
5,6,1,2.892,usuario34,s4t1500,usuario34s4t1500
6,7,1,2.46,usuario34,s4t1500,usuario34s4t1500
7,8,1,1.913,usuario34,s4t1500,usuario34s4t1500
8,9,1,2.707,usuario34,s4t1500,usuario34s4t1500
9,10,1,2.809,usuario34,s4t1500,usuario34s4t1500
10,11,1,1.944,usuario34,s4t1500,usuario34s4t1500
11,12,1,2.273,usuario34,s4t1500,usuario34s4t1500
12,13,1,2.222,usuario34,s4t1500,usuario34s4t1500
13,14,1,2.283,usuario34,s4t1500,usuario34s4t1500
14,15,1,2.822,usuario34,s4t1500,usuario34s4t1500
15,16,1,10.202,usuario34,s4t1500,usuario34s4t1500
16,17,1,6.474,usuario34,s4t1500,usuario34s4t1500
17,18,1,2.058,usuario34,s4t1500,usuario34s4t1500
18,19,1,3.617,usuario34,s4t1500,usuario34s4t1500
19,20,1,4.242,usuario34,s4t1500,usuario34s4t1500
20,21,1,6.593,usuario34,s4t1500,usuario34s4t1500
21,22,1,4.853,usuario34,s4t1500,usuario34s4t1500
22,23,1,3.943,usuario34,s4t1500,usuario34s4t1500
23,24,1,5.722,usuario34,s4t1500,usuario34s4t1500
24,25,1,2.684,usuario34,s4t1500,usuario34s4t1500
25,26,1,3.169,usuario34,s4t1500,usuario34s4t1500
26,27,1,1.747,usuario34,s4t1500,usuario34s4t1500
27,28,1,2.109,usuario34,s4t1500,usuario34s4t1500
28,29,1,1.494,usuario34,s4t1500,usuario34s4t1500
29,30,1,1.36,usuario34,s4t1500,usuario34s4t1500
30,31,1,4.172,usuario34,s4t1500,usuario34s4t1500
31,32,1,3.607,usuario34,s4t1500,usuario34s4t1500
32,33,1,1.507,usuario34,s4t1500,usuario34s4t1500
33,34,1,3.419,usuario34,s4t1500,usuario34s4t1500
34,35,1,1.395,usuario34,s4t1500,usuario34s4t1500
35,36,1,1.552,usuario34,s4t1500,usuario34s4t1500
36,37,1,1.243,usuario34,s4t1500,usuario34s4t1500
37,38,1,2.866,usuario34,s4t1500,usuario34s4t1500
38,39,1,2.159,usuario34,s4t1500,usuario34s4t1500
39,40,1,1.736,usuario34,s4t1500,usuario34s4t1500
40,41,1,2.761,usuario34,s4t1500,usuario34s4t1500
41,42,1,1.868,usuario34,s4t1500,usuario34s4t1500
42,43,1,1.216,usuario34,s4t1500,usuario34s4t1500
43,44,1,1.274,usuario34,s4t1500,usuario34s4t1500
44,45,1,1.59,usuario34,s4t1500,usuario34s4t1500
45,46,1,1.494,usuario34,s4t1500,usuario34s4t1500
46,47,1,1.381,usuario34,s4t1500,usuario34s4t1500
47,48,1,1.002,usuario34,s4t1500,usuario34s4t1500
48,49,1,1.084,usuario34,s4t1500,usuario34s4t1500
49,50,1,1.357,usuario34,s4t1500,usuario34s4t1500
0,1,0,10.373,usuario30,s4t1500,usuario30s4t1500
1,2,0,6.988,usuario30,s4t1500,usuario30s4t1500
2,3,0,3.286,usuario30,s4t1500,usuario30s4t1500
3,4,0,4.412,usuario30,s4t1500,usuario30s4t1500
4,5,0,4.177,usuario30,s4t1500,usuario30s4t1500
5,6,1,5.841,usuario30,s4t1500,usuario30s4t1500
6,7,0,3.274,usuario30,s4t1500,usuario30s4t1500
7,8,1,2.957,usuario30,s4t1500,usuario30s4t1500
8,9,0,3.511,usuario30,s4t1500,usuario30s4t1500
9,10,1,5.268,usuario30,s4t1500,usuario30s4t1500
10,11,0,5.177,usuario30,s4t1500,usuario30s4t1500
11,12,1,3.631,usuario30,s4t1500,usuario30s4t1500
12,13,0,2.536,usuario30,s4t1500,usuario30s4t1500
13,14,1,2.348,usuario30,s4t1500,usuario30s4t1500
14,15,0,2.106,usuario30,s4t1500,usuario30s4t1500
15,16,0,2.417,usuario30,s4t1500,usuario30s4t1500
16,17,0,2.617,usuario30,s4t1500,usuario30s4t1500
17,18,0,1.73,usuario30,s4t1500,usuario30s4t1500
18,19,0,1.604,usuario30,s4t1500,usuario30s4t1500
19,20,1,4.085,usuario30,s4t1500,usuario30s4t1500
20,21,0,1.572,usuario30,s4t1500,usuario30s4t1500
21,22,1,1.889,usuario30,s4t1500,usuario30s4t1500
22,23,0,2.555,usuario30,s4t1500,usuario30s4t1500
23,24,1,1.986,usuario30,s4t1500,usuario30s4t1500
24,25,0,2.482,usuario30,s4t1500,usuario30s4t1500
25,26,1,2.141,usuario30,s4t1500,usuario30s4t1500
26,27,0,1.405,usuario30,s4t1500,usuario30s4t1500
27,28,1,1.276,usuario30,s4t1500,usuario30s4t1500
28,29,0,2.685,usuario30,s4t1500,usuario30s4t1500
29,30,0,1.985,usuario30,s4t1500,usuario30s4t1500
30,31,0,1.117,usuario30,s4t1500,usuario30s4t1500
31,32,0,1.432,usuario30,s4t1500,usuario30s4t1500
32,33,0,1.844,usuario30,s4t1500,usuario30s4t1500
33,34,0,6.255,usuario30,s4t1500,usuario30s4t1500
34,35,1,4.304,usuario30,s4t1500,usuario30s4t1500
35,36,0,1.5,usuario30,s4t1500,usuario30s4t1500
36,37,1,3.007,usuario30,s4t1500,usuario30s4t1500
37,38,0,1.803,usuario30,s4t1500,usuario30s4t1500
38,39,1,1.596,usuario30,s4t1500,usuario30s4t1500
39,40,0,1.657,usuario30,s4t1500,usuario30s4t1500
40,41,1,1.042,usuario30,s4t1500,usuario30s4t1500
41,42,0,1.131,usuario30,s4t1500,usuario30s4t1500
42,43,1,1.662,usuario30,s4t1500,usuario30s4t1500
43,44,0,1.479,usuario30,s4t1500,usuario30s4t1500
44,45,0,1.535,usuario30,s4t1500,usuario30s4t1500
45,46,0,1.277,usuario30,s4t1500,usuario30s4t1500
46,47,0,2.166,usuario30,s4t1500,usuario30s4t1500
47,48,0,1.246,usuario30,s4t1500,usuario30s4t1500
48,49,0,1.263,usuario30,s4t1500,usuario30s4t1500
49,50,0,1.585,usuario30,s4t1500,usuario30s4t1500
0,1,0,7.762,usuario22,s4t1500,usuario22s4t1500
1,2,1,6.824,usuario22,s4t1500,usuario22s4t1500
2,3,0,6.609,usuario22,s4t1500,usuario22s4t1500
3,4,0,3.502,usuario22,s4t1500,usuario22s4t1500
4,5,0,3.262,usuario22,s4t1500,usuario22s4t1500
5,6,0,3.201,usuario22,s4t1500,usuario22s4t1500
6,7,0,8.568,usuario22,s4t1500,usuario22s4t1500
7,8,0,3.202,usuario22,s4t1500,usuario22s4t1500
8,9,0,3.678,usuario22,s4t1500,usuario22s4t1500
9,10,0,2.761,usuario22,s4t1500,usuario22s4t1500
10,11,0,4.529,usuario22,s4t1500,usuario22s4t1500
11,12,0,3.482,usuario22,s4t1500,usuario22s4t1500
12,13,0,5.658,usuario22,s4t1500,usuario22s4t1500
13,14,0,2.848,usuario22,s4t1500,usuario22s4t1500
14,15,0,2.508,usuario22,s4t1500,usuario22s4t1500
15,16,0,7.845,usuario22,s4t1500,usuario22s4t1500
16,17,0,3.792,usuario22,s4t1500,usuario22s4t1500
17,18,0,3.873,usuario22,s4t1500,usuario22s4t1500
18,19,0,12.346,usuario22,s4t1500,usuario22s4t1500
19,20,0,2.273,usuario22,s4t1500,usuario22s4t1500
20,21,0,2.575,usuario22,s4t1500,usuario22s4t1500
21,22,0,3.132,usuario22,s4t1500,usuario22s4t1500
22,23,1,4.11,usuario22,s4t1500,usuario22s4t1500
23,24,0,4.118,usuario22,s4t1500,usuario22s4t1500
24,25,0,3.095,usuario22,s4t1500,usuario22s4t1500
25,26,0,2.327,usuario22,s4t1500,usuario22s4t1500
26,27,0,3.295,usuario22,s4t1500,usuario22s4t1500
27,28,0,3.534,usuario22,s4t1500,usuario22s4t1500
28,29,0,4.893,usuario22,s4t1500,usuario22s4t1500
29,30,0,11.46,usuario22,s4t1500,usuario22s4t1500
30,31,0,3.234,usuario22,s4t1500,usuario22s4t1500
31,32,0,4.768,usuario22,s4t1500,usuario22s4t1500
32,33,0,2.594,usuario22,s4t1500,usuario22s4t1500
33,34,0,2.9,usuario22,s4t1500,usuario22s4t1500
34,35,0,3.834,usuario22,s4t1500,usuario22s4t1500
35,36,0,6.688,usuario22,s4t1500,usuario22s4t1500
36,37,0,2.993,usuario22,s4t1500,usuario22s4t1500
37,38,0,3.684,usuario22,s4t1500,usuario22s4t1500
38,39,0,22.118,usuario22,s4t1500,usuario22s4t1500
39,40,0,4.056,usuario22,s4t1500,usuario22s4t1500
40,41,0,2.662,usuario22,s4t1500,usuario22s4t1500
41,42,0,3.066,usuario22,s4t1500,usuario22s4t1500
42,43,0,3.188,usuario22,s4t1500,usuario22s4t1500
43,44,0,2.011,usuario22,s4t1500,usuario22s4t1500
44,45,0,2.869,usuario22,s4t1500,usuario22s4t1500
45,46,0,3.25,usuario22,s4t1500,usuario22s4t1500
46,47,0,1.871,usuario22,s4t1500,usuario22s4t1500
47,48,0,2.32,usuario22,s4t1500,usuario22s4t1500
48,49,0,3.263,usuario22,s4t1500,usuario22s4t1500
49,50,0,2.296,usuario22,s4t1500,usuario22s4t1500
0,1,0,7.208,usuario14,s4t1500,usuario14s4t1500
1,2,0,9.818,usuario14,s4t1500,usuario14s4t1500
2,3,0,5.814,usuario14,s4t1500,usuario14s4t1500
3,4,1,4.176,usuario14,s4t1500,usuario14s4t1500
4,5,0,10.096,usuario14,s4t1500,usuario14s4t1500
5,6,1,14.159,usuario14,s4t1500,usuario14s4t1500
6,7,1,3.301,usuario14,s4t1500,usuario14s4t1500
7,8,0,3.041,usuario14,s4t1500,usuario14s4t1500
8,9,1,4.193,usuario14,s4t1500,usuario14s4t1500
9,10,0,4.623,usuario14,s4t1500,usuario14s4t1500
10,11,0,8.487,usuario14,s4t1500,usuario14s4t1500
11,12,0,20.486,usuario14,s4t1500,usuario14s4t1500
12,13,0,24.2,usuario14,s4t1500,usuario14s4t1500
13,14,1,7.715,usuario14,s4t1500,usuario14s4t1500
14,15,0,4.144,usuario14,s4t1500,usuario14s4t1500
15,16,0,3.706,usuario14,s4t1500,usuario14s4t1500
16,17,0,14.352,usuario14,s4t1500,usuario14s4t1500
17,18,0,12.209,usuario14,s4t1500,usuario14s4t1500
18,19,0,4.916,usuario14,s4t1500,usuario14s4t1500
19,20,1,6.669,usuario14,s4t1500,usuario14s4t1500
20,21,0,4.886,usuario14,s4t1500,usuario14s4t1500
21,22,0,4.129,usuario14,s4t1500,usuario14s4t1500
22,23,0,27.396,usuario14,s4t1500,usuario14s4t1500
23,24,1,29.198,usuario14,s4t1500,usuario14s4t1500
24,25,0,3.546,usuario14,s4t1500,usuario14s4t1500
25,26,0,4.155,usuario14,s4t1500,usuario14s4t1500
26,27,0,3.072,usuario14,s4t1500,usuario14s4t1500
27,28,0,6.512,usuario14,s4t1500,usuario14s4t1500
28,29,0,4.624,usuario14,s4t1500,usuario14s4t1500
29,30,0,7.887,usuario14,s4t1500,usuario14s4t1500
30,31,0,5.179,usuario14,s4t1500,usuario14s4t1500
31,32,1,4.518,usuario14,s4t1500,usuario14s4t1500
32,33,1,2.827,usuario14,s4t1500,usuario14s4t1500
33,34,1,2.421,usuario14,s4t1500,usuario14s4t1500
34,35,1,2.751,usuario14,s4t1500,usuario14s4t1500
35,36,1,3.768,usuario14,s4t1500,usuario14s4t1500
36,37,0,3.55,usuario14,s4t1500,usuario14s4t1500
37,38,1,5.935,usuario14,s4t1500,usuario14s4t1500
38,39,1,4.943,usuario14,s4t1500,usuario14s4t1500
39,40,0,2.792,usuario14,s4t1500,usuario14s4t1500
40,41,0,14.835,usuario14,s4t1500,usuario14s4t1500
41,42,1,9.747,usuario14,s4t1500,usuario14s4t1500
42,43,1,4.8,usuario14,s4t1500,usuario14s4t1500
43,44,1,1.428,usuario14,s4t1500,usuario14s4t1500
44,45,0,2.35,usuario14,s4t1500,usuario14s4t1500
45,46,0,2.549,usuario14,s4t1500,usuario14s4t1500
46,47,0,3.893,usuario14,s4t1500,usuario14s4t1500
47,48,1,3.319,usuario14,s4t1500,usuario14s4t1500
48,49,0,3.668,usuario14,s4t1500,usuario14s4t1500
49,50,1,8.928,usuario14,s4t1500,usuario14s4t1500
0,1,0,30.792,usuario5,s4t1500,usuario5s4t1500
1,2,1,9.716,usuario5,s4t1500,usuario5s4t1500
2,3,0,15.542,usuario5,s4t1500,usuario5s4t1500
3,4,1,7.282,usuario5,s4t1500,usuario5s4t1500
4,5,1,6.974,usuario5,s4t1500,usuario5s4t1500
5,6,0,4.778,usuario5,s4t1500,usuario5s4t1500
6,7,1,6.835,usuario5,s4t1500,usuario5s4t1500
7,8,1,5.326,usuario5,s4t1500,usuario5s4t1500
8,9,0,9.77,usuario5,s4t1500,usuario5s4t1500
9,10,1,5.028,usuario5,s4t1500,usuario5s4t1500
10,11,0,4.291,usuario5,s4t1500,usuario5s4t1500
11,12,1,28.697,usuario5,s4t1500,usuario5s4t1500
12,13,0,5.828,usuario5,s4t1500,usuario5s4t1500
13,14,1,14.759,usuario5,s4t1500,usuario5s4t1500
14,15,0,28.647,usuario5,s4t1500,usuario5s4t1500
15,16,0,21.703,usuario5,s4t1500,usuario5s4t1500
16,17,1,3.657,usuario5,s4t1500,usuario5s4t1500
17,18,0,0.918,usuario5,s4t1500,usuario5s4t1500
18,19,1,2.054,usuario5,s4t1500,usuario5s4t1500
19,20,1,5.474,usuario5,s4t1500,usuario5s4t1500
20,21,0,5.994,usuario5,s4t1500,usuario5s4t1500
21,22,1,8.852,usuario5,s4t1500,usuario5s4t1500
22,23,0,7.142,usuario5,s4t1500,usuario5s4t1500
23,24,0,4.698,usuario5,s4t1500,usuario5s4t1500
24,25,1,6.137,usuario5,s4t1500,usuario5s4t1500
25,26,0,3.833,usuario5,s4t1500,usuario5s4t1500
26,27,0,5.727,usuario5,s4t1500,usuario5s4t1500
27,28,1,4.436,usuario5,s4t1500,usuario5s4t1500
28,29,0,28.802,usuario5,s4t1500,usuario5s4t1500
29,30,0,9.073,usuario5,s4t1500,usuario5s4t1500
30,31,0,8.75,usuario5,s4t1500,usuario5s4t1500
31,32,0,5.849,usuario5,s4t1500,usuario5s4t1500
32,33,1,5.569,usuario5,s4t1500,usuario5s4t1500
33,34,0,9.164,usuario5,s4t1500,usuario5s4t1500
34,35,0,11.425,usuario5,s4t1500,usuario5s4t1500
35,36,0,6.698,usuario5,s4t1500,usuario5s4t1500
36,37,0,3.929,usuario5,s4t1500,usuario5s4t1500
37,38,1,7.145,usuario5,s4t1500,usuario5s4t1500
38,39,0,11.917,usuario5,s4t1500,usuario5s4t1500
39,40,0,4.15,usuario5,s4t1500,usuario5s4t1500
40,41,0,21.825,usuario5,s4t1500,usuario5s4t1500
41,42,0,7.748,usuario5,s4t1500,usuario5s4t1500
42,43,1,2.972,usuario5,s4t1500,usuario5s4t1500
43,44,1,4.789,usuario5,s4t1500,usuario5s4t1500
44,45,0,9.115,usuario5,s4t1500,usuario5s4t1500
45,46,0,5.9,usuario5,s4t1500,usuario5s4t1500
46,47,0,13.979,usuario5,s4t1500,usuario5s4t1500
47,48,0,28.105,usuario5,s4t1500,usuario5s4t1500
48,49,0,28.675,usuario5,s4t1500,usuario5s4t1500
49,50,1,7.17,usuario5,s4t1500,usuario5s4t1500
0,1,0,4.315,usuario9,s4t1500,usuario9s4t1500
1,2,1,5.571,usuario9,s4t1500,usuario9s4t1500
2,3,0,4.112,usuario9,s4t1500,usuario9s4t1500
3,4,0,2.759,usuario9,s4t1500,usuario9s4t1500
4,5,0,5.797,usuario9,s4t1500,usuario9s4t1500
5,6,1,2.665,usuario9,s4t1500,usuario9s4t1500
6,7,1,2.422,usuario9,s4t1500,usuario9s4t1500
7,8,1,1.961,usuario9,s4t1500,usuario9s4t1500
8,9,0,2.197,usuario9,s4t1500,usuario9s4t1500
9,10,0,3.255,usuario9,s4t1500,usuario9s4t1500
10,11,0,1.974,usuario9,s4t1500,usuario9s4t1500
11,12,0,2.293,usuario9,s4t1500,usuario9s4t1500
12,13,0,2.908,usuario9,s4t1500,usuario9s4t1500
13,14,0,3.209,usuario9,s4t1500,usuario9s4t1500
14,15,0,1.984,usuario9,s4t1500,usuario9s4t1500
15,16,0,1.583,usuario9,s4t1500,usuario9s4t1500
16,17,0,6.419,usuario9,s4t1500,usuario9s4t1500
17,18,0,3.533,usuario9,s4t1500,usuario9s4t1500
18,19,0,6.401,usuario9,s4t1500,usuario9s4t1500
19,20,0,2.142,usuario9,s4t1500,usuario9s4t1500
20,21,0,4.202,usuario9,s4t1500,usuario9s4t1500
21,22,0,3.107,usuario9,s4t1500,usuario9s4t1500
22,23,0,3.337,usuario9,s4t1500,usuario9s4t1500
23,24,0,3.144,usuario9,s4t1500,usuario9s4t1500
24,25,0,3.431,usuario9,s4t1500,usuario9s4t1500
25,26,0,24.329,usuario9,s4t1500,usuario9s4t1500
26,27,0,1.82,usuario9,s4t1500,usuario9s4t1500
27,28,1,3.908,usuario9,s4t1500,usuario9s4t1500
28,29,1,2.013,usuario9,s4t1500,usuario9s4t1500
29,30,0,2.463,usuario9,s4t1500,usuario9s4t1500
30,31,0,6.551,usuario9,s4t1500,usuario9s4t1500
31,32,0,3.635,usuario9,s4t1500,usuario9s4t1500
32,33,0,3.347,usuario9,s4t1500,usuario9s4t1500
33,34,0,1.066,usuario9,s4t1500,usuario9s4t1500
34,35,0,2.896,usuario9,s4t1500,usuario9s4t1500
35,36,0,1.928,usuario9,s4t1500,usuario9s4t1500
36,37,0,1.862,usuario9,s4t1500,usuario9s4t1500
37,38,0,2.319,usuario9,s4t1500,usuario9s4t1500
38,39,1,5.206,usuario9,s4t1500,usuario9s4t1500
39,40,1,2.387,usuario9,s4t1500,usuario9s4t1500
40,41,1,2.043,usuario9,s4t1500,usuario9s4t1500
41,42,1,1.893,usuario9,s4t1500,usuario9s4t1500
42,43,1,3.773,usuario9,s4t1500,usuario9s4t1500
43,44,1,3.033,usuario9,s4t1500,usuario9s4t1500
44,45,1,2.581,usuario9,s4t1500,usuario9s4t1500
45,46,1,1.586,usuario9,s4t1500,usuario9s4t1500
46,47,1,1.185,usuario9,s4t1500,usuario9s4t1500
47,48,1,0.999,usuario9,s4t1500,usuario9s4t1500
48,49,1,1.544,usuario9,s4t1500,usuario9s4t1500
49,50,1,1.369,usuario9,s4t1500,usuario9s4t1500
0,1,1,3.678,usuario18,s4t1500,usuario18s4t1500
1,2,1,30.296,usuario18,s4t1500,usuario18s4t1500
2,3,1,11.964,usuario18,s4t1500,usuario18s4t1500
