round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -8428.30014229 10249 user
33 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 14 -23662.1999741 2298 user
33 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 10 -11319.7999001 14080 user
33 usuario6 C ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 10 -8246.79994583 18162 user
33 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] C 10 -21604.7000885 4335 user
33 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 19 -22630.5999756 2991 user
33 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 14 -24724.0998745 2141 user
33 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 9 -31.6998958588 25938 user
33 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -22617.6998615 2676 user
33 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 0 -23676.8000126 1703 user
33 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 9 -21740.4999733 4086 user
33 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -19584.8999023 6249 user
33 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -22644.0000534 3812 user
33 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 9 -21640.1000023 4673 user
34 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -26308.4001541 2140 user
34 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 14 -25768.5000896 1988 user
34 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 5 -17864.3000126 9484 user
34 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 20 -25705.1000595 2207 user
34 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 19 -19631.2000751 8810 user
34 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -13415.8000946 14598 user
34 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 14 -37.9998683929 27981 user
34 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 10 -24711.8000984 3965 user
34 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -23667.5000191 3501 user
34 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -21661.8998051 6055 user
34 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -25694.0000057 2788 user
34 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -26756.3998699 2019 user
34 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 19 -20605.7999134 7950 user
34 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -20633.699894 7348 user
34 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 14 -23695.1999664 3834 user
34 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 -21605.4000854 6267 user
35 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -14720.9000587 1972 user
35 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -15455.8999538 1515 user
35 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -6329.40006256 11096 user
35 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 10 -13396.600008 3657 user
35 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -5188.99989128 11364 user
35 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -11343.5001373 5870 user
35 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -6226.6998291 10987 user
35 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 14 -13463.4001255 2822 user
35 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -15443.7000751 2038 user
35 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -29.1998386383 16739 user
35 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -13390.599966 2830 user
35 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -14423.500061 1789 user
35 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 14 -12375.0 4128 user
35 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -7278.10001373 9806 user
35 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -14429.8000336 2668 user
35 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 -11327.7001381 5113 user
36 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -15728.2001972 3242 user
36 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -17510.7998848 1699 user
36 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 4 -39.0999317169 18920 user
36 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 4 -16497.699976 1896 user
36 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -2108.20007324 17010 user
36 usuario6 C ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 0 -4154.70004082 14920 user
36 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] C 9 -1090.49987793 17941 user
36 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -11332.2000504 7395 user
36 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -17480.2999496 1665 user
36 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 9 -10327.1000385 9481 user
36 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -15421.4999676 4289 user
36 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 0 -16485.1000309 2418 user
36 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 4 -14439.1000271 5422 user
36 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -10355.9000492 8802 user
36 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -5173.20013046 13827 user
36 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 9 -16516.5998936 3100 user
37 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -22056.1001301 1381 user
37 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -20772.4997997 1701 user
37 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -19984.5001698 2277 user
37 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 4 -20741.2998676 1911 user
37 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -6207.39984512 16939 user
37 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -18522.0000744 3760 user
37 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 0 -26.1998176575 22541 user
37 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 14 -17647.2001076 6109 user
37 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -17493.7000275 5256 user
37 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -19564.1000271 3324 user
37 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -19603.700161 2928 user
37 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -21615.0000095 1784 user
37 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 9 -13419.2998409 8826 user
37 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -17555.1002026 4883 user
37 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -13385.2000237 9998 user
37 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 9 -19553.1001091 2911 user
38 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 9 -18956.099987 2609 user
38 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -20585.0999355 1614 user
38 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 4 -21129.4999123 847 user
38 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 9 -18531.8000317 3510 user
38 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 5 -13387.5999451 8193 user
38 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -17481.1999798 4444 user
38 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -11345.400095 10825 user
38 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 14 -16471.4000225 5061 user
38 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -18638.4000778 3107 user
38 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -41.2001609802 21576 user
38 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -18510.4000568 3885 user
38 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -19553.800106 2093 user
38 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 14 -18638.9000416 3806 user
38 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -4165.99988937 18377 user
38 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -18509.0999603 2977 user
38 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 5 -19571.7000961 2900 user
39 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 19 -13700.7000446 11363 user
39 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -23661.3001823 1387 user
39 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -13639.5001411 11465 user
39 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 5 -21593.3001041 3345 user
39 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 5 -17492.1000004 8236 user
39 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 9 -14408.4999561 10934 user
39 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -23.6001014709 25208 user
39 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 19 -12382.8001022 12791 user
39 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -22608.1001759 2960 user
39 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 14 -16486.0999584 8656 user
39 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -21594.7999954 3549 user
39 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -23777.1000862 1203 user
39 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 15 -20603.399992 4459 user
39 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 5 -39.7000312805 24989 user
39 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 14 -18507.999897 6514 user
39 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 15 -14422.4998951 9974 user
40 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -13675.1999855 5426 user
40 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 9 -17494.4999218 1958 user
40 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -16801.0001183 2709 user
40 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 4 -15507.4000359 3531 user
40 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -29.2000770569 18340 user
40 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -3138.40007782 16073 user
40 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -8363.60001564 10734 user
40 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -14415.4000282 4541 user
40 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -16461.6999626 1866 user
40 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 14 -11358.0000401 7990 user
40 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -9277.1999836 9234 user
40 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -16480.8998108 3102 user
40 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 14 -11348.099947 7821 user
40 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 5 -12431.499958 6547 user
40 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 5 -8274.89995956 11233 user
40 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 14 -12372.399807 5686 user
41 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -17929.899931 1792 user
41 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -17539.3002033 1851 user
41 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -14812.199831 4492 user
41 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 9 -17526.4999866 2662 user
41 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 9 -8264.10007477 11895 user
41 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -28.2998085022 19695 user
41 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -6217.49997139 13509 user
41 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 5 -13391.5998936 6387 user
41 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -16472.3000526 3814 user
41 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -15539.0000343 3623 user
41 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -16478.4998894 3181 user
41 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 5 -18615.0999069 1530 user
41 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 4 -7236.5000248 12563 user
41 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -12416.3999557 7626 user
41 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 0 -17502.300024 1608 user
41 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 14 -14439.4001961 6378 user
42 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -12711.1999989 2928 user
42 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -14459.3999386 1741 user
42 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -13731.400013 2392 user
42 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 4 -14446.9997883 1995 user
42 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 4 -11330.8000565 4472 user
42 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -2122.99990654 13794 user
42 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -33.499956131 16018 user
42 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -13453.2001019 2665 user
42 usuario1 D ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 9 -12369.4999218 3715 user
42 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] D 4 -12449.3000507 3971 user
42 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -13375.6000996 2633 user
42 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 0 -14429.3000698 1163 user
42 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 4 -12377.8998852 3093 user
42 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -32.7999591827 15794 user
42 usuario8 C ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 0 -11354.3999195 4976 user
42 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] C 14 -11365.6001091 3738 user
43 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] D 4 -20070.3001022 2330 user
43 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -20605.0999165 1273 user
43 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 4 -20007.6999664 2380 user
43 usuario4 D ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 9 -19556.7998886 2512 user
43 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] D 9 -14455.8999538 7885 user
43 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 4 -16568.7000751 5138 user
43 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 4 -29.000043869 22047 user
43 usuario14 D ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 9 -19578.3998966 2202 user
43 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 5 -19537.1000767 2787 user
43 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -14425.8999825 7788 user
43 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 9 -19579.3001652 2892 user
43 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -20597.1000195 1210 user
43 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 14 -19574.1999149 2646 user
43 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -11383.1000328 10050 user
43 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -20570.100069 1148 user
43 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 5 -18547.3999977 3694 user
44 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 9 -21068.9001083 2079 user
44 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -21720.6997871 1527 user
44 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -19988.6000156 2073 user
44 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 10 -20594.2001343 1915 user
44 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 14 -32.7999591827 22517 user
44 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 -19583.1999779 3735 user
44 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -9282.79995918 13539 user
44 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 10 -16466.7999744 6998 user
44 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -20687.5 2184 user
44 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 5 -7230.89981079 15523 user
44 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 14 -20584.100008 2837 user
44 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 -19612.3998165 3317 user
44 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 14 -18558.7000847 4562 user
44 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -11379.1000843 11808 user
44 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -19622.2000122 3409 user
44 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 -19555.2000999 3774 user
45 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 10 -22047.1999645 4741 user
45 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 24 -24724.3001461 1674 user
45 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -23151.7999172 3043 user
45 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 15 -22619.8999882 4128 user
45 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 20 -18543.9999104 8682 user
45 usuario6 C ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 10 -13382.4999332 14045 user
45 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] C 15 -14446.9001293 12304 user
45 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 20 -23636.6999149 3506 user
45 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -24682.5997829 2308 user
45 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 19 -11345.099926 15759 user
45 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -18503.4999847 8003 user
45 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -25726.3998985 1697 user
45 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 19 -22641.9999599 4237 user
45 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 0 -30.2000045776 26831 user
45 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 14 -24663.3000374 3060 user
45 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -8267.60005951 18213 user
46 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -21130.7001114 4415 user
46 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 14 -24694.2999363 1553 user
46 usuario5 C ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 10 -22105.0999165 4083 user
46 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] C 15 -22625.300169 3432 user
46 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 15 -14404.7000408 11814 user
46 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 14 -8288.40017319 16932 user
46 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 10 -38.8000011444 25579 user
46 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 20 -22636.7001534 3168 user
46 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -23664.0999317 2504 user
46 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -5198.49991798 21107 user
46 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -23733.5000038 2056 user
46 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -24722.099781 1652 user
46 usuario11 C ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 10 -19562.4001026 6471 user
46 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] C 9 -18546.2999344 7661 user
46 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 -20562.0999336 4833 user
46 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 19 -22625.0 3786 user
47 usuario3 D ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 14 -17893.3000565 2039 user
47 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] D 4 -18528.5999775 1736 user
47 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 14 -18945.2998638 1588 user
47 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 5 -17487.6000881 2474 user
47 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 10 -11347.3000526 8531 user
47 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 14 -8251.59978867 12256 user
47 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 5 -34.8999500275 19911 user
47 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 20 -18509.0999603 1418 user
47 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -17489.1998768 2163 user
47 usuario9 D ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 9 -16490.2999401 3287 user
47 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] D 14 -17493.4999943 3042 user
47 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -17513.600111 2256 user
47 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 9 -14424.8001575 5090 user
47 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 4 -11356.6000462 8244 user
47 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -17485.7001305 2522 user
47 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -16548.3000278 3628 user
48 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 -19976.8998623 2030 user
48 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 -20679.1000366 1655 user
48 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 14 -18867.5000668 2489 user
48 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 10 -19589.6000862 3125 user
48 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 19 -16459.5999718 5214 user
48 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 14 -10307.6000214 11264 user
48 usuario13 C ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 5 -29.0999412537 22266 user
48 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] C 15 -19539.8001671 1913 user
48 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 -19544.1000462 2065 user
48 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 5 -11332.3998451 10537 user
48 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 19 -19550.6000519 2226 user
48 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -20589.9999142 1511 user
48 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 14 -15459.5999718 6656 user
48 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 -1095.39985657 21277 user
48 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 4 -18516.5998936 3654 user
48 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -17525.4998207 4688 user
49 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 10 -15825.799942 2630 user
49 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 14 -16471.6999531 1129 user
49 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 -15791.200161 1868 user
49 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 10 -16481.8000793 1390 user
49 usuario7 C ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 15 -45.3999042511 17843 user
