round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 15 -13349.4000435 4718 user
33 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 9 -19472.8000164 1901 user
33 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -19478.2001972 2960 user
33 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 19 -12335.6001377 9617 user
33 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 0 -20501.8999577 1510 user
33 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -19543.8001156 2368 user
33 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -22.7999687195 22708 user
33 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -19481.400013 1771 user
33 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 19 -20473.3998775 2403 user
33 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -17421.2999344 4438 user
33 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 14 -13357.3000431 8845 user
33 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 15 -16398.6999989 6110 user
33 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 10 -20506.000042 2097 user
33 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 5 -18453.8002014 3718 user
34 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 24 -3114.60018158 7474 user
34 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -8223.70004654 2648 user
34 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 14 -7210.59989929 3864 user
34 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 5 -9255.3999424 2480 user
34 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -9240.30017853 1710 user
34 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 15 -22.9001045227 11830 user
34 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 9 -9253.49998474 2053 user
34 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 14 -10268.7001228 1527 user
34 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 19 -7181.69999123 3793 user
34 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -10266.0999298 1254 user
34 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 9 -8217.09990501 1832 user
34 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -9240.70000648 1955 user
34 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 10 -9264.60003853 1974 user
34 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 15 -8211.80009842 2582 user
34 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 14 -7259.19985771 3145 user
34 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 10 -9231.69994354 2166 user
35 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 14 -4131.20007515 3484 user
35 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -2091.80021286 5724 user
35 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 9 -5153.89990807 3221 user
35 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 0 -3185.79983711 4802 user
35 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -2088.00005913 6235 user
35 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 0 -6168.80011559 1374 user
35 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 9 -6186.19990349 2261 user
35 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -5167.79994965 2371 user
35 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -3098.40011597 4289 user
35 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -5145.69997787 2774 user
35 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 4 -6164.70003128 2787 user
35 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 4 -19.6001529694 8435 user
35 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -6191.6000843 1367 user
35 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 5 -4113.19994926 3969 user
35 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 9 -4131.99996948 3941 user
35 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 14 -5155.90000153 2682 user
36 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 19 -2084.10000801 8456 user
36 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -8222.10001945 3493 user
36 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -6158.69998932 4738 user
36 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 5 -8345.99995613 1808 user
36 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -5138.99993896 5374 user
36 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 9 -21.6000080109 11138 user
36 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 9 -9245.90015411 1846 user
36 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -9266.4000988 2168 user
36 usuario6 C ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 5 -10250.0998974 1184 user
36 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] C 9 -3100.80003738 8235 user
36 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 9 -9217.1998024 1796 user
36 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -8204.79989052 2105 user
36 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -10287.6999378 1210 user
36 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -8214.79988098 2226 user
36 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 5 -10269.6998119 1208 user
36 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 19 -8217.1998024 2736 user
37 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 14 -3108.700037 3705 user
37 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -2092.80014038 4024 user
37 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 10 -3099.60007668 3290 user
37 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 5 -4128.20005417 3530 user
37 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -6178.20000648 1146 user
37 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -1077.3999691 5957 user
37 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 19 -5147.70007133 1711 user
37 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -1050.40001869 5438 user
37 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -21.4002132416 6375 user
37 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -4126.29985809 2270 user
37 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 10 -1048.00009727 5009 user
37 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 9 -3096.40002251 4206 user
37 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -4134.90009308 2488 user
37 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -4124.30000305 2671 user
37 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 10 -4129.00018692 2447 user
37 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 19 -23.4000682831 6930 user
38 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -7206.3999176 3334 user
38 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -7216.00008011 2920 user
38 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 19 -6183.6001873 3566 user
38 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 4 -22.7999687195 9674 user
38 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -8285.89987755 1826 user
38 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 15 -1071.8998909 8976 user
38 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -8246.50001526 1599 user
38 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -8229.50005531 1644 user
38 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -7222.19991684 3540 user
38 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -9258.30006599 515 user
38 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 15 -2068.50004196 8653 user
38 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 9 -7198.99988174 3076 user
38 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -8269.69981194 1364 user
38 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 24 -7201.10011101 3559 user
38 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 5 -8261.19995117 2278 user
38 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 14 -8220.39985657 2124 user
39 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -2090.49987793 3058 user
39 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 15 -2099.49994087 2733 user
39 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -3101.30000114 2393 user
39 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 14 -1078.50003242 3495 user
39 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -2094.00010109 2294 user
39 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -28.1000137329 4729 user
39 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -4134.19985771 1147 user
39 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -3106.00018501 1858 user
39 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -3096.99988365 1224 user
39 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -5151.59988403 733 user
39 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 14 -4123.30007553 986 user
39 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 9 -4130.10001183 1215 user
39 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 10 -3123.29983711 1850 user
39 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 15 -2088.00005913 2279 user
39 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 15 -3113.60001564 1770 user
39 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 10 -2083.19997787 2002 user
40 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -9258.39996338 1902 user
40 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -8235.1000309 3374 user
40 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 14 -9327.19993591 1356 user
40 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 4 -9252.79998779 2447 user
40 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 5 -10276.0999203 1398 user
40 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 10 -22.0999717712 11129 user
40 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -9252.79998779 985 user
40 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 19 -9249.8998642 1363 user
40 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 19 -10263.7000084 1140 user
40 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 19 -7221.40002251 3611 user
40 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 15 -8221.59981728 2160 user
40 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 5 -9278.30004692 1349 user
40 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -9260.29992104 1928 user
40 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 10 -10282.9999924 892 user
40 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 10 -7216.39990807 3332 user
40 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 19 -9243.00003052 2104 user
41 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 14 -10295.0000763 3919 user
41 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -12321.0999966 2645 user
41 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 15 -6183.09998512 8999 user
41 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 9 -13329.2999268 1706 user
41 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -3107.50007629 11125 user
41 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 14 -27.1999835968 15177 user
41 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 5 -14371.2999821 1201 user
41 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 9 -8217.70000458 6591 user
41 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 9 -13363.3999825 1207 user
41 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 9 -11378.7000179 3431 user
41 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 14 -13312.5998974 2092 user
41 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 4 -11328.6998272 3026 user
41 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -13371.999979 1634 user
41 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 15 -13326.9000053 1239 user
41 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 10 -13366.300106 2200 user
41 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 14 -13338.6998177 2085 user
42 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 14 -9242.69986153 1687 user
42 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 9 -8233.700037 2762 user
42 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 9 -7189.80002403 3915 user
42 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 5 -7197.60012627 2949 user
42 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -10253.7000179 1317 user
42 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 9 -22.2001075745 10697 user
42 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 9 -9245.69988251 1783 user
42 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 9 -7183.59994888 3383 user
42 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] D 14 -9232.30004311 1954 user
42 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -9236.00006104 1539 user
42 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 5 -4110.59999466 6839 user
42 usuario2 D ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 14 -7193.100214 3665 user
42 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 10 -10286.2999439 1097 user
42 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 10 -8204.69999313 1936 user
42 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 19 -8232.80000687 2160 user
42 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 10 -8212.90016174 2671 user
43 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 19 -7190.80018997 1929 user
43 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -7213.70005608 2029 user
43 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 10 -5161.79990768 3466 user
43 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 5 -5148.90003204 3269 user
43 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -7181.20002747 1603 user
43 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 9 -4117.10000038 4410 user
43 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 14 -7190.10019302 1198 user
43 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 14 -7207.00001717 2331 user
43 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 14 -7198.19998741 1689 user
43 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -7197.49999046 2238 user
43 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 5 -6163.50007057 2300 user
43 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 5 -19.9000835419 8488 user
43 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 5 -7219.70009804 1386 user
43 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 10 -2072.09992409 7614 user
43 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 19 -8232.90014267 1251 user
43 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 19 -7197.59988785 1970 user
44 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 19 -11305.0999641 2211 user
44 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 0 -7222.79977798 4901 user
44 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 19 -11298.7999916 2536 user
44 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 0 -8233.79993439 4348 user
44 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 4 -24.5001316071 12952 user
44 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 19 -8208.40001106 5410 user
44 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 5 -12314.499855 1356 user
44 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 19 -11288.1999016 1540 user
44 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 19 -11352.1997929 1638 user
44 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 5 -10278.8999081 2496 user
44 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 15 -7188.40003014 5898 user
44 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 5 -7199.10001755 5634 user
44 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -9279.19983864 3555 user
44 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -10253.3998489 2761 user
44 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 9 -11306.499958 1290 user
44 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 19 -6177.50000954 5981 user
45 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 14 -13361.4001274 1366 user
45 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 10 -11382.8001022 4404 user
45 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 14 -10274.200201 4727 user
45 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 0 -12373.3000755 3186 user
45 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -22.3999023438 14530 user
45 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -8250.20003319 6102 user
45 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 9 -13345.7000256 1537 user
45 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 14 -12321.6998577 2748 user
45 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 9 -13366.0998344 1349 user
45 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -8258.59999657 6608 user
45 usuario9 D ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 9 -12311.3000393 3024 user
45 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] D 0 -6185.60004234 9215 user
45 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 9 -13393.1000233 1688 user
45 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 5 -10372.2999096 4000 user
45 usuario4 D ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 9 -12334.5000744 2319 user
45 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] D 14 -12367.399931 2650 user
46 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 9 -6199.70011711 1851 user
46 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -5176.10001564 2129 user
46 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 10 -21.399974823 7963 user
46 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 15 -5157.00006485 2417 user
46 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] C 19 -2092.59986877 6186 user
46 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -3102.60009766 5177 user
46 usuario12 D ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 24 -6180.40013313 1522 user
46 usuario16 C ['usuario10', 'usuario14', 'usuario2', 'usuario12'] D 10 -5150.6998539 2913 user
46 usuario6 C ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 10 -1050.40001869 7251 user
46 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] C 15 -2076.49993896 5582 user
46 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 15 -6196.8998909 1269 user
46 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 20 -2082.39984512 5298 user
46 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 14 -6189.79978561 2273 user
46 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 14 -6222.49984741 2086 user
46 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 15 -5280.09986877 1731 user
46 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 15 -4131.29997253 3861 user
47 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 19 -11282.7000618 4901 user
47 usuario13 C ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 5 -13342.400074 3142 user
47 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] C 24 -19.9999809265 15020 user
47 usuario10 C ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 5 -13355.7999134 2712 user
47 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -14351.3998985 1761 user
47 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -7211.8999958 8248 user
47 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -14369.399786 1382 user
47 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 19 -12311.1999035 3033 user
47 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 14 -14337.5000954 1687 user
47 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 14 -14345.400095 1747 user
47 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 15 -13299.6001244 2893 user
47 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 10 -14353.6999226 1913 user
47 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 5 -13368.7000275 2014 user
47 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -13319.4000721 2246 user
47 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 10 -14413.3000374 2015 user
47 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 20 -7208.89997482 9437 user
48 usuario11 D ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 9 -8271.8000412 2065 user
48 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] D 14 -7204.60009575 3998 user
48 usuario5 C ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 10 -1055.70006371 10537 user
48 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] C 9 -7196.00009918 4231 user
48 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 9 -9226.99999809 1684 user
48 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 10 -27.4000167847 11258 user
48 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 15 -10269.9999809 1129 user
48 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -9258.30006599 1780 user
48 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 19 -9240.4999733 1721 user
48 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 10 -9262.59994507 2090 user
48 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 20 -10277.9998779 1375 user
48 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 5 -10262.5000477 1378 user
48 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 0 -8250.50020218 2786 user
48 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 -8204.39982414 3541 user
48 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 10 -9245.59998512 1558 user
48 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 19 -5161.20004654 5305 user
49 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 0 -8235.59999466 2146 user
49 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] C 19 -7205.69992065 2519 user
49 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 14 -8212.19992638 1784 user
49 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 14 -7251.69992447 2606 user
49 usuario14 D ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 14 -5151.29995346 5193 user
