,round,player,action_player,opponent,action_opponent,payoff,time_php,time_js,who_played,session,treatment,actions
7821,68,s7m22_usuario16,D,['s7m22_usuario11'],D,1,1397.79996872,1369,user,s7m22,changing,DDD
7822,68,s7m22_usuario17,D,['s7m22_usuario14'],D,1,2010.09988785,1983,user,s7m22,changing,DDD
7823,68,s7m22_usuario18,D,['s7m22_usuario4'],D,1,8559.20004845,8538,user,s7m22,changing,DDD
7824,69,s7m22_usuario1,C,['s7m22_usuario13'],D,0,1093.49989891,1066,user,s7m22,changing,CDC
7825,69,s7m22_usuario2,D,['s7m22_usuario14'],D,1,1084.00011063,1057,user,s7m22,changing,DDD
7826,69,s7m22_usuario3,D,['s7m22_usuario9'],D,1,706.2997817989999,687,user,s7m22,changing,DDD
7827,69,s7m22_usuario4,C,['s7m22_usuario12'],C,3,689.7997856139999,664,user,s7m22,changing,DDC
7828,69,s7m22_usuario5,D,['s7m22_usuario10'],D,1,1136.10005379,1107,user,s7m22,changing,DCD
7829,69,s7m22_usuario6,D,['s7m22_usuario11'],D,1,2453.70006561,2425,user,s7m22,changing,DDD
7830,69,s7m22_usuario7,D,['s7m22_usuario18'],D,1,6785.20011902,6757,user,s7m22,changing,DCD
7831,69,s7m22_usuario8,C,['s7m22_usuario16'],D,0,16422.6999283,16357,user,s7m22,changing,DDC
7832,69,s7m22_usuario9,D,['s7m22_usuario3'],D,1,1930.50003052,1907,user,s7m22,changing,DDD
7833,69,s7m22_usuario10,D,['s7m22_usuario5'],D,1,1596.69995308,1572,user,s7m22,changing,DDD
7834,69,s7m22_usuario11,D,['s7m22_usuario6'],D,1,809.099912643,779,user,s7m22,changing,DDD
7835,69,s7m22_usuario12,C,['s7m22_usuario4'],C,3,1819.09990311,1793,user,s7m22,changing,CDC
7836,69,s7m22_usuario13,D,['s7m22_usuario1'],C,4,1082.29994774,1055,user,s7m22,changing,DDD
7837,69,s7m22_usuario14,D,['s7m22_usuario2'],D,1,738.10005188,714,user,s7m22,changing,DDD
7838,69,s7m22_usuario15,D,['s7m22_usuario17'],D,1,1323.99988174,1298,user,s7m22,changing,DDD
7839,69,s7m22_usuario16,D,['s7m22_usuario8'],C,4,2542.99998283,2516,user,s7m22,changing,DDD
7840,69,s7m22_usuario17,D,['s7m22_usuario15'],D,1,2616.10007286,2591,user,s7m22,changing,DDD
7841,69,s7m22_usuario18,D,['s7m22_usuario7'],D,1,1441.69998169,1422,user,s7m22,changing,DDD
7842,70,s7m22_usuario1,C,['s7m22_usuario16'],D,0,966.80021286,941,user,s7m22,changing,CDC
7843,70,s7m22_usuario2,D,['s7m22_usuario4'],D,1,1125.50020218,1096,user,s7m22,changing,DDD
7844,70,s7m22_usuario3,D,['s7m22_usuario8'],C,4,808.799982071,784,user,s7m22,changing,DDD
7845,70,s7m22_usuario4,D,['s7m22_usuario2'],D,1,1725.70014,1699,user,s7m22,changing,CCD
7846,70,s7m22_usuario5,D,['s7m22_usuario6'],D,1,570.3001022340001,527,user,s7m22,changing,DDD
7847,70,s7m22_usuario6,D,['s7m22_usuario5'],D,1,1225.39997101,1196,user,s7m22,changing,DDD
7848,70,s7m22_usuario7,D,['s7m22_usuario17'],D,1,20360.8000278,20332,user,s7m22,changing,DDD
7849,70,s7m22_usuario8,C,['s7m22_usuario3'],D,0,1108.29997063,1082,user,s7m22,changing,CDC
7850,70,s7m22_usuario9,D,['s7m22_usuario10'],D,1,949.800014496,925,user,s7m22,changing,DDD
7851,70,s7m22_usuario10,D,['s7m22_usuario9'],D,1,3448.5001564000004,3402,user,s7m22,changing,DDD
7852,70,s7m22_usuario11,D,['s7m22_usuario12'],C,4,878.099918365,853,user,s7m22,changing,DDD
7853,70,s7m22_usuario12,C,['s7m22_usuario11'],D,0,1779.29997444,1751,user,s7m22,changing,CCC
7854,70,s7m22_usuario13,D,['s7m22_usuario18'],D,1,740.899801254,712,user,s7m22,changing,DCD
7855,70,s7m22_usuario14,D,['s7m22_usuario15'],D,1,879.200220108,850,user,s7m22,changing,DDD
7856,70,s7m22_usuario15,D,['s7m22_usuario14'],D,1,2559.80014801,2542,user,s7m22,changing,DDD
7857,70,s7m22_usuario16,D,['s7m22_usuario1'],C,4,3239.59994316,3208,user,s7m22,changing,DCD
7858,70,s7m22_usuario17,D,['s7m22_usuario7'],D,1,3444.29993629,3417,user,s7m22,changing,DDD
7859,70,s7m22_usuario18,D,['s7m22_usuario13'],D,1,779.900074005,756,user,s7m22,changing,DDD
7860,71,s7m22_usuario1,C,['s7m22_usuario17'],D,0,775.899887085,754,user,s7m22,changing,CDC
7861,71,s7m22_usuario2,D,['s7m22_usuario11'],D,1,1491.89996719,1466,user,s7m22,changing,DDD
7862,71,s7m22_usuario3,C,['s7m22_usuario10'],D,0,2184.99994278,2159,user,s7m22,changing,DCC
7863,71,s7m22_usuario4,C,['s7m22_usuario9'],D,0,1015.70010185,989,user,s7m22,changing,DDC
7864,71,s7m22_usuario5,D,['s7m22_usuario13'],D,1,394.29998397800006,367,user,s7m22,changing,DDD
7865,71,s7m22_usuario6,D,['s7m22_usuario12'],C,4,1361.40012741,1337,user,s7m22,changing,DDD
7866,71,s7m22_usuario7,C,['s7m22_usuario14'],D,0,9098.90007973,9067,user,s7m22,changing,DDC
7867,71,s7m22_usuario8,C,['s7m22_usuario15'],D,0,1379.49991226,1352,user,s7m22,changing,CDC
7868,71,s7m22_usuario9,D,['s7m22_usuario4'],C,4,3017.29989052,2993,user,s7m22,changing,DDD
7869,71,s7m22_usuario10,D,['s7m22_usuario3'],C,4,1898.19979668,1865,user,s7m22,changing,DDD
7870,71,s7m22_usuario11,D,['s7m22_usuario2'],D,1,1661.20004654,1631,user,s7m22,changing,DCD
7871,71,s7m22_usuario12,C,['s7m22_usuario6'],D,0,2856.99987411,2831,user,s7m22,changing,CDC
7872,71,s7m22_usuario13,D,['s7m22_usuario5'],D,1,953.200101852,923,user,s7m22,changing,DDD
7873,71,s7m22_usuario14,D,['s7m22_usuario7'],C,4,821.500062943,794,user,s7m22,changing,DDD
7874,71,s7m22_usuario15,D,['s7m22_usuario8'],C,4,2018.59998703,1988,user,s7m22,changing,DDD
7875,71,s7m22_usuario16,D,['s7m22_usuario18'],D,1,4571.899890899999,4545,user,s7m22,changing,DCD
7876,71,s7m22_usuario17,D,['s7m22_usuario1'],C,4,10304.6000004,10250,user,s7m22,changing,DDD
7877,71,s7m22_usuario18,D,['s7m22_usuario16'],D,1,1861.79995537,1835,user,s7m22,changing,DDD
7878,72,s7m22_usuario1,C,['s7m22_usuario9'],D,0,1364.30001259,1337,user,s7m22,changing,CDC
7879,72,s7m22_usuario2,D,['s7m22_usuario10'],D,1,1462.20016479,1443,user,s7m22,changing,DDD
7880,72,s7m22_usuario3,D,['s7m22_usuario8'],C,4,1771.6999054,1744,user,s7m22,changing,CDD
7881,72,s7m22_usuario4,D,['s7m22_usuario17'],D,1,1535.39991379,1515,user,s7m22,changing,CDD
7882,72,s7m22_usuario5,D,['s7m22_usuario18'],D,1,880.200147629,855,user,s7m22,changing,DDD
7883,72,s7m22_usuario6,D,['s7m22_usuario7'],D,1,1736.89985275,1718,user,s7m22,changing,DCD
7884,72,s7m22_usuario7,D,['s7m22_usuario6'],D,1,5975.6000042,5921,user,s7m22,changing,CDD
7885,72,s7m22_usuario8,C,['s7m22_usuario3'],D,0,2012.3000144999999,1984,user,s7m22,changing,CDC
7886,72,s7m22_usuario9,D,['s7m22_usuario1'],C,4,1390.0001049,1362,user,s7m22,changing,DCD
7887,72,s7m22_usuario10,D,['s7m22_usuario2'],D,1,2497.60007858,2444,user,s7m22,changing,DCD
7888,72,s7m22_usuario11,D,['s7m22_usuario14'],D,1,920.0000762939999,892,user,s7m22,changing,DDD
7889,72,s7m22_usuario12,C,['s7m22_usuario16'],D,0,1090.00015259,1065,user,s7m22,changing,CDC
7890,72,s7m22_usuario13,D,['s7m22_usuario15'],D,1,746.999979019,721,user,s7m22,changing,DDD
7891,72,s7m22_usuario14,D,['s7m22_usuario11'],D,1,1310.80007553,1288,user,s7m22,changing,DCD
7892,72,s7m22_usuario15,D,['s7m22_usuario13'],D,1,1342.39983559,1315,user,s7m22,changing,DCD
7893,72,s7m22_usuario16,D,['s7m22_usuario12'],C,4,1418.09988022,1393,user,s7m22,changing,DDD
7894,72,s7m22_usuario17,D,['s7m22_usuario4'],D,1,3255.40018082,3225,user,s7m22,changing,DCD
7895,72,s7m22_usuario18,D,['s7m22_usuario5'],D,1,666.699886322,640,user,s7m22,changing,DDD
7896,73,s7m22_usuario1,C,['s7m22_usuario7'],C,3,784.900188446,756,user,s7m22,changing,CDC
7897,73,s7m22_usuario2,D,['s7m22_usuario6'],D,1,765.399932861,738,user,s7m22,changing,DDD
7898,73,s7m22_usuario3,C,['s7m22_usuario14'],D,0,1926.30004883,1908,user,s7m22,changing,DCC
7899,73,s7m22_usuario4,C,['s7m22_usuario5'],D,0,683.300018311,660,user,s7m22,changing,DDC
7900,73,s7m22_usuario5,D,['s7m22_usuario4'],C,4,1931.9999217999998,1905,user,s7m22,changing,DDD
7901,73,s7m22_usuario6,D,['s7m22_usuario2'],D,1,2696.90012932,2672,user,s7m22,changing,DDD
7902,73,s7m22_usuario7,C,['s7m22_usuario1'],C,3,1786.49997711,1763,user,s7m22,changing,DDC
7903,73,s7m22_usuario8,D,['s7m22_usuario12'],C,4,4820.89996338,4796,user,s7m22,changing,CDD
7904,73,s7m22_usuario9,D,['s7m22_usuario13'],D,1,2142.29989052,2115,user,s7m22,changing,DCD
7905,73,s7m22_usuario10,D,['s7m22_usuario11'],D,1,1206.49981499,1167,user,s7m22,changing,DDD
7906,73,s7m22_usuario11,D,['s7m22_usuario10'],D,1,910.3000164030001,892,user,s7m22,changing,DDD
7907,73,s7m22_usuario12,C,['s7m22_usuario8'],D,0,827.300071716,801,user,s7m22,changing,CDC
7908,73,s7m22_usuario13,D,['s7m22_usuario9'],D,1,1233.7000369999998,1207,user,s7m22,changing,DDD
7909,73,s7m22_usuario14,D,['s7m22_usuario3'],C,4,1294.89994049,1266,user,s7m22,changing,DDD
7910,73,s7m22_usuario15,C,['s7m22_usuario18'],D,0,2813.80009651,2788,user,s7m22,changing,DDC
7911,73,s7m22_usuario16,D,['s7m22_usuario17'],D,1,2908.29992294,2891,user,s7m22,changing,DCD
7912,73,s7m22_usuario17,D,['s7m22_usuario16'],D,1,2125.0,2106,user,s7m22,changing,DDD
7913,73,s7m22_usuario18,D,['s7m22_usuario15'],C,4,663.699865341,636,user,s7m22,changing,DDD
7914,74,s7m22_usuario1,D,['s7m22_usuario2'],D,1,1703.70006561,1678,user,s7m22,changing,CCD
7915,74,s7m22_usuario2,D,['s7m22_usuario1'],D,1,1174.70002174,1149,user,s7m22,changing,DDD
7916,74,s7m22_usuario3,C,['s7m22_usuario6'],D,0,1611.09995842,1584,user,s7m22,changing,CDC
7917,74,s7m22_usuario4,D,['s7m22_usuario8'],D,1,565.400123596,542,user,s7m22,changing,CDD
7918,74,s7m22_usuario5,C,['s7m22_usuario16'],D,0,983.40010643,957,user,s7m22,changing,DCC
7919,74,s7m22_usuario6,D,['s7m22_usuario3'],C,4,1798.20013046,1770,user,s7m22,changing,DDD
7920,74,s7m22_usuario7,C,['s7m22_usuario11'],D,0,3295.19987106,3271,user,s7m22,changing,CCC
7921,74,s7m22_usuario8,D,['s7m22_usuario4'],D,1,5037.49990463,5002,user,s7m22,changing,DCD
7922,74,s7m22_usuario9,D,['s7m22_usuario13'],D,1,2086.69996262,2059,user,s7m22,changing,DDD
7923,74,s7m22_usuario10,D,['s7m22_usuario18'],D,1,865.299940109,824,user,s7m22,changing,DDD
7924,74,s7m22_usuario11,D,['s7m22_usuario7'],C,4,1007.40003586,979,user,s7m22,changing,DDD
7925,74,s7m22_usuario12,C,['s7m22_usuario15'],D,0,1232.00011253,1204,user,s7m22,changing,CDC
7926,74,s7m22_usuario13,D,['s7m22_usuario9'],D,1,890.500068665,859,user,s7m22,changing,DDD
7927,74,s7m22_usuario14,D,['s7m22_usuario17'],D,1,1259.5000267,1239,user,s7m22,changing,DCD
7928,74,s7m22_usuario15,D,['s7m22_usuario12'],C,4,10217.799901999999,10189,user,s7m22,changing,CDD
7929,74,s7m22_usuario16,D,['s7m22_usuario5'],C,4,1040.49992561,1013,user,s7m22,changing,DDD
7930,74,s7m22_usuario17,D,['s7m22_usuario14'],D,1,1643.99981499,1620,user,s7m22,changing,DDD
7931,74,s7m22_usuario18,D,['s7m22_usuario10'],D,1,1031.59999847,1002,user,s7m22,changing,DCD
7932,75,s7m22_usuario1,D,['s7m22_usuario8'],D,1,773.399829865,746,user,s7m22,changing,DDD
7933,75,s7m22_usuario2,D,['s7m22_usuario16'],D,1,2501.10006332,2473,user,s7m22,changing,DDD
7934,75,s7m22_usuario3,D,['s7m22_usuario15'],D,1,1691.30015373,1667,user,s7m22,changing,CDD
7935,75,s7m22_usuario4,C,['s7m22_usuario18'],D,0,640.3000354769999,616,user,s7m22,changing,DDC
7936,75,s7m22_usuario5,C,['s7m22_usuario9'],D,0,924.800157547,898,user,s7m22,changing,CDC
7937,75,s7m22_usuario6,D,['s7m22_usuario12'],C,4,2056.10013008,2031,user,s7m22,changing,DCD
7938,75,s7m22_usuario7,D,['s7m22_usuario13'],D,1,3441.40005112,3415,user,s7m22,changing,CDD
7939,75,s7m22_usuario8,D,['s7m22_usuario1'],D,1,1651.30019188,1626,user,s7m22,changing,DDD
7940,75,s7m22_usuario9,D,['s7m22_usuario5'],C,4,2751.60002708,2724,user,s7m22,changing,DDD
7941,75,s7m22_usuario10,D,['s7m22_usuario14'],D,1,3224.90000725,3181,user,s7m22,changing,DDD
7942,75,s7m22_usuario11,D,['s7m22_usuario17'],D,1,951.999902725,924,user,s7m22,changing,DCD
7943,75,s7m22_usuario12,C,['s7m22_usuario6'],D,0,928.499937057,913,user,s7m22,changing,CDC
7944,75,s7m22_usuario13,D,['s7m22_usuario7'],D,1,989.0000820160001,963,user,s7m22,changing,DDD
7945,75,s7m22_usuario14,D,['s7m22_usuario10'],D,1,957.0999145510001,930,user,s7m22,changing,DDD
7946,75,s7m22_usuario15,D,['s7m22_usuario3'],D,1,5712.30006218,5680,user,s7m22,changing,DCD
7947,75,s7m22_usuario16,D,['s7m22_usuario2'],D,1,2842.40007401,2813,user,s7m22,changing,DCD
7948,75,s7m22_usuario17,D,['s7m22_usuario11'],D,1,2271.30007744,2245,user,s7m22,changing,DDD
7949,75,s7m22_usuario18,D,['s7m22_usuario4'],C,4,1217.70000458,1190,user,s7m22,changing,DDD
7950,76,s7m22_usuario1,D,['s7m22_usuario8'],D,1,762.900114059,740,user,s7m22,changing,DDD
7951,76,s7m22_usuario2,D,['s7m22_usuario16'],D,1,897.3000049589999,871,user,s7m22,changing,DDD
7952,76,s7m22_usuario3,D,['s7m22_usuario7'],C,4,1236.30023003,1212,user,s7m22,changing,DDD
7953,76,s7m22_usuario4,D,['s7m22_usuario13'],D,1,536.499977112,509,user,s7m22,changing,CDD
7954,76,s7m22_usuario5,D,['s7m22_usuario12'],C,4,4073.2998848000007,4048,user,s7m22,changing,CDD
7955,76,s7m22_usuario6,D,['s7m22_usuario11'],D,1,1784.99984741,1765,user,s7m22,changing,DCD
7956,76,s7m22_usuario7,C,['s7m22_usuario3'],D,0,1641.20006561,1612,user,s7m22,changing,DDC
7957,76,s7m22_usuario8,D,['s7m22_usuario1'],D,1,1292.79994965,1265,user,s7m22,changing,DDD
7958,76,s7m22_usuario9,D,['s7m22_usuario10'],D,1,1524.30009842,1500,user,s7m22,changing,DCD
7959,76,s7m22_usuario10,D,['s7m22_usuario9'],D,1,1012.19987869,971,user,s7m22,changing,DDD
7960,76,s7m22_usuario11,D,['s7m22_usuario6'],D,1,838.2999897000001,812,user,s7m22,changing,DDD
7961,76,s7m22_usuario12,C,['s7m22_usuario5'],D,0,505.000114441,480,user,s7m22,changing,CDC
7962,76,s7m22_usuario13,D,['s7m22_usuario4'],D,1,1049.79991913,1024,user,s7m22,changing,DDD
7963,76,s7m22_usuario14,D,['s7m22_usuario18'],C,4,844.7999954219999,818,user,s7m22,changing,DDD
7964,76,s7m22_usuario15,C,['s7m22_usuario17'],D,0,1341.30001068,1315,user,s7m22,changing,DDC
7965,76,s7m22_usuario16,D,['s7m22_usuario2'],D,1,1129.40001488,1104,user,s7m22,changing,DDD
7966,76,s7m22_usuario17,D,['s7m22_usuario15'],C,4,1426.19991302,1399,user,s7m22,changing,DDD
7967,76,s7m22_usuario18,C,['s7m22_usuario14'],D,0,1544.29984093,1518,user,s7m22,changing,DCC
7968,77,s7m22_usuario1,D,['s7m22_usuario16'],D,1,822.000026703,795,user,s7m22,changing,DDD
7969,77,s7m22_usuario2,D,['s7m22_usuario18'],D,1,1866.09983444,1832,user,s7m22,changing,DDD
7970,77,s7m22_usuario3,D,['s7m22_usuario11'],D,1,1667.00005531,1643,user,s7m22,changing,DCD
7971,77,s7m22_usuario4,C,['s7m22_usuario5'],D,0,2696.39992714,2672,user,s7m22,changing,DDC
7972,77,s7m22_usuario5,D,['s7m22_usuario4'],C,4,1961.39979362,1937,user,s7m22,changing,DCD
7973,77,s7m22_usuario6,D,['s7m22_usuario7'],D,1,1453.00006866,1426,user,s7m22,changing,DDD
7974,77,s7m22_usuario7,D,['s7m22_usuario6'],D,1,16163.1999016,16134,user,s7m22,changing,CDD
7975,77,s7m22_usuario8,D,['s7m22_usuario13'],D,1,4670.59993744,4643,user,s7m22,changing,DDD
7976,77,s7m22_usuario9,D,['s7m22_usuario15'],C,4,6589.99991417,6563,user,s7m22,changing,DDD
7977,77,s7m22_usuario10,D,['s7m22_usuario12'],C,4,1017.19999313,994,user,s7m22,changing,DDD
7978,77,s7m22_usuario11,D,['s7m22_usuario3'],D,1,765.799999237,736,user,s7m22,changing,DDD
7979,77,s7m22_usuario12,C,['s7m22_usuario10'],D,0,844.600200653,817,user,s7m22,changing,CDC
7980,77,s7m22_usuario13,D,['s7m22_usuario8'],D,1,901.9999504089999,876,user,s7m22,changing,DDD
7981,77,s7m22_usuario14,D,['s7m22_usuario17'],D,1,850.300073624,824,user,s7m22,changing,DCD
7982,77,s7m22_usuario15,C,['s7m22_usuario9'],D,0,2268.49985123,2239,user,s7m22,changing,CDC
7983,77,s7m22_usuario16,D,['s7m22_usuario1'],D,1,1325.70004463,1302,user,s7m22,changing,DDD
7984,77,s7m22_usuario17,D,['s7m22_usuario14'],D,1,4216.70007706,4187,user,s7m22,changing,DCD
7985,77,s7m22_usuario18,D,['s7m22_usuario2'],D,1,1267.69995689,1240,user,s7m22,changing,CDD
7986,78,s7m22_usuario1,D,['s7m22_usuario4'],D,1,884.6001625060001,860,user,s7m22,changing,DDD
7987,78,s7m22_usuario2,D,['s7m22_usuario14'],D,1,2759.59992409,2735,user,s7m22,changing,DDD
7988,78,s7m22_usuario3,D,['s7m22_usuario6'],D,1,1448.49991798,1422,user,s7m22,changing,DDD
7989,78,s7m22_usuario4,D,['s7m22_usuario1'],D,1,947.0999240880001,920,user,s7m22,changing,CDD
7990,78,s7m22_usuario5,D,['s7m22_usuario16'],D,1,2161.20004654,2135,user,s7m22,changing,DCD
7991,78,s7m22_usuario6,D,['s7m22_usuario3'],D,1,1273.39982986,1248,user,s7m22,changing,DDD
7992,78,s7m22_usuario7,C,['s7m22_usuario15'],D,0,16489.3000126,16462,user,s7m22,changing,DDC
7993,78,s7m22_usuario8,D,['s7m22_usuario10'],D,1,1667.70005226,1641,user,s7m22,changing,DDD
7994,78,s7m22_usuario9,D,['s7m22_usuario11'],D,1,1203.09996605,1179,user,s7m22,changing,DCD
7995,78,s7m22_usuario10,D,['s7m22_usuario8'],D,1,1816.09988213,1782,user,s7m22,changing,DCD
7996,78,s7m22_usuario11,D,['s7m22_usuario9'],D,1,838.2999897000001,810,user,s7m22,changing,DDD
7997,78,s7m22_usuario12,C,['s7m22_usuario13'],D,0,789.4001007080001,761,user,s7m22,changing,CDC
7998,78,s7m22_usuario13,D,['s7m22_usuario12'],C,4,975.3999710080001,957,user,s7m22,changing,DDD
7999,78,s7m22_usuario14,D,['s7m22_usuario2'],D,1,921.200037003,895,user,s7m22,changing,DDD
8000,78,s7m22_usuario15,D,['s7m22_usuario7'],C,4,1358.90007019,1325,user,s7m22,changing,CDD
8001,78,s7m22_usuario16,D,['s7m22_usuario5'],D,1,928.29990387,901,user,s7m22,changing,DDD
8002,78,s7m22_usuario17,D,['s7m22_usuario18'],D,1,9342.90003777,9312,user,s7m22,changing,DDD
8003,78,s7m22_usuario18,D,['s7m22_usuario17'],D,1,1885.40005684,1860,user,s7m22,changing,DDD
8004,79,s7m22_usuario1,D,['s7m22_usuario9'],D,1,1294.89994049,1272,user,s7m22,changing,DDD
8005,79,s7m22_usuario2,D,['s7m22_usuario13'],D,1,6298.29978943,6244,user,s7m22,changing,DDD
8006,79,s7m22_usuario3,D,['s7m22_usuario15'],D,1,882.600069046,855,user,s7m22,changing,DDD
8007,79,s7m22_usuario4,C,['s7m22_usuario18'],D,0,907.799959183,879,user,s7m22,changing,DDC
8008,79,s7m22_usuario5,C,['s7m22_usuario6'],D,0,1967.59986877,1940,user,s7m22,changing,DDC
8009,79,s7m22_usuario6,D,['s7m22_usuario5'],C,4,1432.49988556,1406,user,s7m22,changing,DDD
8010,79,s7m22_usuario7,D,['s7m22_usuario14'],D,1,5794.49987411,5768,user,s7m22,changing,CDD
8011,79,s7m22_usuario8,C,['s7m22_usuario11'],D,0,7448.4000206,7421,user,s7m22,changing,DDC
8012,79,s7m22_usuario9,D,['s7m22_usuario1'],D,1,6486.29999161,6437,user,s7m22,changing,DDD
8013,79,s7m22_usuario10,D,['s7m22_usuario16'],D,1,1778.59997749,1753,user,s7m22,changing,DDD
8014,79,s7m22_usuario11,D,['s7m22_usuario8'],C,4,542.999982834,517,user,s7m22,changing,DDD
8015,79,s7m22_usuario12,C,['s7m22_usuario17'],D,0,1248.4998702999999,1221,user,s7m22,changing,CDC
8016,79,s7m22_usuario13,D,['s7m22_usuario2'],D,1,797.9998588560001,771,user,s7m22,changing,DCD
8017,79,s7m22_usuario14,D,['s7m22_usuario7'],D,1,723.1001853939999,696,user,s7m22,changing,DDD
8018,79,s7m22_usuario15,D,['s7m22_usuario3'],D,1,2727.69999504,2699,user,s7m22,changing,DCD
8019,79,s7m22_usuario16,D,['s7m22_usuario10'],D,1,1398.60010147,1372,user,s7m22,changing,DDD
8020,79,s7m22_usuario17,D,['s7m22_usuario12'],C,4,3515.0001049,3487,user,s7m22,changing,DDD
8021,79,s7m22_usuario18,D,['s7m22_usuario4'],C,4,1895.20001411,1876,user,s7m22,changing,DDD
8022,80,s7m22_usuario1,D,['s7m22_usuario11'],D,1,830.6999206539999,803,user,s7m22,changing,DDD
8023,80,s7m22_usuario2,D,['s7m22_usuario15'],D,1,1790.6999587999999,1773,user,s7m22,changing,DDD
8024,80,s7m22_usuario3,D,['s7m22_usuario14'],D,1,1348.19984436,1321,user,s7m22,changing,DDD
8025,80,s7m22_usuario4,D,['s7m22_usuario17'],D,1,4045.90010643,4021,user,s7m22,changing,CDD
8026,80,s7m22_usuario5,D,['s7m22_usuario18'],D,1,720.00002861,695,user,s7m22,changing,CDD
8027,80,s7m22_usuario6,D,['s7m22_usuario12'],C,4,1488.10005188,1462,user,s7m22,changing,DCD
8028,80,s7m22_usuario7,D,['s7m22_usuario16'],D,1,7925.69994926,7885,user,s7m22,changing,DDD
8029,80,s7m22_usuario8,C,['s7m22_usuario10'],D,0,6350.89993477,6322,user,s7m22,changing,CDC
8030,80,s7m22_usuario9,D,['s7m22_usuario13'],D,1,7769.50001717,7750,user,s7m22,changing,DDD
8031,80,s7m22_usuario10,D,['s7m22_usuario8'],C,4,2506.00004196,2455,user,s7m22,changing,DDD
8032,80,s7m22_usuario11,D,['s7m22_usuario1'],D,1,688.299894333,656,user,s7m22,changing,DCD
8033,80,s7m22_usuario12,C,['s7m22_usuario6'],D,0,3174.0000248,3151,user,s7m22,changing,CDC
8034,80,s7m22_usuario13,D,['s7m22_usuario9'],D,1,936.099767685,918,user,s7m22,changing,DDD
8035,80,s7m22_usuario14,D,['s7m22_usuario3'],D,1,635.200023651,609,user,s7m22,changing,DDD
8036,80,s7m22_usuario15,D,['s7m22_usuario2'],D,1,1351.99999809,1335,user,s7m22,changing,DDD
8037,80,s7m22_usuario16,D,['s7m22_usuario7'],D,1,1156.20017052,1127,user,s7m22,changing,DDD
8038,80,s7m22_usuario17,D,['s7m22_usuario4'],D,1,1815.79995155,1792,user,s7m22,changing,DCD
8039,80,s7m22_usuario18,D,['s7m22_usuario5'],D,1,1967.70000458,1937,user,s7m22,changing,DCD
8040,81,s7m22_usuario1,D,['s7m22_usuario5'],D,1,858.6001396180001,835,user,s7m22,changing,DDD
8041,81,s7m22_usuario2,D,['s7m22_usuario18'],D,1,905.2000045780001,878,user,s7m22,changing,DDD
8042,81,s7m22_usuario3,D,['s7m22_usuario17'],D,1,1145.2999115,1121,user,s7m22,changing,DDD
8043,81,s7m22_usuario4,D,['s7m22_usuario8'],C,4,1018.80002022,996,user,s7m22,changing,DDD
8044,81,s7m22_usuario5,D,['s7m22_usuario1'],D,1,467.400074005,433,user,s7m22,changing,DDD
8045,81,s7m22_usuario6,D,['s7m22_usuario15'],D,1,1483.60013962,1454,user,s7m22,changing,DCD
8046,81,s7m22_usuario7,D,['s7m22_usuario11'],D,1,7046.49996758,7018,user,s7m22,changing,DDD
8047,81,s7m22_usuario8,C,['s7m22_usuario4'],D,0,1106.50014877,1080,user,s7m22,changing,CDC
8048,81,s7m22_usuario9,D,['s7m22_usuario13'],D,1,1750.20003319,1725,user,s7m22,changing,DDD
8049,81,s7m22_usuario10,D,['s7m22_usuario14'],D,1,6612.6999854999995,6549,user,s7m22,changing,DCD
8050,81,s7m22_usuario11,D,['s7m22_usuario7'],D,1,1546.0999012,1526,user,s7m22,changing,DDD
8051,81,s7m22_usuario12,C,['s7m22_usuario16'],D,0,1320.10006905,1294,user,s7m22,changing,CDC
8052,81,s7m22_usuario13,D,['s7m22_usuario9'],D,1,816.900014877,791,user,s7m22,changing,DDD
8053,81,s7m22_usuario14,D,['s7m22_usuario10'],D,1,466.900110245,438,user,s7m22,changing,DDD
8054,81,s7m22_usuario15,D,['s7m22_usuario6'],D,1,1635.49995422,1609,user,s7m22,changing,DDD
8055,81,s7m22_usuario16,D,['s7m22_usuario12'],C,4,1087.89992332,1060,user,s7m22,changing,DDD
8056,81,s7m22_usuario17,D,['s7m22_usuario3'],D,1,2003.9999484999998,1982,user,s7m22,changing,DDD
8057,81,s7m22_usuario18,D,['s7m22_usuario2'],D,1,1356.40001297,1327,user,s7m22,changing,DDD
8058,82,s7m22_usuario1,D,['s7m22_usuario12'],C,4,1498.10004234,1471,user,s7m22,changing,DDD
8059,82,s7m22_usuario2,D,['s7m22_usuario11'],D,1,700.999975204,677,user,s7m22,changing,DDD
8060,82,s7m22_usuario3,D,['s7m22_usuario5'],D,1,1116.50013924,1091,user,s7m22,changing,DDD
8061,82,s7m22_usuario4,C,['s7m22_usuario9'],D,0,1078.59992981,1052,user,s7m22,changing,DCC
8062,82,s7m22_usuario5,D,['s7m22_usuario3'],D,1,837.5999927519999,808,user,s7m22,changing,DDD
8063,82,s7m22_usuario6,D,['s7m22_usuario10'],D,1,1799.60012436,1770,user,s7m22,changing,DDD
8064,82,s7m22_usuario7,D,['s7m22_usuario8'],C,4,13433.2001209,13401,user,s7m22,changing,DDD
8065,82,s7m22_usuario8,C,['s7m22_usuario7'],D,0,1415.49992561,1387,user,s7m22,changing,CDC
8066,82,s7m22_usuario9,D,['s7m22_usuario4'],C,4,1363.20018768,1332,user,s7m22,changing,DDD
