,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,response,abs_time,prev
9433,58,s8n3_usuario8,D,['s8n3_usuario5'],D,1,666.199922562,-0.638,user,s8n3,fix,DDD,0,0.638,DD
9434,58,s8n3_usuario10,C,['s8n3_usuario17'],C,3,521.199941635,0.498,user,s8n3,fix,CCC,1,0.498,CC
9435,58,s8n3_usuario17,C,['s8n3_usuario10'],C,3,469.39992904699994,0.447,user,s8n3,fix,CCC,1,0.447,CC
9436,58,s8n3_usuario18,C,['s8n3_usuario12'],C,3,1972.00012207,1.947,user,s8n3,fix,CCC,1,1.947,CC
9437,58,s8n3_usuario12,C,['s8n3_usuario18'],C,3,574.89991188,0.552,user,s8n3,fix,CCC,1,0.552,CC
9438,58,s8n3_usuario11,D,['s8n3_usuario3'],C,4,976.0000705719999,-0.958,user,s8n3,fix,DCD,0,0.958,DC
9439,58,s8n3_usuario3,C,['s8n3_usuario11'],D,0,400.79998969999997,0.379,user,s8n3,fix,CDC,1,0.379,CD
9440,58,s8n3_usuario16,C,['s8n3_usuario6'],C,3,653.1000137330001,0.627,user,s8n3,fix,CCC,1,0.627,CC
9441,58,s8n3_usuario6,C,['s8n3_usuario16'],C,3,820.199966431,0.798,user,s8n3,fix,CCC,1,0.798,CC
9442,58,s8n3_usuario1,D,['s8n3_usuario15'],D,1,2321.50006294,-2.3,user,s8n3,fix,DDD,0,2.3,DD
9443,58,s8n3_usuario15,D,['s8n3_usuario1'],D,1,753.9999485019999,-0.724,user,s8n3,fix,DDD,0,0.724,DD
9444,59,s8n3_usuario4,D,['s8n3_usuario9'],D,1,1008.69989395,-0.986,user,s8n3,fix,DDD,0,0.986,DD
9445,59,s8n3_usuario9,D,['s8n3_usuario4'],D,1,1392.70019531,-1.372,user,s8n3,fix,DDD,0,1.372,DD
9446,59,s8n3_usuario2,C,['s8n3_usuario14'],C,3,5638.29994202,5.614,user,s8n3,fix,CCC,1,5.614,CC
9447,59,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1041.90015793,1.025,user,s8n3,fix,CCC,1,1.025,CC
9448,59,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1218.40000153,1.196,user,s8n3,fix,CCC,1,1.196,CC
9449,59,s8n3_usuario13,C,['s8n3_usuario7'],C,3,747.699975967,0.719,user,s8n3,fix,CCC,1,0.719,CC
9450,59,s8n3_usuario5,D,['s8n3_usuario8'],D,1,5909.50012207,-5.887,user,s8n3,fix,DDD,0,5.887,DD
9451,59,s8n3_usuario8,D,['s8n3_usuario5'],D,1,501.700162888,-0.476,user,s8n3,fix,DDD,0,0.476,DD
9452,59,s8n3_usuario10,C,['s8n3_usuario17'],C,3,559.299945831,0.534,user,s8n3,fix,CCC,1,0.534,CC
9453,59,s8n3_usuario17,C,['s8n3_usuario10'],C,3,931.8001270289999,0.908,user,s8n3,fix,CCC,1,0.908,CC
9454,59,s8n3_usuario18,C,['s8n3_usuario12'],C,3,702.899932861,0.686,user,s8n3,fix,CCC,1,0.686,CC
9455,59,s8n3_usuario12,C,['s8n3_usuario18'],C,3,472.399950027,0.442,user,s8n3,fix,CCC,1,0.442,CC
9456,59,s8n3_usuario11,D,['s8n3_usuario3'],C,4,442.19994545,-0.422,user,s8n3,fix,DCD,0,0.422,DC
9457,59,s8n3_usuario3,C,['s8n3_usuario11'],D,0,759.700059891,0.732,user,s8n3,fix,CDC,1,0.732,CD
9458,59,s8n3_usuario16,C,['s8n3_usuario6'],C,3,942.600011826,0.911,user,s8n3,fix,CCC,1,0.911,CC
9459,59,s8n3_usuario6,C,['s8n3_usuario16'],C,3,850.300073624,0.829,user,s8n3,fix,CCC,1,0.829,CC
9460,59,s8n3_usuario1,D,['s8n3_usuario15'],D,1,455.60002327,-0.423,user,s8n3,fix,DDD,0,0.423,DD
9461,59,s8n3_usuario15,D,['s8n3_usuario1'],D,1,863.5001182560001,-0.842,user,s8n3,fix,DDD,0,0.842,DD
9462,60,s8n3_usuario4,C,['s8n3_usuario9'],D,0,1184.20004845,1.161,user,s8n3,fix,DDC,1,1.161,DD
9463,60,s8n3_usuario9,D,['s8n3_usuario4'],C,4,2594.70009804,-2.572,user,s8n3,fix,DDD,0,2.572,DD
9464,60,s8n3_usuario2,C,['s8n3_usuario14'],C,3,2718.19996834,2.691,user,s8n3,fix,CCC,1,2.691,CC
9465,60,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1059.89980698,1.035,user,s8n3,fix,CCC,1,1.035,CC
9466,60,s8n3_usuario7,C,['s8n3_usuario13'],C,3,960.700035095,0.939,user,s8n3,fix,CCC,1,0.939,CC
9467,60,s8n3_usuario13,C,['s8n3_usuario7'],C,3,2218.5997963000004,2.198,user,s8n3,fix,CCC,1,2.198,CC
9468,60,s8n3_usuario5,D,['s8n3_usuario8'],D,1,967.99993515,-0.936,user,s8n3,fix,DDD,0,0.936,DD
9469,60,s8n3_usuario8,D,['s8n3_usuario5'],D,1,606.600046158,-0.579,user,s8n3,fix,DDD,0,0.579,DD
9470,60,s8n3_usuario10,C,['s8n3_usuario17'],C,3,659.8000526430001,0.632,user,s8n3,fix,CCC,1,0.632,CC
9471,60,s8n3_usuario17,C,['s8n3_usuario10'],C,3,879.100084305,0.854,user,s8n3,fix,CCC,1,0.854,CC
9472,60,s8n3_usuario18,C,['s8n3_usuario12'],C,3,487.49995231599996,0.467,user,s8n3,fix,CCC,1,0.467,CC
9473,60,s8n3_usuario12,C,['s8n3_usuario18'],C,3,529.500007629,0.504,user,s8n3,fix,CCC,1,0.504,CC
9474,60,s8n3_usuario11,D,['s8n3_usuario3'],C,4,612.60008812,-0.587,user,s8n3,fix,DCD,0,0.587,DC
9475,60,s8n3_usuario3,C,['s8n3_usuario11'],D,0,413.599967957,0.389,user,s8n3,fix,CDC,1,0.389,CD
9476,60,s8n3_usuario16,C,['s8n3_usuario6'],C,3,628.4999847409999,0.607,user,s8n3,fix,CCC,1,0.607,CC
9477,60,s8n3_usuario6,C,['s8n3_usuario16'],C,3,4040.29989243,4.01,user,s8n3,fix,CCC,1,4.01,CC
9478,60,s8n3_usuario1,D,['s8n3_usuario15'],D,1,560.100078583,-0.533,user,s8n3,fix,DDD,0,0.533,DD
9479,60,s8n3_usuario15,D,['s8n3_usuario1'],D,1,995.7001209260001,-0.976,user,s8n3,fix,DDD,0,0.976,DD
9480,61,s8n3_usuario4,C,['s8n3_usuario9'],D,0,1558.49981308,1.538,user,s8n3,fix,CDC,1,1.538,CD
9481,61,s8n3_usuario9,D,['s8n3_usuario4'],C,4,2672.99985886,-2.647,user,s8n3,fix,DCD,0,2.647,DC
9482,61,s8n3_usuario2,D,['s8n3_usuario14'],C,4,1408.90002251,-1.386,user,s8n3,fix,CCD,0,1.386,CC
9483,61,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1021.20018005,0.998,user,s8n3,fix,CCC,1,0.998,CC
9484,61,s8n3_usuario7,C,['s8n3_usuario13'],C,3,926.899909973,0.901,user,s8n3,fix,CCC,1,0.901,CC
9485,61,s8n3_usuario13,C,['s8n3_usuario7'],C,3,2293.00022125,2.272,user,s8n3,fix,CCC,1,2.272,CC
9486,61,s8n3_usuario5,D,['s8n3_usuario8'],D,1,842.199802399,-0.828,user,s8n3,fix,DDD,0,0.828,DD
9487,61,s8n3_usuario8,D,['s8n3_usuario5'],D,1,1083.69994164,-1.059,user,s8n3,fix,DDD,0,1.059,DD
9488,61,s8n3_usuario10,C,['s8n3_usuario17'],C,3,582.900047302,0.561,user,s8n3,fix,CCC,1,0.561,CC
9489,61,s8n3_usuario17,C,['s8n3_usuario10'],C,3,2324.40018654,2.294,user,s8n3,fix,CCC,1,2.294,CC
9490,61,s8n3_usuario18,C,['s8n3_usuario12'],C,3,543.699979782,0.53,user,s8n3,fix,CCC,1,0.53,CC
9491,61,s8n3_usuario12,C,['s8n3_usuario18'],C,3,599.800109863,0.572,user,s8n3,fix,CCC,1,0.572,CC
9492,61,s8n3_usuario11,C,['s8n3_usuario3'],C,3,888.2999420169999,0.857,user,s8n3,fix,DCC,1,0.857,DC
9493,61,s8n3_usuario3,C,['s8n3_usuario11'],C,3,745.200157166,0.723,user,s8n3,fix,CDC,1,0.723,CD
9494,61,s8n3_usuario16,C,['s8n3_usuario6'],C,3,773.399829865,0.746,user,s8n3,fix,CCC,1,0.746,CC
9495,61,s8n3_usuario6,C,['s8n3_usuario16'],C,3,6046.29993439,5.995,user,s8n3,fix,CCC,1,5.995,CC
9496,61,s8n3_usuario1,D,['s8n3_usuario15'],D,1,656.100034714,-0.615,user,s8n3,fix,DDD,0,0.615,DD
9497,61,s8n3_usuario15,D,['s8n3_usuario1'],D,1,715.799808502,-0.687,user,s8n3,fix,DDD,0,0.687,DD
9498,62,s8n3_usuario4,D,['s8n3_usuario9'],C,4,720.8001613619999,-0.702,user,s8n3,fix,CDD,0,0.702,CD
9499,62,s8n3_usuario9,C,['s8n3_usuario4'],D,0,6217.00000763,6.161,user,s8n3,fix,DCC,1,6.161,DC
9500,62,s8n3_usuario2,D,['s8n3_usuario14'],C,4,1710.19983292,-1.69,user,s8n3,fix,DCD,0,1.69,DC
9501,62,s8n3_usuario14,C,['s8n3_usuario2'],D,0,911.100149155,0.889,user,s8n3,fix,CDC,1,0.889,CD
9502,62,s8n3_usuario7,C,['s8n3_usuario13'],C,3,684.099912643,0.666,user,s8n3,fix,CCC,1,0.666,CC
9503,62,s8n3_usuario13,C,['s8n3_usuario7'],C,3,1505.80000877,1.488,user,s8n3,fix,CCC,1,1.488,CC
9504,62,s8n3_usuario5,D,['s8n3_usuario8'],D,1,1937.29996681,-1.91,user,s8n3,fix,DDD,0,1.91,DD
9505,62,s8n3_usuario8,D,['s8n3_usuario5'],D,1,661.000013351,-0.637,user,s8n3,fix,DDD,0,0.637,DD
9506,62,s8n3_usuario10,C,['s8n3_usuario17'],C,3,695.300102234,0.677,user,s8n3,fix,CCC,1,0.677,CC
9507,62,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1237.10012436,1.209,user,s8n3,fix,CCC,1,1.209,CC
9508,62,s8n3_usuario18,C,['s8n3_usuario12'],C,3,597.3999500269999,0.582,user,s8n3,fix,CCC,1,0.582,CC
9509,62,s8n3_usuario12,C,['s8n3_usuario18'],C,3,702.8000354769999,0.683,user,s8n3,fix,CCC,1,0.683,CC
9510,62,s8n3_usuario11,D,['s8n3_usuario3'],C,4,558.099985123,-0.536,user,s8n3,fix,CCD,0,0.536,CC
9511,62,s8n3_usuario3,C,['s8n3_usuario11'],D,0,492.300033569,0.477,user,s8n3,fix,CCC,1,0.477,CC
9512,62,s8n3_usuario16,C,['s8n3_usuario6'],C,3,693.1998729710001,0.665,user,s8n3,fix,CCC,1,0.665,CC
9513,62,s8n3_usuario6,C,['s8n3_usuario16'],C,3,2144.60015297,2.123,user,s8n3,fix,CCC,1,2.123,CC
9514,62,s8n3_usuario1,D,['s8n3_usuario15'],D,1,916.499853134,-0.893,user,s8n3,fix,DDD,0,0.893,DD
9515,62,s8n3_usuario15,D,['s8n3_usuario1'],D,1,815.900087357,-0.791,user,s8n3,fix,DDD,0,0.791,DD
9516,63,s8n3_usuario4,D,['s8n3_usuario9'],D,1,1046.49996758,-0.983,user,s8n3,fix,DCD,0,0.983,DC
9517,63,s8n3_usuario9,D,['s8n3_usuario4'],D,1,1259.70005989,-1.241,user,s8n3,fix,CDD,0,1.241,CD
9518,63,s8n3_usuario2,C,['s8n3_usuario14'],D,0,1528.19991112,1.512,user,s8n3,fix,DCC,1,1.512,DC
9519,63,s8n3_usuario14,D,['s8n3_usuario2'],C,4,1729.50005531,-1.709,user,s8n3,fix,CDD,0,1.709,CD
9520,63,s8n3_usuario7,C,['s8n3_usuario13'],C,3,761.800050735,0.737,user,s8n3,fix,CCC,1,0.737,CC
9521,63,s8n3_usuario13,C,['s8n3_usuario7'],C,3,1146.00014687,1.12,user,s8n3,fix,CCC,1,1.12,CC
9522,63,s8n3_usuario5,D,['s8n3_usuario8'],D,1,1255.10001183,-1.235,user,s8n3,fix,DDD,0,1.235,DD
9523,63,s8n3_usuario8,D,['s8n3_usuario5'],D,1,553.500175476,-0.534,user,s8n3,fix,DDD,0,0.534,DD
9524,63,s8n3_usuario10,C,['s8n3_usuario17'],C,3,581.4001560209999,0.553,user,s8n3,fix,CCC,1,0.553,CC
9525,63,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1667.00005531,1.64,user,s8n3,fix,CCC,1,1.64,CC
9526,63,s8n3_usuario18,C,['s8n3_usuario12'],C,3,694.400072098,0.668,user,s8n3,fix,CCC,1,0.668,CC
9527,63,s8n3_usuario12,C,['s8n3_usuario18'],C,3,653.7001132969999,0.624,user,s8n3,fix,CCC,1,0.624,CC
9528,63,s8n3_usuario11,D,['s8n3_usuario3'],C,4,668.6000823969999,-0.652,user,s8n3,fix,DCD,0,0.652,DC
9529,63,s8n3_usuario3,C,['s8n3_usuario11'],D,0,420.300006866,0.397,user,s8n3,fix,CDC,1,0.397,CD
9530,63,s8n3_usuario16,C,['s8n3_usuario6'],C,3,675.499916077,0.653,user,s8n3,fix,CCC,1,0.653,CC
9531,63,s8n3_usuario6,C,['s8n3_usuario16'],C,3,745.7001209260001,0.718,user,s8n3,fix,CCC,1,0.718,CC
9532,63,s8n3_usuario1,D,['s8n3_usuario15'],D,1,708.79983902,-0.688,user,s8n3,fix,DDD,0,0.688,DD
9533,63,s8n3_usuario15,D,['s8n3_usuario1'],D,1,679.199934006,-0.659,user,s8n3,fix,DDD,0,0.659,DD
9534,64,s8n3_usuario4,D,['s8n3_usuario9'],D,1,1282.89985657,-1.26,user,s8n3,fix,DDD,0,1.26,DD
9535,64,s8n3_usuario9,D,['s8n3_usuario4'],D,1,1179.30006981,-1.158,user,s8n3,fix,DDD,0,1.158,DD
9536,64,s8n3_usuario2,D,['s8n3_usuario14'],C,4,2605.70001602,-2.579,user,s8n3,fix,CDD,0,2.579,CD
9537,64,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1337.00013161,1.316,user,s8n3,fix,DCC,1,1.316,DC
9538,64,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1064.39995766,1.038,user,s8n3,fix,CCC,1,1.038,CC
9539,64,s8n3_usuario13,C,['s8n3_usuario7'],C,3,1810.89997292,1.786,user,s8n3,fix,CCC,1,1.786,CC
9540,64,s8n3_usuario5,D,['s8n3_usuario8'],D,1,800.7001876830001,-0.778,user,s8n3,fix,DDD,0,0.778,DD
9541,64,s8n3_usuario8,D,['s8n3_usuario5'],D,1,496.500015259,-0.467,user,s8n3,fix,DDD,0,0.467,DD
9542,64,s8n3_usuario10,C,['s8n3_usuario17'],C,3,557.399988174,0.531,user,s8n3,fix,CCC,1,0.531,CC
9543,64,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1112.99991608,1.097,user,s8n3,fix,CCC,1,1.097,CC
9544,64,s8n3_usuario18,C,['s8n3_usuario12'],C,3,638.000011444,0.612,user,s8n3,fix,CCC,1,0.612,CC
9545,64,s8n3_usuario12,C,['s8n3_usuario18'],C,3,586.699962616,0.567,user,s8n3,fix,CCC,1,0.567,CC
9546,64,s8n3_usuario11,D,['s8n3_usuario3'],C,4,626.800060272,-0.601,user,s8n3,fix,DCD,0,0.601,DC
9547,64,s8n3_usuario3,C,['s8n3_usuario11'],D,0,456.09998703,0.428,user,s8n3,fix,CDC,1,0.428,CD
9548,64,s8n3_usuario16,C,['s8n3_usuario6'],C,3,686.5999698640001,0.657,user,s8n3,fix,CCC,1,0.657,CC
9549,64,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1263.29994202,1.24,user,s8n3,fix,CCC,1,1.24,CC
9550,64,s8n3_usuario1,D,['s8n3_usuario15'],D,1,890.799999237,-0.869,user,s8n3,fix,DDD,0,0.869,DD
9551,64,s8n3_usuario15,D,['s8n3_usuario1'],D,1,1561.70010567,-1.542,user,s8n3,fix,DDD,0,1.542,DD
9552,65,s8n3_usuario4,D,['s8n3_usuario9'],D,1,926.200151443,-0.909,user,s8n3,fix,DDD,0,0.909,DD
9553,65,s8n3_usuario9,D,['s8n3_usuario4'],D,1,1047.80006409,-1.02,user,s8n3,fix,DDD,0,1.02,DD
9554,65,s8n3_usuario2,C,['s8n3_usuario14'],C,3,2865.40007591,2.838,user,s8n3,fix,DCC,1,2.838,DC
9555,65,s8n3_usuario14,C,['s8n3_usuario2'],C,3,1319.09990311,1.297,user,s8n3,fix,CDC,1,1.297,CD
9556,65,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1186.70010567,1.16,user,s8n3,fix,CCC,1,1.16,CC
9557,65,s8n3_usuario13,C,['s8n3_usuario7'],C,3,619.600057602,0.597,user,s8n3,fix,CCC,1,0.597,CC
9558,65,s8n3_usuario5,D,['s8n3_usuario8'],D,1,823.600053787,-0.802,user,s8n3,fix,DDD,0,0.802,DD
9559,65,s8n3_usuario8,D,['s8n3_usuario5'],D,1,512.600183487,-0.488,user,s8n3,fix,DDD,0,0.488,DD
9560,65,s8n3_usuario10,C,['s8n3_usuario17'],C,3,487.60008812,0.466,user,s8n3,fix,CCC,1,0.466,CC
9561,65,s8n3_usuario17,C,['s8n3_usuario10'],C,3,865.8001422880001,0.846,user,s8n3,fix,CCC,1,0.846,CC
9562,65,s8n3_usuario18,C,['s8n3_usuario12'],C,3,503.39984893800005,0.482,user,s8n3,fix,CCC,1,0.482,CC
9563,65,s8n3_usuario12,C,['s8n3_usuario18'],C,3,499.799966812,0.485,user,s8n3,fix,CCC,1,0.485,CC
9564,65,s8n3_usuario11,D,['s8n3_usuario3'],C,4,587.399959564,-0.566,user,s8n3,fix,DCD,0,0.566,DC
9565,65,s8n3_usuario3,C,['s8n3_usuario11'],D,0,434.39984321599997,0.415,user,s8n3,fix,CDC,1,0.415,CD
9566,65,s8n3_usuario16,C,['s8n3_usuario6'],D,0,660.799980164,0.645,user,s8n3,fix,CCC,1,0.645,CC
9567,65,s8n3_usuario6,D,['s8n3_usuario16'],C,4,1279.40011024,-1.251,user,s8n3,fix,CCD,0,1.251,CC
9568,65,s8n3_usuario1,D,['s8n3_usuario15'],D,1,982.399940491,-0.956,user,s8n3,fix,DDD,0,0.956,DD
9569,65,s8n3_usuario15,D,['s8n3_usuario1'],D,1,796.40007019,-0.779,user,s8n3,fix,DDD,0,0.779,DD
9570,66,s8n3_usuario4,D,['s8n3_usuario9'],D,1,930.400133133,-0.91,user,s8n3,fix,DDD,0,0.91,DD
9571,66,s8n3_usuario9,D,['s8n3_usuario4'],D,1,817.499876022,-0.799,user,s8n3,fix,DDD,0,0.799,DD
9572,66,s8n3_usuario2,D,['s8n3_usuario14'],C,4,2153.7001133000003,-2.136,user,s8n3,fix,CCD,0,2.136,CC
9573,66,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1118.49999428,1.091,user,s8n3,fix,CCC,1,1.091,CC
9574,66,s8n3_usuario7,C,['s8n3_usuario13'],C,3,1005.59997559,0.975,user,s8n3,fix,CCC,1,0.975,CC
9575,66,s8n3_usuario13,C,['s8n3_usuario7'],C,3,947.000026703,0.927,user,s8n3,fix,CCC,1,0.927,CC
9576,66,s8n3_usuario5,D,['s8n3_usuario8'],D,1,576.099872589,-0.555,user,s8n3,fix,DDD,0,0.555,DD
9577,66,s8n3_usuario8,D,['s8n3_usuario5'],D,1,568.800210953,-0.514,user,s8n3,fix,DDD,0,0.514,DD
9578,66,s8n3_usuario10,C,['s8n3_usuario17'],C,3,492.90013313300005,0.478,user,s8n3,fix,CCC,1,0.478,CC
9579,66,s8n3_usuario17,C,['s8n3_usuario10'],C,3,894.5999145510001,0.868,user,s8n3,fix,CCC,1,0.868,CC
9580,66,s8n3_usuario18,C,['s8n3_usuario12'],C,3,513.199806213,0.491,user,s8n3,fix,CCC,1,0.491,CC
9581,66,s8n3_usuario12,C,['s8n3_usuario18'],C,3,528.000116348,0.499,user,s8n3,fix,CCC,1,0.499,CC
9582,66,s8n3_usuario11,D,['s8n3_usuario3'],C,4,498.300075531,-0.474,user,s8n3,fix,DCD,0,0.474,DC
9583,66,s8n3_usuario3,C,['s8n3_usuario11'],D,0,406.20017051699995,0.384,user,s8n3,fix,CDC,1,0.384,CD
9584,66,s8n3_usuario16,D,['s8n3_usuario6'],D,1,1525.30002594,-1.507,user,s8n3,fix,CDD,0,1.507,CD
9585,66,s8n3_usuario6,D,['s8n3_usuario16'],D,1,1601.00007057,-1.573,user,s8n3,fix,DCD,0,1.573,DC
9586,66,s8n3_usuario1,D,['s8n3_usuario15'],D,1,1289.90006447,-1.274,user,s8n3,fix,DDD,0,1.274,DD
9587,66,s8n3_usuario15,D,['s8n3_usuario1'],D,1,825.3998756410001,-0.799,user,s8n3,fix,DDD,0,0.799,DD
9588,67,s8n3_usuario4,D,['s8n3_usuario9'],D,1,2039.69979286,-2.015,user,s8n3,fix,DDD,0,2.015,DD
9589,67,s8n3_usuario9,D,['s8n3_usuario4'],D,1,1047.6000309,-1.024,user,s8n3,fix,DDD,0,1.024,DD
9590,67,s8n3_usuario2,C,['s8n3_usuario14'],D,0,1339.6999836,1.312,user,s8n3,fix,DCC,1,1.312,DC
9591,67,s8n3_usuario14,D,['s8n3_usuario2'],C,4,2606.19997978,-2.585,user,s8n3,fix,CDD,0,2.585,CD
9592,67,s8n3_usuario7,C,['s8n3_usuario13'],C,3,844.699859619,0.817,user,s8n3,fix,CCC,1,0.817,CC
9593,67,s8n3_usuario13,C,['s8n3_usuario7'],C,3,731.8000793460001,0.712,user,s8n3,fix,CCC,1,0.712,CC
9594,67,s8n3_usuario5,D,['s8n3_usuario8'],D,1,1117.30003357,-1.092,user,s8n3,fix,DDD,0,1.092,DD
9595,67,s8n3_usuario8,D,['s8n3_usuario5'],D,1,492.899894714,-0.475,user,s8n3,fix,DDD,0,0.475,DD
9596,67,s8n3_usuario10,C,['s8n3_usuario17'],C,3,466.699838638,0.445,user,s8n3,fix,CCC,1,0.445,CC
9597,67,s8n3_usuario17,C,['s8n3_usuario10'],C,3,1159.39998627,1.135,user,s8n3,fix,CCC,1,1.135,CC
9598,67,s8n3_usuario18,C,['s8n3_usuario12'],C,3,405.699968338,0.372,user,s8n3,fix,CCC,1,0.372,CC
9599,67,s8n3_usuario12,C,['s8n3_usuario18'],C,3,513.600111008,0.493,user,s8n3,fix,CCC,1,0.493,CC
9600,67,s8n3_usuario11,D,['s8n3_usuario3'],C,4,557.899951935,-0.529,user,s8n3,fix,DCD,0,0.529,DC
9601,67,s8n3_usuario3,C,['s8n3_usuario11'],D,0,426.99980735800006,0.407,user,s8n3,fix,CDC,1,0.407,CD
9602,67,s8n3_usuario16,D,['s8n3_usuario6'],D,1,841.099977493,-0.816,user,s8n3,fix,DDD,0,0.816,DD
9603,67,s8n3_usuario6,D,['s8n3_usuario16'],D,1,3629.30011749,-3.613,user,s8n3,fix,DDD,0,3.613,DD
9604,67,s8n3_usuario1,D,['s8n3_usuario15'],D,1,2530.09986877,-2.507,user,s8n3,fix,DDD,0,2.507,DD
9605,67,s8n3_usuario15,D,['s8n3_usuario1'],D,1,1056.50019646,-1.041,user,s8n3,fix,DDD,0,1.041,DD
9606,68,s8n3_usuario4,C,['s8n3_usuario9'],C,3,1433.09998512,1.407,user,s8n3,fix,DDC,1,1.407,DD
9607,68,s8n3_usuario9,C,['s8n3_usuario4'],C,3,3956.30002022,3.932,user,s8n3,fix,DDC,1,3.932,DD
9608,68,s8n3_usuario2,D,['s8n3_usuario14'],C,4,1374.09996986,-1.352,user,s8n3,fix,CDD,0,1.352,CD
9609,68,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1500.20003319,1.478,user,s8n3,fix,DCC,1,1.478,DC
9610,68,s8n3_usuario7,C,['s8n3_usuario13'],C,3,744.1999912260001,0.717,user,s8n3,fix,CCC,1,0.717,CC
9611,68,s8n3_usuario13,C,['s8n3_usuario7'],C,3,552.700042725,0.529,user,s8n3,fix,CCC,1,0.529,CC
9612,68,s8n3_usuario5,D,['s8n3_usuario8'],D,1,1229.30002213,-1.208,user,s8n3,fix,DDD,0,1.208,DD
9613,68,s8n3_usuario8,D,['s8n3_usuario5'],D,1,456.000089645,-0.43,user,s8n3,fix,DDD,0,0.43,DD
9614,68,s8n3_usuario10,C,['s8n3_usuario17'],C,3,557.100057602,0.526,user,s8n3,fix,CCC,1,0.526,CC
9615,68,s8n3_usuario17,C,['s8n3_usuario10'],C,3,2074.99980927,2.052,user,s8n3,fix,CCC,1,2.052,CC
9616,68,s8n3_usuario18,C,['s8n3_usuario12'],C,3,704.4999599460001,0.68,user,s8n3,fix,CCC,1,0.68,CC
9617,68,s8n3_usuario12,C,['s8n3_usuario18'],C,3,485.29982566800004,0.47,user,s8n3,fix,CCC,1,0.47,CC
9618,68,s8n3_usuario11,D,['s8n3_usuario3'],D,1,510.299921036,-0.495,user,s8n3,fix,DCD,0,0.495,DC
9619,68,s8n3_usuario3,D,['s8n3_usuario11'],D,1,1159.09981728,-1.14,user,s8n3,fix,CDD,0,1.14,CD
9620,68,s8n3_usuario16,D,['s8n3_usuario6'],C,4,955.300092697,-0.939,user,s8n3,fix,DDD,0,0.939,DD
9621,68,s8n3_usuario6,C,['s8n3_usuario16'],D,0,2186.90013885,2.162,user,s8n3,fix,DDC,1,2.162,DD
9622,68,s8n3_usuario1,D,['s8n3_usuario15'],D,1,1090.10004997,-1.064,user,s8n3,fix,DDD,0,1.064,DD
9623,68,s8n3_usuario15,D,['s8n3_usuario1'],D,1,1194.90003586,-1.174,user,s8n3,fix,DDD,0,1.174,DD
9624,69,s8n3_usuario4,D,['s8n3_usuario9'],D,1,774.900197983,-0.755,user,s8n3,fix,CCD,0,0.755,CC
9625,69,s8n3_usuario9,D,['s8n3_usuario4'],D,1,2729.7000885,-2.711,user,s8n3,fix,CCD,0,2.711,CC
9626,69,s8n3_usuario2,D,['s8n3_usuario14'],C,4,1265.0001049,-1.24,user,s8n3,fix,DCD,0,1.24,DC
9627,69,s8n3_usuario14,C,['s8n3_usuario2'],D,0,1251.10006332,1.227,user,s8n3,fix,CDC,1,1.227,CD
9628,69,s8n3_usuario7,C,['s8n3_usuario13'],C,3,803.900003433,0.776,user,s8n3,fix,CCC,1,0.776,CC
9629,69,s8n3_usuario13,C,['s8n3_usuario7'],C,3,517.700195312,0.493,user,s8n3,fix,CCC,1,0.493,CC
9630,69,s8n3_usuario5,D,['s8n3_usuario8'],D,1,1549.70002174,-1.534,user,s8n3,fix,DDD,0,1.534,DD
9631,69,s8n3_usuario8,D,['s8n3_usuario5'],D,1,470.099925995,-0.451,user,s8n3,fix,DDD,0,0.451,DD
9632,69,s8n3_usuario10,C,['s8n3_usuario17'],C,3,457.20005035400004,0.439,user,s8n3,fix,CCC,1,0.439,CC
9633,69,s8n3_usuario17,C,['s8n3_usuario10'],C,3,964.2999172210001,0.934,user,s8n3,fix,CCC,1,0.934,CC
9634,69,s8n3_usuario18,C,['s8n3_usuario12'],C,3,940.900087357,0.921,user,s8n3,fix,CCC,1,0.921,CC
9635,69,s8n3_usuario12,C,['s8n3_usuario18'],C,3,484.699964523,0.457,user,s8n3,fix,CCC,1,0.457,CC
9636,69,s8n3_usuario11,D,['s8n3_usuario3'],D,1,491.60003662099996,-0.466,user,s8n3,fix,DDD,0,0.466,DD
9637,69,s8n3_usuario3,D,['s8n3_usuario11'],D,1,481.19997978199996,-0.458,user,s8n3,fix,DDD,0,0.458,DD
9638,69,s8n3_usuario16,C,['s8n3_usuario6'],C,3,870.800018311,0.848,user,s8n3,fix,DCC,1,0.848,DC
9639,69,s8n3_usuario6,C,['s8n3_usuario16'],C,3,1660.50004959,1.631,user,s8n3,fix,CDC,1,1.631,CD
