,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,prev,response,abs_time
6875,16,s7m22_usuario6,D,['s7m22_usuario5'],D,1,1522.60017395,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6876,16,s7m22_usuario7,D,['s7m22_usuario15'],C,4,781.8000316619999,0.0,user,s7m22,changing,DDD,DD,0,0.0
6877,16,s7m22_usuario8,D,['s7m22_usuario2'],D,1,5345.39985657,-0.005,user,s7m22,changing,DDD,DD,0,0.005
6878,16,s7m22_usuario9,D,['s7m22_usuario11'],D,1,4386.39998436,-0.004,user,s7m22,changing,DCD,DC,0,0.004
6879,16,s7m22_usuario10,D,['s7m22_usuario16'],D,1,5781.70013428,-0.005,user,s7m22,changing,DCD,DC,0,0.005
6880,16,s7m22_usuario11,D,['s7m22_usuario9'],D,1,1231.80007935,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6881,16,s7m22_usuario12,C,['s7m22_usuario3'],D,0,2048.19989204,0.002,user,s7m22,changing,CDC,CD,1,0.002
6882,16,s7m22_usuario13,D,['s7m22_usuario14'],D,1,808.099985123,0.0,user,s7m22,changing,DCD,DC,0,0.0
6883,16,s7m22_usuario14,D,['s7m22_usuario13'],D,1,1655.60007095,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6884,16,s7m22_usuario15,C,['s7m22_usuario7'],D,0,5060.49990654,0.005,user,s7m22,changing,DDC,DD,1,0.005
6885,16,s7m22_usuario16,D,['s7m22_usuario10'],D,1,2690.99998474,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6886,16,s7m22_usuario17,D,['s7m22_usuario1'],C,4,1859.50016975,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6887,16,s7m22_usuario18,D,['s7m22_usuario4'],D,1,2174.60012436,-0.002,user,s7m22,changing,CDD,CD,0,0.002
6888,17,s7m22_usuario1,C,['s7m22_usuario18'],D,0,1287.40000725,0.001,user,s7m22,changing,CDC,CD,1,0.001
6889,17,s7m22_usuario2,C,['s7m22_usuario12'],C,3,6063.19999695,0.006,user,s7m22,changing,DDC,DD,1,0.006
6890,17,s7m22_usuario3,D,['s7m22_usuario16'],D,1,1341.49980545,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6891,17,s7m22_usuario4,D,['s7m22_usuario5'],D,1,746.199846268,0.0,user,s7m22,changing,DDD,DD,0,0.0
6892,17,s7m22_usuario5,D,['s7m22_usuario4'],D,1,825.099945068,0.0,user,s7m22,changing,DDD,DD,0,0.0
6893,17,s7m22_usuario6,D,['s7m22_usuario9'],D,1,1235.59999466,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6894,17,s7m22_usuario7,C,['s7m22_usuario17'],D,0,1014.8999690999999,0.0,user,s7m22,changing,DCC,DC,1,0.0
6895,17,s7m22_usuario8,C,['s7m22_usuario13'],D,0,1320.4998970000001,0.001,user,s7m22,changing,DDC,DD,1,0.001
6896,17,s7m22_usuario9,D,['s7m22_usuario6'],D,1,4365.10014534,-0.004,user,s7m22,changing,DDD,DD,0,0.004
6897,17,s7m22_usuario10,D,['s7m22_usuario15'],D,1,2162.80007362,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6898,17,s7m22_usuario11,D,['s7m22_usuario14'],D,1,1283.60009193,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6899,17,s7m22_usuario12,C,['s7m22_usuario2'],C,3,2262.50004768,0.002,user,s7m22,changing,CDC,CD,1,0.002
6900,17,s7m22_usuario13,D,['s7m22_usuario8'],C,4,857.499837875,0.0,user,s7m22,changing,DDD,DD,0,0.0
6901,17,s7m22_usuario14,D,['s7m22_usuario11'],D,1,1210.19983292,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6902,17,s7m22_usuario15,D,['s7m22_usuario10'],D,1,1646.29983902,-0.001,user,s7m22,changing,CDD,CD,0,0.001
6903,17,s7m22_usuario16,D,['s7m22_usuario3'],D,1,9013.09990883,-0.008,user,s7m22,changing,DDD,DD,0,0.008
6904,17,s7m22_usuario17,D,['s7m22_usuario7'],C,4,2800.30012131,-0.002,user,s7m22,changing,DCD,DC,0,0.002
6905,17,s7m22_usuario18,D,['s7m22_usuario1'],C,4,1353.39999199,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6906,18,s7m22_usuario1,C,['s7m22_usuario2'],C,3,2760.10012627,0.001,user,s7m22,changing,CDC,CD,1,0.001
6907,18,s7m22_usuario2,C,['s7m22_usuario1'],C,3,2435.89997292,0.002,user,s7m22,changing,CCC,CC,1,0.002
6908,18,s7m22_usuario3,C,['s7m22_usuario15'],D,0,1141.4000988,0.001,user,s7m22,changing,DDC,DD,1,0.001
6909,18,s7m22_usuario4,D,['s7m22_usuario16'],D,1,773.6999988560001,0.0,user,s7m22,changing,DDD,DD,0,0.0
6910,18,s7m22_usuario5,D,['s7m22_usuario10'],D,1,1300.40001869,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6911,18,s7m22_usuario6,D,['s7m22_usuario12'],D,1,2713.2999897,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6912,18,s7m22_usuario7,C,['s7m22_usuario9'],D,0,1614.30001259,0.001,user,s7m22,changing,CDC,CD,1,0.001
6913,18,s7m22_usuario8,C,['s7m22_usuario13'],D,0,4265.0001049,0.004,user,s7m22,changing,CDC,CD,1,0.004
6914,18,s7m22_usuario9,D,['s7m22_usuario7'],C,4,1555.89985847,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6915,18,s7m22_usuario10,D,['s7m22_usuario5'],D,1,2209.80000496,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6916,18,s7m22_usuario11,D,['s7m22_usuario17'],D,1,918.199777603,0.0,user,s7m22,changing,DDD,DD,0,0.0
6917,18,s7m22_usuario12,D,['s7m22_usuario6'],D,1,1479.30002213,-0.001,user,s7m22,changing,CCD,CC,0,0.001
6918,18,s7m22_usuario13,D,['s7m22_usuario8'],C,4,944.000005722,0.0,user,s7m22,changing,DCD,DC,0,0.0
6919,18,s7m22_usuario14,D,['s7m22_usuario18'],D,1,5370.80001831,-0.005,user,s7m22,changing,DDD,DD,0,0.005
6920,18,s7m22_usuario15,D,['s7m22_usuario3'],C,4,2621.99997902,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6921,18,s7m22_usuario16,D,['s7m22_usuario4'],D,1,1376.69992447,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6922,18,s7m22_usuario17,D,['s7m22_usuario11'],D,1,1819.49996948,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6923,18,s7m22_usuario18,D,['s7m22_usuario14'],D,1,1899.99985695,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6924,19,s7m22_usuario1,C,['s7m22_usuario13'],D,0,1339.59984779,0.001,user,s7m22,changing,CCC,CC,1,0.001
6925,19,s7m22_usuario2,C,['s7m22_usuario8'],D,0,1555.40013313,0.001,user,s7m22,changing,CCC,CC,1,0.001
6926,19,s7m22_usuario3,C,['s7m22_usuario12'],D,0,1718.40000153,0.001,user,s7m22,changing,CDC,CD,1,0.001
6927,19,s7m22_usuario4,D,['s7m22_usuario5'],D,1,937.299966812,0.0,user,s7m22,changing,DDD,DD,0,0.0
6928,19,s7m22_usuario5,D,['s7m22_usuario4'],D,1,1159.80005264,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6929,19,s7m22_usuario6,D,['s7m22_usuario11'],D,1,1997.29990959,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6930,19,s7m22_usuario7,D,['s7m22_usuario10'],D,1,7233.10017586,-0.007,user,s7m22,changing,CDD,CD,0,0.007
6931,19,s7m22_usuario8,D,['s7m22_usuario2'],C,4,1293.59984398,-0.001,user,s7m22,changing,CDD,CD,0,0.001
6932,19,s7m22_usuario9,D,['s7m22_usuario17'],C,4,2357.90014267,-0.002,user,s7m22,changing,DCD,DC,0,0.002
6933,19,s7m22_usuario10,D,['s7m22_usuario7'],D,1,7167.60015488,-0.007,user,s7m22,changing,DDD,DD,0,0.007
6934,19,s7m22_usuario11,D,['s7m22_usuario6'],D,1,969.7999954219999,0.0,user,s7m22,changing,DDD,DD,0,0.0
6935,19,s7m22_usuario12,D,['s7m22_usuario3'],C,4,1360.59999466,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6936,19,s7m22_usuario13,D,['s7m22_usuario1'],C,4,921.299934387,0.0,user,s7m22,changing,DCD,DC,0,0.0
6937,19,s7m22_usuario14,C,['s7m22_usuario16'],D,0,2302.20007896,0.002,user,s7m22,changing,DDC,DD,1,0.002
6938,19,s7m22_usuario15,D,['s7m22_usuario18'],D,1,3018.10002327,-0.002,user,s7m22,changing,DCD,DC,0,0.002
6939,19,s7m22_usuario16,D,['s7m22_usuario14'],C,4,1842.49997139,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6940,19,s7m22_usuario17,C,['s7m22_usuario9'],D,0,2856.69994354,0.002,user,s7m22,changing,DDC,DD,1,0.002
6941,19,s7m22_usuario18,D,['s7m22_usuario15'],D,1,1947.80015945,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6942,20,s7m22_usuario1,C,['s7m22_usuario3'],C,3,1073.89998436,0.001,user,s7m22,changing,CDC,CD,1,0.001
6943,20,s7m22_usuario2,C,['s7m22_usuario15'],C,3,1245.20015717,0.001,user,s7m22,changing,CDC,CD,1,0.001
6944,20,s7m22_usuario3,C,['s7m22_usuario1'],C,3,1649.79982376,0.001,user,s7m22,changing,CDC,CD,1,0.001
6945,20,s7m22_usuario4,D,['s7m22_usuario14'],D,1,675.800085068,0.0,user,s7m22,changing,DDD,DD,0,0.0
6946,20,s7m22_usuario5,D,['s7m22_usuario10'],D,1,2690.4001236,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6947,20,s7m22_usuario6,D,['s7m22_usuario7'],D,1,2175.69994926,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6948,20,s7m22_usuario7,D,['s7m22_usuario6'],D,1,1195.39999962,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6949,20,s7m22_usuario8,D,['s7m22_usuario11'],D,1,6436.1000061,-0.006,user,s7m22,changing,DCD,DC,0,0.006
6950,20,s7m22_usuario9,D,['s7m22_usuario13'],D,1,5470.90005875,-0.005,user,s7m22,changing,DCD,DC,0,0.005
6951,20,s7m22_usuario10,D,['s7m22_usuario5'],D,1,2864.0999794,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6952,20,s7m22_usuario11,D,['s7m22_usuario8'],D,1,770.9000110630001,0.0,user,s7m22,changing,DDD,DD,0,0.0
6953,20,s7m22_usuario12,D,['s7m22_usuario18'],D,1,1675.80008507,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6954,20,s7m22_usuario13,D,['s7m22_usuario9'],D,1,821.500062943,0.0,user,s7m22,changing,DCD,DC,0,0.0
6955,20,s7m22_usuario14,D,['s7m22_usuario4'],D,1,2329.69999313,-0.002,user,s7m22,changing,CDD,CD,0,0.002
6956,20,s7m22_usuario15,C,['s7m22_usuario2'],C,3,2503.70001793,0.002,user,s7m22,changing,DDC,DD,1,0.002
6957,20,s7m22_usuario16,D,['s7m22_usuario17'],D,1,1853.80005836,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6958,20,s7m22_usuario17,D,['s7m22_usuario16'],D,1,2134.90009308,-0.002,user,s7m22,changing,CDD,CD,0,0.002
6959,20,s7m22_usuario18,D,['s7m22_usuario12'],D,1,1301.19991302,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6960,21,s7m22_usuario1,C,['s7m22_usuario13'],D,0,1195.39999962,0.001,user,s7m22,changing,CCC,CC,1,0.001
6961,21,s7m22_usuario2,C,['s7m22_usuario6'],D,0,644.199848175,0.0,user,s7m22,changing,CCC,CC,1,0.0
6962,21,s7m22_usuario3,C,['s7m22_usuario5'],D,0,2095.3001976,0.002,user,s7m22,changing,CCC,CC,1,0.002
6963,21,s7m22_usuario4,C,['s7m22_usuario9'],D,0,824.39994812,0.0,user,s7m22,changing,DDC,DD,1,0.0
6964,21,s7m22_usuario5,D,['s7m22_usuario3'],C,4,815.599918365,0.0,user,s7m22,changing,DDD,DD,0,0.0
6965,21,s7m22_usuario6,D,['s7m22_usuario2'],C,4,1195.70016861,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6966,21,s7m22_usuario7,D,['s7m22_usuario8'],D,1,721.3001251219999,0.0,user,s7m22,changing,DDD,DD,0,0.0
6967,21,s7m22_usuario8,D,['s7m22_usuario7'],D,1,1850.19993782,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6968,21,s7m22_usuario9,D,['s7m22_usuario4'],C,4,1892.19999313,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6969,21,s7m22_usuario10,D,['s7m22_usuario14'],D,1,7630.10001183,-0.007,user,s7m22,changing,DDD,DD,0,0.007
6970,21,s7m22_usuario11,D,['s7m22_usuario15'],D,1,866.6000366210001,0.0,user,s7m22,changing,DDD,DD,0,0.0
6971,21,s7m22_usuario12,D,['s7m22_usuario16'],D,1,1630.10001183,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6972,21,s7m22_usuario13,D,['s7m22_usuario1'],C,4,945.699930191,0.0,user,s7m22,changing,DDD,DD,0,0.0
6973,21,s7m22_usuario14,D,['s7m22_usuario10'],D,1,1053.1001091,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6974,21,s7m22_usuario15,D,['s7m22_usuario11'],D,1,2013.99993896,-0.001,user,s7m22,changing,CCD,CC,0,0.001
6975,21,s7m22_usuario16,D,['s7m22_usuario12'],D,1,3724.39980507,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6976,21,s7m22_usuario17,D,['s7m22_usuario18'],D,1,1675.89998245,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6977,21,s7m22_usuario18,D,['s7m22_usuario17'],D,1,2365.4999733000004,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6978,22,s7m22_usuario1,D,['s7m22_usuario6'],D,1,1695.99986076,-0.001,user,s7m22,changing,CDD,CD,0,0.001
6979,22,s7m22_usuario2,C,['s7m22_usuario14'],D,0,971.4999198910001,0.0,user,s7m22,changing,CDC,CD,1,0.0
6980,22,s7m22_usuario3,C,['s7m22_usuario15'],D,0,1639.19997215,0.001,user,s7m22,changing,CDC,CD,1,0.001
6981,22,s7m22_usuario4,C,['s7m22_usuario17'],D,0,623.800039291,0.0,user,s7m22,changing,CDC,CD,1,0.0
6982,22,s7m22_usuario5,D,['s7m22_usuario10'],D,1,1012.70008087,0.0,user,s7m22,changing,DCD,DC,0,0.0
6983,22,s7m22_usuario6,D,['s7m22_usuario1'],D,1,2186.29980087,-0.002,user,s7m22,changing,DCD,DC,0,0.002
6984,22,s7m22_usuario7,D,['s7m22_usuario18'],D,1,576.900005341,0.0,user,s7m22,changing,DDD,DD,0,0.0
6985,22,s7m22_usuario8,D,['s7m22_usuario11'],D,1,6922.499895100001,-0.006,user,s7m22,changing,DDD,DD,0,0.006
6986,22,s7m22_usuario9,D,['s7m22_usuario16'],D,1,2917.70005226,-0.002,user,s7m22,changing,DCD,DC,0,0.002
6987,22,s7m22_usuario10,D,['s7m22_usuario5'],D,1,17118.2999611,-0.017,user,s7m22,changing,DDD,DD,0,0.017
6988,22,s7m22_usuario11,D,['s7m22_usuario8'],D,1,893.1999206539999,0.0,user,s7m22,changing,DDD,DD,0,0.0
6989,22,s7m22_usuario12,D,['s7m22_usuario13'],D,1,2569.00000572,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6990,22,s7m22_usuario13,D,['s7m22_usuario12'],D,1,1154.89983559,-0.001,user,s7m22,changing,DCD,DC,0,0.001
6991,22,s7m22_usuario14,D,['s7m22_usuario2'],C,4,1180.60016632,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6992,22,s7m22_usuario15,D,['s7m22_usuario3'],C,4,1840.50011635,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6993,22,s7m22_usuario16,D,['s7m22_usuario9'],D,1,2364.60018158,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6994,22,s7m22_usuario17,D,['s7m22_usuario4'],C,4,2824.39994812,-0.002,user,s7m22,changing,DDD,DD,0,0.002
6995,22,s7m22_usuario18,D,['s7m22_usuario7'],D,1,6847.19991684,-0.006,user,s7m22,changing,DDD,DD,0,0.006
6996,23,s7m22_usuario1,D,['s7m22_usuario15'],D,1,1548.89988899,-0.001,user,s7m22,changing,DDD,DD,0,0.001
6997,23,s7m22_usuario2,C,['s7m22_usuario17'],D,0,970.9999561310001,0.0,user,s7m22,changing,CDC,CD,1,0.0
6998,23,s7m22_usuario3,D,['s7m22_usuario13'],D,1,2709.49983597,-0.002,user,s7m22,changing,CDD,CD,0,0.002
6999,23,s7m22_usuario4,C,['s7m22_usuario5'],C,3,617.79999733,0.0,user,s7m22,changing,CDC,CD,1,0.0
7000,23,s7m22_usuario5,C,['s7m22_usuario4'],C,3,1537.30010986,0.001,user,s7m22,changing,DDC,DD,1,0.001
7001,23,s7m22_usuario6,D,['s7m22_usuario9'],D,1,1161.40007973,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7002,23,s7m22_usuario7,D,['s7m22_usuario8'],D,1,601.099967957,0.0,user,s7m22,changing,DDD,DD,0,0.0
7003,23,s7m22_usuario8,D,['s7m22_usuario7'],D,1,2697.29995728,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7004,23,s7m22_usuario9,D,['s7m22_usuario6'],D,1,1652.49991417,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7005,23,s7m22_usuario10,D,['s7m22_usuario11'],D,1,3505.10001183,-0.003,user,s7m22,changing,DDD,DD,0,0.003
7006,23,s7m22_usuario11,D,['s7m22_usuario10'],D,1,1215.60001373,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7007,23,s7m22_usuario12,C,['s7m22_usuario16'],D,0,1720.99995613,0.001,user,s7m22,changing,DDC,DD,1,0.001
7008,23,s7m22_usuario13,D,['s7m22_usuario3'],D,1,1243.40009689,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7009,23,s7m22_usuario14,D,['s7m22_usuario18'],D,1,4956.30002022,-0.004,user,s7m22,changing,DCD,DC,0,0.004
7010,23,s7m22_usuario15,D,['s7m22_usuario1'],D,1,2712.50009537,-0.002,user,s7m22,changing,DCD,DC,0,0.002
7011,23,s7m22_usuario16,D,['s7m22_usuario12'],C,4,1737.5998497,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7012,23,s7m22_usuario17,D,['s7m22_usuario2'],C,4,3784.89995003,-0.003,user,s7m22,changing,DCD,DC,0,0.003
7013,23,s7m22_usuario18,D,['s7m22_usuario14'],D,1,2458.40001106,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7014,24,s7m22_usuario1,D,['s7m22_usuario5'],C,4,1116.89996719,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7015,24,s7m22_usuario2,C,['s7m22_usuario9'],D,0,979.199886322,0.0,user,s7m22,changing,CDC,CD,1,0.0
7016,24,s7m22_usuario3,D,['s7m22_usuario11'],D,1,2321.00009918,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7017,24,s7m22_usuario4,C,['s7m22_usuario13'],D,0,657.69982338,0.0,user,s7m22,changing,CCC,CC,1,0.0
7018,24,s7m22_usuario5,C,['s7m22_usuario1'],D,0,669.699907303,0.0,user,s7m22,changing,CCC,CC,1,0.0
7019,24,s7m22_usuario6,D,['s7m22_usuario10'],D,1,1657.00006485,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7020,24,s7m22_usuario7,C,['s7m22_usuario15'],D,0,2892.09985733,0.002,user,s7m22,changing,DDC,DD,1,0.002
7021,24,s7m22_usuario8,D,['s7m22_usuario12'],C,4,1768.10002327,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7022,24,s7m22_usuario9,D,['s7m22_usuario2'],C,4,1247.80011177,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7023,24,s7m22_usuario10,D,['s7m22_usuario6'],D,1,2822.89981842,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7024,24,s7m22_usuario11,D,['s7m22_usuario3'],D,1,1226.00007057,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7025,24,s7m22_usuario12,C,['s7m22_usuario8'],D,0,1419.50011253,0.001,user,s7m22,changing,CDC,CD,1,0.001
7026,24,s7m22_usuario13,D,['s7m22_usuario4'],C,4,1022.90010452,0.0,user,s7m22,changing,DDD,DD,0,0.0
7027,24,s7m22_usuario14,D,['s7m22_usuario16'],D,1,1215.7998085000002,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7028,24,s7m22_usuario15,D,['s7m22_usuario7'],C,4,3370.69988251,-0.003,user,s7m22,changing,DDD,DD,0,0.003
7029,24,s7m22_usuario16,D,['s7m22_usuario14'],D,1,4652.99987793,-0.004,user,s7m22,changing,DCD,DC,0,0.004
7030,24,s7m22_usuario17,D,['s7m22_usuario18'],D,1,3320.20020485,-0.003,user,s7m22,changing,DCD,DC,0,0.003
7031,24,s7m22_usuario18,D,['s7m22_usuario17'],D,1,2045.09997368,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7032,25,s7m22_usuario1,D,['s7m22_usuario15'],C,4,1957.29994774,-0.001,user,s7m22,changing,DCD,DC,0,0.001
7033,25,s7m22_usuario2,C,['s7m22_usuario7'],C,3,1161.30018234,0.001,user,s7m22,changing,CDC,CD,1,0.001
7034,25,s7m22_usuario3,D,['s7m22_usuario14'],D,1,1657.29999542,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7035,25,s7m22_usuario4,C,['s7m22_usuario16'],D,0,623.399972916,0.0,user,s7m22,changing,CDC,CD,1,0.0
7036,25,s7m22_usuario5,C,['s7m22_usuario18'],D,0,1019.20008659,0.0,user,s7m22,changing,CDC,CD,1,0.0
7037,25,s7m22_usuario6,D,['s7m22_usuario13'],D,1,1458.99987221,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7038,25,s7m22_usuario7,C,['s7m22_usuario2'],C,3,649.500131607,0.0,user,s7m22,changing,CDC,CD,1,0.0
7039,25,s7m22_usuario8,C,['s7m22_usuario10'],C,3,4323.5001563999995,0.004,user,s7m22,changing,DCC,DC,1,0.004
7040,25,s7m22_usuario9,D,['s7m22_usuario12'],C,4,1009.99999046,0.0,user,s7m22,changing,DCD,DC,0,0.0
7041,25,s7m22_usuario10,C,['s7m22_usuario8'],C,3,8874.79996681,0.008,user,s7m22,changing,DDC,DD,1,0.008
7042,25,s7m22_usuario11,D,['s7m22_usuario17'],C,4,2215.60001373,-0.002,user,s7m22,changing,DDD,DD,0,0.002
7043,25,s7m22_usuario12,C,['s7m22_usuario9'],D,0,1325.09994507,0.001,user,s7m22,changing,CDC,CD,1,0.001
7044,25,s7m22_usuario13,D,['s7m22_usuario6'],D,1,886.500120163,0.0,user,s7m22,changing,DCD,DC,0,0.0
7045,25,s7m22_usuario14,D,['s7m22_usuario3'],D,1,1002.40015984,0.0,user,s7m22,changing,DDD,DD,0,0.0
7046,25,s7m22_usuario15,C,['s7m22_usuario1'],D,0,3953.50003242,0.003,user,s7m22,changing,DCC,DC,1,0.003
7047,25,s7m22_usuario16,D,['s7m22_usuario4'],C,4,1784.60001945,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7048,25,s7m22_usuario17,C,['s7m22_usuario11'],D,0,2469.50006485,0.002,user,s7m22,changing,DDC,DD,1,0.002
7049,25,s7m22_usuario18,D,['s7m22_usuario5'],C,4,1776.10015869,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7050,26,s7m22_usuario1,C,['s7m22_usuario8'],C,3,1082.9000472999999,0.001,user,s7m22,changing,DCC,DC,1,0.001
7051,26,s7m22_usuario2,C,['s7m22_usuario4'],C,3,708.800077438,0.0,user,s7m22,changing,CCC,CC,1,0.0
7052,26,s7m22_usuario3,D,['s7m22_usuario18'],D,1,693.299770355,0.0,user,s7m22,changing,DDD,DD,0,0.0
7053,26,s7m22_usuario4,C,['s7m22_usuario2'],C,3,406.30006790199997,0.0,user,s7m22,changing,CDC,CD,1,0.0
7054,26,s7m22_usuario5,D,['s7m22_usuario10'],C,4,1154.59990501,-0.001,user,s7m22,changing,CDD,CD,0,0.001
7055,26,s7m22_usuario6,D,['s7m22_usuario17'],D,1,1013.29994202,0.0,user,s7m22,changing,DDD,DD,0,0.0
7056,26,s7m22_usuario7,C,['s7m22_usuario15'],D,0,706.7000865939999,0.0,user,s7m22,changing,CCC,CC,1,0.0
7057,26,s7m22_usuario8,C,['s7m22_usuario1'],C,3,2772.60017395,0.002,user,s7m22,changing,CCC,CC,1,0.002
7058,26,s7m22_usuario9,D,['s7m22_usuario11'],D,1,1184.40008163,-0.001,user,s7m22,changing,DCD,DC,0,0.001
7059,26,s7m22_usuario10,C,['s7m22_usuario5'],D,0,10978.9998531,0.01,user,s7m22,changing,CCC,CC,1,0.01
7060,26,s7m22_usuario11,D,['s7m22_usuario9'],D,1,1442.30008125,-0.001,user,s7m22,changing,DCD,DC,0,0.001
7061,26,s7m22_usuario12,C,['s7m22_usuario13'],D,0,1281.49986267,0.001,user,s7m22,changing,CDC,CD,1,0.001
7062,26,s7m22_usuario13,D,['s7m22_usuario12'],C,4,861.000061035,0.0,user,s7m22,changing,DDD,DD,0,0.0
7063,26,s7m22_usuario14,C,['s7m22_usuario16'],D,0,1759.19985771,0.001,user,s7m22,changing,DDC,DD,1,0.001
7064,26,s7m22_usuario15,D,['s7m22_usuario7'],C,4,3407.29999542,-0.003,user,s7m22,changing,CDD,CD,0,0.003
7065,26,s7m22_usuario16,D,['s7m22_usuario14'],C,4,4046.00000381,-0.004,user,s7m22,changing,DCD,DC,0,0.004
7066,26,s7m22_usuario17,D,['s7m22_usuario6'],D,1,1993.90006065,-0.001,user,s7m22,changing,CDD,CD,0,0.001
7067,26,s7m22_usuario18,D,['s7m22_usuario3'],D,1,2513.00001144,-0.002,user,s7m22,changing,DCD,DC,0,0.002
7068,27,s7m22_usuario1,C,['s7m22_usuario14'],D,0,1791.30005836,0.001,user,s7m22,changing,CCC,CC,1,0.001
7069,27,s7m22_usuario2,C,['s7m22_usuario18'],D,0,807.0001602169999,0.0,user,s7m22,changing,CCC,CC,1,0.0
7070,27,s7m22_usuario3,D,['s7m22_usuario16'],D,1,709.599971771,0.0,user,s7m22,changing,DDD,DD,0,0.0
7071,27,s7m22_usuario4,C,['s7m22_usuario12'],C,3,475.100040436,0.0,user,s7m22,changing,CCC,CC,1,0.0
7072,27,s7m22_usuario5,D,['s7m22_usuario10'],D,1,787.4000072480001,0.0,user,s7m22,changing,DCD,DC,0,0.0
7073,27,s7m22_usuario6,D,['s7m22_usuario15'],D,1,977.6000976560001,0.0,user,s7m22,changing,DDD,DD,0,0.0
7074,27,s7m22_usuario7,C,['s7m22_usuario8'],D,0,646.600008011,0.0,user,s7m22,changing,CDC,CD,1,0.0
7075,27,s7m22_usuario8,D,['s7m22_usuario7'],C,4,3822.70002365,-0.003,user,s7m22,changing,CCD,CC,0,0.003
7076,27,s7m22_usuario9,D,['s7m22_usuario17'],D,1,1098.90007973,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7077,27,s7m22_usuario10,D,['s7m22_usuario5'],D,1,5127.30002403,-0.005,user,s7m22,changing,CDD,CD,0,0.005
7078,27,s7m22_usuario11,D,['s7m22_usuario13'],D,1,1821.19989395,-0.001,user,s7m22,changing,DDD,DD,0,0.001
7079,27,s7m22_usuario12,C,['s7m22_usuario4'],C,3,1740.00000954,0.001,user,s7m22,changing,CDC,CD,1,0.001
7080,27,s7m22_usuario13,D,['s7m22_usuario11'],D,1,1180.00006676,-0.001,user,s7m22,changing,DCD,DC,0,0.001
