round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -22513.9000416 6602 user
33 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -4119.09985542 850 user
33 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 5 -3099.70021248 1780 user
33 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 14 -3114.30001259 1488 user
33 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 5 -1071.00009918 3368 user
33 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 14 -2086.30013466 2776 user
33 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 5 -3109.89999771 1029 user
33 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -4116.69993401 782 user
33 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -3107.50007629 1595 user
33 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -23.4999656677 4853 user
33 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -4125.49996376 1499 user
33 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -3112.20002174 1859 user
33 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -3106.69994354 1654 user
33 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -3118.79992485 1768 user
34 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 14 -16381.9000721 4427 user
34 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 0 -14351.099968 7105 user
34 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 19 -17428.0998707 3548 user
34 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -17450.4001141 2802 user
34 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -19469.0999985 1591 user
34 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 19 -20506.000042 954 user
34 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 10 -20505.7001114 1262 user
34 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 10 -18481.1999798 2382 user
34 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 5 -20621.5000153 737 user
34 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -19467.3998356 999 user
34 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -26.9999504089 20561 user
34 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 19 -19474.9999046 2118 user
34 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -19466.1002159 1388 user
34 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -19490.8001423 1602 user
34 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -17457.7000141 4174 user
34 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -17442.8999424 3097 user
35 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -13320.1999664 3379 user
35 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -6177.79994011 10242 user
35 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -14344.8998928 1603 user
35 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -15378.000021 494 user
35 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -14356.1999798 1512 user
35 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -11390.599966 4320 user
35 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -19.5000171661 15457 user
35 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -13324.2998123 2174 user
35 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 5 -14379.6000481 1476 user
35 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -15355.4999828 661 user
35 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -11297.6000309 5051 user
35 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 19 -11284.1999531 4702 user
35 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -13338.9999866 2575 user
35 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -13365.0999069 3102 user
35 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -15377.1998882 931 user
35 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -14358.7999344 1921 user
36 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 0 -29748.4002113 3794 user
36 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 9 -24609.8999977 9408 user
36 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -32813.1000996 1764 user
36 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -33862.4000549 942 user
36 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 14 -28716.6998386 4976 user
36 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 4 -31806.7998886 2749 user
36 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -31766.3998604 1894 user
36 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 4 -30762.5000477 3897 user
36 usuario10 C ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 0 -31837.3999596 2508 user
36 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] C 14 -33892.2998905 795 user
36 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -21.7998027802 34051 user
36 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -29727.4999619 4299 user
36 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 14 -32908.3001614 1085 user
36 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -27718.9002037 6091 user
36 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -31763.600111 1910 user
36 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -23591.7999744 10931 user
37 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 4 -5145.99990845 2487 user
37 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -19.6001529694 7218 user
37 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -6176.19991302 1318 user
37 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -6183.70008469 1487 user
37 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 9 -4134.79995728 4081 user
37 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 4 -4137.90011406 3652 user
37 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -5165.10009766 3236 user
37 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 0 -5152.1999836 2185 user
37 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 4 -6195.60003281 2084 user
37 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -6160.79998016 1508 user
37 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -7208.99987221 1237 user
37 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -2072.79992104 6081 user
37 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -6175.80008507 1592 user
37 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -3103.50012779 5019 user
37 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -6180.20009995 1947 user
37 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -5170.49980164 2917 user
38 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -22524.900198 3188 user
38 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 5 -19485.9001637 7187 user
38 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 14 -22554.0001392 2991 user
38 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -24584.800005 1348 user
38 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 14 -22525.5999565 3490 user
38 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 5 -23566.3998127 2436 user
38 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 14 -24587.0001316 1488 user
38 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 0 -24587.3000622 2060 user
38 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 4 -23583.8000774 1711 user
38 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -24571.0999966 1440 user
38 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 9 -24.8000621796 25487 user
38 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 9 -22524.3999958 2891 user
38 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -17421.0000038 9009 user
38 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -23550.8000851 1856 user
38 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 0 -24650.0000954 1279 user
38 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -24597.0001221 1382 user
39 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 4 -14353.4998894 2315 user
39 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -8223.89984131 9583 user
39 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -15387.0999813 2054 user
39 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 4 -16402.3001194 1016 user
39 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 4 -1069.49996948 15511 user
39 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 4 -15396.999836 1897 user
39 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -9236.70005798 7242 user
39 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 4 -14375.0998974 2081 user
39 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 4 -15407.1998596 2348 user
39 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -16403.9001465 853 user
39 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -20.6000804901 16866 user
39 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 9 -9229.09998894 7564 user
39 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -15436.3999367 1815 user
39 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -15390.8998966 2146 user
39 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -16410.8998775 700 user
39 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -14411.3998413 1683 user
40 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -20502.5000572 1698 user
40 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 4 -23.6001014709 21598 user
40 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -21528.7997723 764 user
40 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -20526.900053 1089 user
40 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 5 -5171.90003395 16937 user
40 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -19513.8998032 2381 user
40 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 9 -20507.1001053 2072 user
40 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -18451.0998726 4148 user
40 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 14 -19632.1001053 1671 user
40 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 4 -21503.000021 489 user
40 usuario7 D ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 14 -20510.6999874 2015 user
40 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] D 5 -18464.2999172 3740 user
40 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -19470.9000587 2381 user
40 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -19493.1001663 2453 user
40 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 0 -20507.1001053 1688 user
40 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -19517.9002285 2692 user
41 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -10275.3000259 3418 user
41 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 9 -9256.99996948 4775 user
41 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -6177.20007896 7525 user
41 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -13369.2998886 1103 user
41 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -11291.5000916 3060 user
41 usuario11 D ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 9 -10292.0999527 3574 user
41 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] D 14 -20.9000110626 14263 user
41 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 10 -10262.5999451 3143 user
41 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 14 -12356.8000793 1742 user
41 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 9 -12317.9998398 1805 user
41 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -12344.5000648 1506 user
41 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 10 -7193.79997253 7163 user
41 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -12376.3000965 1491 user
41 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -11304.6000004 2413 user
41 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -12324.3000507 1447 user
41 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -9254.90021706 4934 user
42 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 9 -5139.90020752 3368 user
42 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -7199.19991493 1280 user
42 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -5151.79991722 2622 user
42 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -6170.79997063 1327 user
42 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 10 -5154.29997444 2387 user
42 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 5 -6258.00013542 1373 user
42 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -2099.80010986 5407 user
42 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -7282.29999542 1130 user
42 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -6179.80003357 2400 user
42 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -6164.49999809 1513 user
42 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -6286.90004349 1237 user
42 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -5134.40012932 2767 user
42 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -5156.10003471 2189 user
42 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -6210.90006828 1853 user
42 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -22.2001075745 7732 user
42 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -6225.69990158 2075 user
43 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -7183.40015411 1638 user
43 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 14 -3096.89998627 5600 user
43 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -8224.2000103 1275 user
43 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -7191.29991531 1616 user
43 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 15 -21.8999385834 9576 user
43 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 10 -7204.20002937 1506 user
43 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 15 -6187.30020523 2650 user
43 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 10 -4120.70012093 4819 user
43 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -6173.49982262 2250 user
43 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -8201.10011101 928 user
43 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -7256.79993629 1886 user
43 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -7182.99984932 1794 user
43 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -8225.19993782 1438 user
43 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -7199.4998455 1817 user
43 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -2084.00011063 7361 user
43 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -4139.29986954 4136 user
44 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -9232.59997368 1644 user
44 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 14 -2136.19995117 9010 user
44 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -8228.70016098 2003 user
44 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -10265.4001713 1331 user
44 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 15 -8213.70005608 1998 user
44 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 5 -10267.8000927 1197 user
44 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -2090.20018578 9248 user
44 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -9243.90006065 1930 user
44 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -9254.1000843 1357 user
44 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -10251.3999939 768 user
44 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -9243.79992485 1606 user
44 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -9241.10007286 1861 user
44 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -9248.89993668 1310 user
44 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -9241.09983444 1827 user
44 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -21.6000080109 10334 user
44 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -9264.8999691 2077 user
45 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -7184.70001221 4383 user
45 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 14 -6174.20005798 5366 user
45 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 14 -11292.7999496 1266 user
45 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -10269.9999809 1734 user
45 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 10 -11315.6998158 1605 user
45 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 10 -10314.0997887 2051 user
45 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 10 -23.6999988556 11837 user
45 usuario16 D ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 14 -8220.3001976 3825 user
45 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -11290.7998562 1091 user
45 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -11322.0000267 825 user
45 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -11296.599865 1118 user
45 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 9 -9240.90003967 2165 user
45 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -6177.50000954 6028 user
45 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -10269.299984 1235 user
45 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -10267.5001621 1931 user
45 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -10286.2999439 1769 user
46 usuario2 D ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 4 -7190.70005417 2360 user
46 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] D 9 -6179.70013618 3046 user
46 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -5149.89995956 3531 user
46 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -7225.39997101 925 user
46 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 14 -4136.49988174 4515 user
46 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 0 -22.7000713348 8850 user
46 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -6192.8999424 2630 user
46 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -4177.50000954 4483 user
46 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 9 -3116.99986458 6038 user
46 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -8218.89996529 808 user
46 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 10 -7222.59998322 1986 user
46 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 10 -5153.39994431 4540 user
46 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 4 -8224.0998745 1191 user
46 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 9 -8224.69997406 1200 user
46 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -3109.49993134 6167 user
46 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -6213.59992027 2358 user
47 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -15377.7000904 3528 user
47 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 10 -15443.5999393 3501 user
47 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 19 -18474.6999741 766 user
47 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -18468.4000015 1380 user
47 usuario14 D ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 19 -16419.1999435 2169 user
47 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] D 10 -17442.3000813 1121 user
47 usuario8 C ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 15 -21.0001468658 18674 user
47 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] C 10 -14364.8998737 4321 user
47 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] C 9 -17467.4999714 1178 user
47 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -16424.9000549 2568 user
47 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 15 -17441.5001869 1052 user
47 usuario1 C ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 10 -11327.4998665 7091 user
47 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -17450.9999752 927 user
47 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -16416.1000252 2896 user
47 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -16419.6999073 2585 user
47 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 14 -16424.0999222 2570 user
48 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 10 -25607.3000431 2532 user
48 usuario6 C ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 10 -17437.100172 10312 user
48 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] C 14 -26642.0998573 1333 user
48 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 14 -26662.6999378 1186 user
48 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] C 15 -24.799823761 28351 user
48 usuario11 C ['usuario6', 'usuario8', 'usuario9', 'usuario14'] C 10 -26698.800087 1122 user
48 usuario8 D ['usuario5', 'usuario16', 'usuario7', 'usuario11'] C 19 -26644.5000172 1737 user
48 usuario16 C ['usuario15', 'usuario14', 'usuario1', 'usuario8'] D 5 -24583.0001831 4065 user
48 usuario10 D ['usuario14', 'usuario9', 'usuario3', 'usuario1'] D 9 -26751.8000603 1034 user
48 usuario9 D ['usuario11', 'usuario7', 'usuario12', 'usuario10'] D 14 -27645.3001499 400 user
48 usuario7 C ['usuario8', 'usuario1', 'usuario13', 'usuario9'] D 5 -26694.7999001 1911 user
48 usuario1 D ['usuario16', 'usuario10', 'usuario4', 'usuario7'] C 14 -26637.2001171 1781 user
48 usuario3 D ['usuario10', 'usuario12', 'usuario2', 'usuario4'] D 9 -26672.9998589 1343 user
48 usuario12 D ['usuario9', 'usuario13', 'usuario6', 'usuario3'] D 14 -25607.9001427 1998 user
48 usuario13 C ['usuario7', 'usuario4', 'usuario5', 'usuario12'] D 5 -20528.7001133 7442 user
48 usuario4 D ['usuario1', 'usuario3', 'usuario15', 'usuario13'] C 9 -26669.3999767 1646 user
49 usuario2 C ['usuario3', 'usuario6', 'usuario14', 'usuario15'] D 5 -5144.90008354 3213 user
49 usuario6 D ['usuario12', 'usuario5', 'usuario11', 'usuario2'] C 19 -8242.70009995 1667 user
49 usuario5 D ['usuario13', 'usuario15', 'usuario8', 'usuario6'] D 9 -6169.6999073 3324 user
49 usuario15 D ['usuario4', 'usuario2', 'usuario16', 'usuario5'] D 9 -8221.60005569 904 user
49 usuario14 C ['usuario2', 'usuario11', 'usuario10', 'usuario16'] D 10 -3110.19992828 6155 user
