,userid,a,v,t,z,a_st0,v_st0,t_st0,z_st0,a0,v0,t0,z0,a_st10,v_st10,t_st10,z_st10,a10,v10,t10,z10,a_st20,v_st20,t_st20,z_st20,a20,v20,t20,z20,a_st30,v_st30,t_st30,z_st30,a30,v30,t30,z30,a_st40,v_st40,t_st40,z_st40,a40,v40,t40,z40,a_st50,v_st50,t_st50,z_st50,a50,v50,t50,z50,s2,s1
3223,155,6.556157015005951,0.7270240589681428,0.6612934631224465,0.4527443013578276,0.7694890259034657,0.17298083393233515,0.24465189064422843,0.0891116669101204,5.086006008935032,0.5023019645581631,0.4971041445344734,0.4581013303249554,0.8699924757637717,0.2137156439336328,0.26416363195635484,0.08685157125951905,5.210008253683309,0.6724340308778445,0.5360258972375845,0.3988626828854693,0.8900164846449641,0.18342363380296137,0.2541077263207882,0.08828547952751188,5.535478984115172,0.5621034641032192,0.5146796792874052,0.4100639933924321,0.7605097314157688,0.153687773320656,0.24102099655185763,0.08519543792891962,5.353593571452043,0.4299352334339215,0.49052216841911084,0.47311199150523026,0.798338980166738,0.2259386563258343,0.24530506416107906,0.09035251876832787,4.677855792173183,0.6385511075698485,0.5107309482306303,0.4325436907858065,0.834165492412189,0.23185925140687288,0.28497260125135676,0.0880642300071737,4.7713709676735565,0.7022720945529255,0.5583007740387639,0.41408371533751015,1235.0,57
3280,134,4.414257182716867,-0.8476174561590066,0.730012702206862,0.5461007356157217,0.6757861889026625,0.23913090511066656,0.19849726201402915,0.08924910434369525,4.040694424376737,-0.7133506478042054,0.4739627913762187,0.5334527762202966,0.5511710734242674,0.2245223945167045,0.35377696981255313,0.08812780395159828,3.650611101710121,-0.3685399532878101,0.6607304852971739,0.5366222807850265,0.8667698292673723,0.27245238300237495,0.3011257794508103,0.08756389384994191,4.600087672223766,-0.8787672271429375,0.6255936456649609,0.6026954931978573,0.8230712274367831,0.3059793694047643,0.2743175273509179,0.09028875288052894,4.175317572436602,-0.9788692012450458,0.6216412699469754,0.5888660366032686,0.6717363040863736,0.22099180023716172,0.2640504621119942,0.09343028673242487,4.079062207687057,-0.5826606941675458,0.5535189329348549,0.474697838402682,0.8269670937891431,0.35634978802873785,0.281513108349444,0.09300802814597205,3.8267474008044755,-1.0858200479330538,0.6536294982629127,0.5774661003102398,-628.0,-54
3338,111,5.573445635131688,-0.24842780283403465,0.7875172495606029,0.6006141621808558,0.84778570323475,0.1284028316756291,0.23442217429749887,0.0847314581263673,6.165174617743443,-0.29472429273771855,0.47233259865657934,0.5840220089030174,0.6629316766008281,0.11848742311199449,0.22724693828907874,0.08260520292397926,5.672474129745534,-0.1463546641075951,0.4613242435882675,0.5846348702860716,0.6401417669178426,0.17318633586244384,0.2560254813129968,0.08806618783186598,4.66840725942344,-0.3921843336027842,0.5188513044838993,0.5490514455857349,0.5465961590962316,0.14321064967335395,0.24667138255895674,0.08502152553671909,4.686556732947186,-0.04061269574901051,0.5018764413788318,0.5067707932249477,0.6495022893008534,0.17272556925181257,0.2678818640862591,0.08663518650431502,4.695993490979377,-0.29783095073534194,0.5376301934018212,0.5683852946909794,0.5943082585621925,0.14889944478375228,0.22917225045002262,0.08626950384154762,4.67164582545668,0.09143388286593578,0.47570185962732847,0.49620809946518346,240.0,-24
3396,90,5.039710397324065,-0.25898058423381676,1.3250909037621563,0.5447823484698807,0.5434677762734613,0.18004500783343066,0.2911232073333954,0.08895149643577403,4.12310387608639,-0.17999737790853032,0.5647779184244777,0.5289900313610334,0.6063060511895487,0.1893934559303625,0.28692418881065784,0.08765133294793671,4.40388473323604,-0.32908888549670434,0.566237220184437,0.5755677445001361,0.643831390107613,0.1221578432471518,0.24702079825042045,0.08766212184332722,5.398598222723719,0.05055666807971886,0.4811579862967026,0.48127407085738316,0.6610215521173366,0.16008444906691713,0.26458351866922747,0.0877691411929015,4.883408486863169,-0.3614192565645283,0.5127959929879595,0.5450078398551637,0.7582249466330145,0.15351762531700533,0.2422894449849638,0.08489771476216068,5.3720795785706,-0.36117945608423296,0.4985005387213075,0.5775939924778047,0.6351629526052973,0.13712342187524673,0.24097426824500887,0.08970882875471789,5.102515166503884,-0.0825581576546954,0.4761746691056275,0.5125897866050493,108.0,-28
3454,99,6.708278073935507,-0.6115670298110761,0.5506914881899192,0.52976291925568,0.9203104160614614,0.15437536055335027,0.2439164852720651,0.0860431876685252,6.091608678948434,-0.4553693004943534,0.48076758054371943,0.5967912126216358,0.7590057923382554,0.17975332910004757,0.24615972756421617,0.08687664422865428,4.969981406475398,-0.5288843456362988,0.5053910305578387,0.5467662371267856,0.744743560607749,0.17701094578094184,0.23366958603394644,0.08634502535468609,5.025000765871793,-0.503036099068284,0.49457896828402964,0.5456210541875589,0.8618044857255519,0.18448823015943194,0.25670833557372125,0.08601231913134422,5.402117199583785,-0.5627893358394952,0.5142201047460183,0.5887064848660394,0.8482078145532858,0.2690924239684361,0.303413539137494,0.08947821638747984,4.64143164209282,-0.8419121987792407,0.6123900034326456,0.5996674344759885,0.767878003172954,0.15258402022870063,0.22670317517149996,0.08968307062807869,5.420396906283172,-0.36840149662794386,0.456157689764984,0.5189488138921294,-396.0,-58
3512,115,3.2988271607312543,-0.16930628750834276,0.9936794057069788,0.43951793528329725,0.5047905448788373,0.15936137423198599,0.2643893487103307,0.08374579634810765,4.226305962308593,0.04541017490097133,0.5282961612637476,0.5069850652439104,0.527472310176673,0.18403306213720316,0.2770703070972843,0.08779087862301696,3.961984999003007,-0.13751390179303458,0.5590033946716613,0.4870281239694483,0.45614766305136895,0.31619197018716766,0.3136333840704925,0.0863306712579956,2.602449105049522,-0.34145215990325956,0.8439012798822962,0.5406374565155527,0.48845568352340424,0.2628714313214966,0.4122271858249702,0.08909527542484065,3.0126423931887887,0.1396385967154021,0.8394995838533327,0.4680903180967705,0.756668169897063,0.3596427923680063,0.23238267630902665,0.094681176481976,3.565238294702937,-1.0957736692223878,0.5935589575902376,0.5514188680800383,0.5734800430788992,0.2821234422798127,0.3142541550126689,0.09330841792843522,3.3681402256102904,-0.5967172257292837,0.6782820158025981,0.5450498442929176,271.0,-22
3570,53,4.107664060662983,-0.19141190497949356,1.0769432527929654,0.4560948913906717,0.5833894437640097,0.178974636869354,0.27221527174500243,0.08836320549419836,4.299837702402376,-0.2895253281330493,0.5409426670649637,0.5356305513073875,0.5146466392536602,0.2028292940579783,0.31280834631644067,0.09007847565396836,3.7269605572999325,-0.03947958186089633,0.6198075329398757,0.49078077370461,0.6509911108025976,0.12969550483552797,0.21600579246460616,0.08134019908414628,5.267247836131354,-0.21513162389251675,0.4488268375678913,0.44191246461516565,0.5172489195366664,0.17878716968805206,0.2583563486220293,0.08630984346848353,3.990338265699009,-0.15301668691434428,0.5366484298662624,0.5032979071894338,0.5219268020710307,0.18996613431707757,0.28563101136377184,0.08726181670753236,3.8387596958011954,-0.15788177157222363,0.5880300864339332,0.4917852007390232,0.5699302929557409,0.2666585185917691,0.2904789041998533,0.09408590958656214,3.498365338491346,-0.5572094667897661,0.6216760250981859,0.5431096713931273,279.0,-26
3628,27,3.7311769932952785,-0.8661719007061133,0.5378729226922947,0.5301350101231563,0.6004767607603383,0.2711487019148861,0.3537356122026261,0.08823550573144247,3.537684372080307,-0.6738728070938521,0.7185815272962772,0.5671020854548426,0.7668145518656829,0.463756565375219,0.21131335011478222,0.10081550704275985,3.004055710283919,-1.4424062669618016,0.6503986327216446,0.5427135106786992,0.5489920918105621,0.2713020794673318,0.28969583095616364,0.09395398485820994,3.2347762076971485,-0.5900483120095711,0.6796741766575112,0.5081842123357732,0.45956287523919936,0.30360713526530836,0.15643672833194286,0.09302110469287371,2.8792988127607955,-0.6283788031564052,0.47047790467180306,0.49522344035719973,0.739335622880138,0.2530111036976937,0.24278862116620323,0.08884949001026207,4.237451774459489,-0.7634795057805379,0.5296850956769439,0.56027540789964,0.8296975343656569,0.4352136906598125,0.2743594174612837,0.09882529630653206,3.4254604460192772,-1.2718978473141478,0.7103092345794831,0.5635746635931779,-416.0,-52
3686,17,2.5266222921874797,0.6108330461767705,0.6645026742138879,0.4670792957158386,0.6806106830964955,0.3756720917112862,0.2853417088993037,0.11651199624788278,3.0302832420699057,1.085299423543995,0.7394299240773866,0.5196688700040091,0.35640655201667903,0.4974364608390274,0.19717137627033385,0.08767384484078808,1.6553619095167582,-0.09372359377483284,1.207849117767562,0.4942050808151936,0.4157253426330605,0.47645543248517336,0.20013296617562812,0.0857798808309737,2.1267305341077023,0.986601587188429,0.906466824654854,0.3966899586861082,0.9254284489338003,0.44435423521338807,0.32078392962940594,0.09958526371306475,3.5749296844717824,1.4999414226375913,0.8688613214445271,0.42204122181696685,0.3929958212399175,0.41176907272385743,0.251238243844529,0.08872179632824698,1.9747485867984815,-0.2294635496451836,1.0198004834580408,0.5598373922316949,0.6325997878975672,0.360654861975975,0.14505037813682928,0.0941755518765029,3.0698516504612394,1.0293453245617408,0.4084530709594541,0.49306769398980826,1159.0,32
3744,30,4.660656436349112,-0.8402989128792845,0.6829637935994937,0.44167773640946495,0.6635195681891184,0.2604350838373241,0.25984791783276806,0.09243407620429495,3.820859335002749,-0.7307680551714674,0.557705306280856,0.5099106360977872,0.8369867241691993,0.37855205047104346,0.2701061790364868,0.095514147027989,3.6085871335499426,-1.212642075241318,0.6773656707186414,0.5660464009958317,0.6710399465985144,0.19953879886064047,0.21405424609685117,0.08814479824163017,4.332323264736153,-0.5618849773315966,0.4817476292750892,0.5078969054742696,0.7533318491651584,0.42630594954687456,0.2240211841768563,0.09903774085123197,3.184799320777898,-1.3338739282511725,0.641117478075132,0.5473500787425216,0.8613943818135948,0.3679327431137587,0.3270946433087171,0.09578861853714635,3.8355988200022195,-1.1879721723336827,0.7549952351229183,0.5781749331514885,0.7063100410666212,0.2008271729513551,0.2183918835444889,0.08803853471214006,4.47810712512408,-0.5452266417433522,0.4661502199266461,0.5365869110274136,-668.0,-58
3802,29,4.45936243787134,-0.3865343945466546,0.8328556164115144,0.4975129964170475,0.6954143767974734,0.16059653306750682,0.25338596292815246,0.08596383868048635,5.164869171245562,-0.36067370974834156,0.5065683264640524,0.5692778923906346,0.573455250074739,0.15591000692186438,0.25089670025941,0.08569174194023024,4.561222774363848,-0.22462890710519953,0.5015043760815342,0.5083744111773346,0.5746584798150451,0.18217917406177697,0.2828308250611546,0.08911312927376643,4.25586267861642,-0.29993506142586773,0.5576312380009731,0.5417221226444288,0.6474457280735907,0.23236849366536214,0.3102641632748118,0.08961902884631587,4.093663655010837,-0.5305118804186684,0.6104250097011111,0.568382849826116,0.6663373966429766,0.2408890219884,0.24125621865708313,0.09012510142415937,3.9518638065772635,-0.672222074876122,0.5454180814564912,0.5050610499558945,0.5922492256929378,0.26824003649200556,0.2943479841879328,0.09170652553095124,3.5912465154546576,-0.5528963192919522,0.6215514111034196,0.54828383986916,-252.0,-40
3860,88,3.75740594226526,-0.4424488577052647,1.281815601730114,0.5308659181212382,0.6194462954522336,0.19442152230392756,0.3002137271212531,0.08733120744524711,4.274976395324508,-0.3255539208019381,0.5767946869604562,0.5607843088265854,0.5528425016635952,0.18998947046187936,0.27692761169470154,0.08617312027024475,4.125630493129253,-0.3159273710887998,0.5540018806230664,0.5445916033999698,0.5868046303334177,0.23044357104461088,0.3499194887123693,0.08772463135014501,3.8564178781684615,-0.4062681649071944,0.6612715779174079,0.571015010143311,0.641215886714843,0.220443567157684,0.3153905190236649,0.08907059478036318,4.186799788840426,-0.5206618438997769,0.6083814837934165,0.5671268456247373,0.5722423049957185,0.2680938115030068,0.3481406928240547,0.094871517257144,3.3580620778606542,-0.6070067069631238,0.7388313150283911,0.5278684018077261,0.5193065739059425,0.23908092788087842,0.34696926561616376,0.09036692407864183,3.462018952254633,-0.18201621505806861,0.6584440248792989,0.5372805675962484,-120.0,-36
3918,95,3.1395538890244907,-1.1087265775932709,0.32772583907797925,0.5756449529074622,0.5505793516416961,0.3626600867579734,0.09393618011719966,0.09226642707550096,2.832140794826748,-0.9999273593797325,0.28415822629860654,0.4834107589516727,0.43924524423969147,0.37839804779134867,0.24106143078270317,0.09715706669994052,2.3255238136056406,-0.5191450567052052,0.8358032223093013,0.4892248520978139,0.7153973257743684,0.3832163242389018,0.22108758263878622,0.10091473162736245,3.213159150815487,-1.194356000967702,0.6163708507005662,0.5323892884743102,0.8184772515781429,0.7780002145196792,0.1538713788760232,0.10874676382183762,2.332961446435984,-2.400703193947495,0.8388729560654697,0.5218236259500189,0.6354020506381115,0.37870117462493047,0.13495373962686114,0.09433003560697963,3.1410923346980577,-1.141922808104474,0.4024337332972267,0.5312135124909463,0.4223122299708387,0.3879816675597779,0.22439048805460696,0.0941780737455334,2.2959622360251273,-0.4628736057365436,0.7226708048626347,0.49856769996084477,-492.0,-50
3976,80,2.915534772774433,-0.37374046330417443,0.8982098302919854,0.5297887027050631,0.4171364478125461,0.3188038993617204,0.24222934891219558,0.08496142630093065,2.6897210153404454,-0.4506731566120137,0.7166788032825508,0.6062810769928174,0.5118032668017098,0.2368129297800862,0.31690936670080067,0.08783028323606921,3.3923934357724064,-0.3615060495168123,0.6634061024077672,0.5193118045252547,0.44121873336778916,0.2635425021095307,0.2669127461041776,0.0886628548299605,2.9694777498838394,-0.21584822140214163,0.6574653633490233,0.49660330930221525,0.448585810153328,0.37267571032181657,0.23248197926890254,0.09170053352725123,2.3963729369031137,-0.6028902230000623,0.7812102615910732,0.5272621278459423,0.49285356233785244,0.25338682363764553,0.2893233190040198,0.0912817442168421,3.1999786991289,-0.38656880908084656,0.6583448204326559,0.515712521590069,0.4728243626626448,0.2147658343211165,0.25159181274939113,0.0898296122601386,3.576545829791086,-0.07502973302595803,0.5435686877060075,0.4574947132268461,-48.0,-26
4034,41,4.911717107246734,-0.3281147303821333,0.8108479955342651,0.5262158168906128,0.5407632815443898,0.17288832992284056,0.26771767895949866,0.08907031358905579,4.280752940410372,-0.14140494674524567,0.5360954382496227,0.5075485554639697,0.5887265190822363,0.16523755128451476,0.25897890305355453,0.08627026461729215,4.534995839425715,-0.25650016141447857,0.5222481886002774,0.5363925788166527,0.5808783402488021,0.1648419500331145,0.25711507171962894,0.08636306151155916,4.577266513373518,-0.2464849523943109,0.5226448820305998,0.5272921720067473,0.6178884629254942,0.19522986922816732,0.2483865483007328,0.08701057620830409,4.230847546333526,-0.43889882406436714,0.5260210412108467,0.5399823866776717,0.7021541606165764,0.1395296329883211,0.23021066368759238,0.08631463309153639,5.411581290243591,-0.2964380001108735,0.4762385263965158,0.5390141193969401,0.5416619176261258,0.20122892936210113,0.244360931938992,0.08504036877147121,3.8537497128686824,-0.27151993015509923,0.5160345539432123,0.5314657621795139,-233.0,-36
4092,2,3.2306760949895104,-0.061100536998364735,1.2898277167982106,0.39359216844072137,0.5479535847869431,0.17449050181291792,0.2764776104384653,0.08511107083242804,4.319772774258113,0.1929512725206892,0.5443863387410948,0.45265357637468856,0.5081602488298808,0.17040398578360597,0.2710362996469007,0.0838396003491195,4.023945503318148,-0.030162220444374905,0.547191735446958,0.48471191235562855,0.4576726342627961,0.21437330307182065,0.28354043472403745,0.09097535825982692,3.431081221460804,-0.175641482548461,0.6053511313067931,0.4926879825817419,0.6222259418892682,0.371590784650776,0.3936047125913407,0.10055963437965602,2.717487127981674,-0.8461277756661779,1.059464951818885,0.5232111990908984,0.45725941173611956,0.24494830387540337,0.28943712536014043,0.08675820701956902,3.0677578461197115,-0.05881328650006852,0.6713523966149215,0.5020058767814946,0.5273508051852112,0.2982030822637775,0.3585777898177593,0.09777465562583935,2.9818071403802278,-0.34490830177988957,0.761632299003072,0.4960436518577823,163.0,-18
4150,114,5.1131420234468,-0.23446569066574824,0.9699057106593413,0.5063604121896713,0.7901136436689878,0.1344761695621761,0.24057945262417432,0.08569406540162329,5.959132070393207,0.3221976132265422,0.4817723155551624,0.40589343071229034,0.6880852865970993,0.17217150184026275,0.26270059992694594,0.08606515478158884,4.852769932493655,-0.3977364631141466,0.5249272146140245,0.5635926355844824,0.6009767734657655,0.19617830227560507,0.29085594748670407,0.08645570172357551,4.239592815726106,-0.34481662896356086,0.5704682522102674,0.573695837390552,0.6704844809250586,0.13250677940030475,0.22494662321240483,0.08539778032962198,5.491027723324869,-0.28284409887222417,0.46059999956625586,0.5405989718389017,0.680750321857884,0.17047076085649362,0.270045317064279,0.08578557712166242,4.848339339375566,-0.3980712981538402,0.5282593964404864,0.5647700956599692,0.7293384055944098,0.1875096046580358,0.23537198438585427,0.08917155830474045,4.715243000966318,-0.4796958924414173,0.4821067513239107,0.522576093622244,88.0,-30
4208,160,4.795419933678163,-0.3670206220755883,0.5285002133010763,0.608881644819429,0.8687960062854756,0.1443492788894618,0.2450105557520353,0.08637283370323295,6.112463628336434,-0.4196737565767323,0.478288228978181,0.5832561672950173,0.6397318266719816,0.17048032529999937,0.26192005783920147,0.08525090838362075,4.662820188075425,-0.312772431955716,0.5326464923906707,0.5848868028344205,0.5385211641117148,0.1624925461958458,0.22147653032295236,0.08293945642855356,4.297470600397094,-0.23514424310482554,0.4778220241554546,0.5153674420937687,0.4903490287350839,0.24207436664651538,0.3127258143858636,0.08980981467040339,3.2610830696025124,-0.37913839203415334,0.6731953391443363,0.513855417125799,0.5978817939460083,0.15938795979990644,0.260834105725863,0.0845023794882124,4.570272392517134,-0.2475322366800888,0.5183665215692743,0.5278916965196173,0.4952461761076115,0.21998412651102106,0.24385094172070373,0.09007530384759083,3.4939472843377053,0.04307652750445953,0.5529798151919197,0.5855578917125558,16.0,-32
4266,4,4.3976571078064985,-0.7407461270908193,1.2052559891610115,0.5859308946132479,0.6825528905981291,0.20724304137470964,0.30605692136546647,0.08406188696277907,4.503387034371442,-0.5183610917698573,0.5891724898316572,0.5977771467210484,0.6319329737909131,0.21934884885382214,0.3251913380305551,0.08646658464065761,4.104979392276421,-0.529153408199034,0.6317257709051511,0.5653503139790301,0.8322539687911461,0.20272433875502904,0.2615236932985521,0.08886036628935312,5.134725968948559,-0.604774494129832,0.5246052187600143,0.582310375526031,0.6265476732605312,0.23126114571984566,0.306352063485732,0.08553161129861081,4.078108453954133,-0.5826229860720757,0.6148380416610489,0.5907461852176109,0.9079272022479428,0.3143568594985159,0.33034839258236204,0.0904853685408564,4.473231885933309,-1.0187364790270832,0.6815294315406489,0.6076549995250673,0.5961707540206718,0.2113902436104104,0.2842816379675247,0.09090067376965867,3.9802976962901697,-0.4081170659472014,0.556708985725006,0.5178133352080054,-208.0,-50
4324,42,3.682618833375962,-0.5056715411371131,1.0048801044587392,0.5965442548822469,0.6205503109178058,0.1884154641409838,0.2649927695417812,0.08933856352042065,4.2893008120998,-0.4014837985962751,0.5418473362590541,0.5169770331674657,0.5531340497092513,0.19879309462247102,0.29818357570002163,0.08517168527874722,3.98644757528867,-0.3415041762912399,0.5896337192809695,0.556082513972975,0.4730370563670313,0.24414659683172246,0.2587057288210208,0.08893593508757101,3.2715603000239133,-0.15977428434893132,0.6265005281303073,0.5774455646078667,0.6010448880299095,0.33365077114624736,0.4781370790294139,0.0978135856274581,2.781438823842627,-0.5045439270117033,1.0325922023327077,0.5229911874344714,0.7507150041999966,0.2367820088747035,0.27742857798758347,0.0884051843542476,4.3592834034341985,-0.7180713276730796,0.5746265294430148,0.5569654030771719,0.4914333750201243,0.22272865476397588,0.32049387566180215,0.08780322238727908,3.4539753564726077,-0.12564168778927504,0.6261986753258172,0.49755787334566376,60.0,-34
4382,15,5.168487212602317,-1.1956145038033936,0.47719563838092216,0.5840107891129395,1.0208421297804864,0.38785391190724294,0.4309313932501426,0.09159531724890466,4.510557370324036,-1.1917708803631457,0.8260053620440316,0.6176650651204935,0.8574079048782736,0.4085088925174384,0.28230163889380033,0.09161063467689569,3.655289642108502,-1.3621089170661473,0.7489055103711586,0.584431242389504,0.8994735246844502,0.3798066952379772,0.39792981832153806,0.09930219928010381,3.7268346172621167,-1.2380884013004883,0.8789323735400315,0.5720644936017888,0.9067611964311005,0.34122865726217855,0.32081068387098305,0.08910088954905916,4.313371348332168,-1.0930392065973813,0.7045911958495327,0.6043043486723664,0.6223890419947868,0.2588527093680216,0.18302396561002313,0.09241115685395616,3.628019048375473,-0.7128573290271633,0.4597362678660708,0.48454823969187183,0.8190366891712169,0.2748737457938573,0.33839255609176283,0.09228068371175338,4.278433610092001,-0.8259422133144025,0.642010545671299,0.5733858617589065,-460.0,-58
4440,101,4.1709911226862415,-0.1774744892960187,2.245154130349566,0.5654825376543524,0.5900501255316362,0.1478406857400007,0.26074603758307313,0.08844096603002634,4.721282096208843,0.05824839650090542,0.5175822256488534,0.4871335742195229,0.6495879282694812,0.12649513186922212,0.24702205976386563,0.08501932033120209,5.278387507009711,-0.04362648368138789,0.48554377578208846,0.515347489585537,0.5773826836517412,0.15723285652821165,0.27457601923237374,0.08624464533543895,4.430995465442785,-0.040904708475586825,0.529266586955056,0.5042263842573292,0.5819836005955626,0.17217294940045735,0.28975223579453946,0.08599092988412918,4.311398261944905,-0.1835956379174357,0.551516728489637,0.5479657763582237,0.5235126311880617,0.18530496507003585,0.31260765442532756,0.08836691736121546,3.9054889785484828,-0.05942301758579641,0.596879485868967,0.5105461354203203,0.5557251761876528,0.18465945876832185,0.2857414775693432,0.09017946732755762,4.075804062299035,-0.132321214146139,0.5523194327609952,0.5281501037859345,260.0,-12
4498,75,7.3062766092899905,0.5975339751187473,0.8721471446422477,0.4653337685016289,0.8381135256248096,0.1465330688020782,0.24991761221674538,0.08366680121285723,5.819327240063838,0.4470310377899499,0.4886067283325747,0.42827480984872335,0.9652582390703377,0.2001681951028974,0.2641738298753234,0.0851733230787263,5.6713336652606605,0.6177454592340718,0.5295267924781561,0.3871675448089871,0.8622376766219432,0.20651418109779648,0.2784568092051843,0.08568516825094505,5.212669808946013,0.662589763694055,0.5493692569986011,0.40186906521208215,0.8381560422826153,0.11973683517673213,0.23395396264982568,0.08522233654777758,6.303907922716819,0.3360512065514599,0.4554645999673782,0.45626311312522794,0.8596911497054681,0.12829992649123373,0.23026687980340854,0.08651037438367416,6.282171278750778,0.35630846069546757,0.45958514767310515,0.4445430584305394,0.9591990661802944,0.24533275488200382,0.29479329160330425,0.08921784096404561,5.200922297074765,0.7205012122426773,0.5650839102043539,0.3890177130982269,1371.0,58
4556,96,4.97185188336745,-0.2644600882939234,1.0371149358120269,0.5499240109530659,0.6295299744339301,0.12255259927319986,0.2329780156145022,0.0845315461052357,5.376516940947902,-0.050238670970803374,0.47453567499728916,0.5312325117555885,0.5712407739994418,0.14822932906328481,0.2678246548961843,0.08642625413208561,4.628709364679062,-0.03461023681770047,0.5212703724866645,0.49655157523303917,0.593318342990485,0.1614447376414499,0.2598455469762483,0.0859138691763999,4.604568373532743,-0.2688090107278971,0.5231801646140954,0.5477845127968882,0.6328148467230816,0.21993473582469353,0.2810466269377882,0.08736286538772037,4.158907602686878,-0.49899196276506813,0.5762638270228712,0.5606184181980861,0.7120385644190952,0.15465602060378617,0.25502396065989513,0.08761909290641191,5.171416015177065,-0.3424789016634476,0.5026118424805125,0.5502703573859867,0.6785047259584996,0.17676273939945245,0.24964311085911692,0.08656891348580734,4.7362873822427325,-0.3871480167251125,0.5014224314509501,0.5791962743664512,-212.0,-28
4614,5,3.246022732847716,-0.14186864808710192,1.1343964457861815,0.5746252702224925,0.7498998694086338,0.2798157740210967,0.23436966990498578,0.09398459647016796,3.8982473168029634,0.8850999373127254,0.5555228204470293,0.451965352490134,0.5101207810572748,0.1867432525681948,0.2927175336090284,0.08860467452867385,3.9225798585567677,-0.07103846871706009,0.5822733202682446,0.5241640017977262,0.4855113392327232,0.22177625487020758,0.3453742161619237,0.08890412058396754,3.4116686592384,-0.0847071508375674,0.6806651821581805,0.5221299953727845,0.49701034275687583,0.21704739460939196,0.3203305411678163,0.08805661544757079,3.5510093421414783,-0.20766963504635455,0.6419861307455693,0.5238045879204799,0.44570044819034343,0.22536570854564938,0.2850234134600526,0.08678293681115115,3.221404743379855,-0.06856998913918656,0.6342696460495844,0.5113425543808345,0.5223932396765874,0.28646615902130773,0.34998229946150966,0.08990708233965014,3.1082542660424695,-0.4356085967317671,0.740910811751109,0.5594984188472946,339.0,-4
4672,89,5.098449388993018,0.04640185063048697,1.2828054137190377,0.4939423410380153,0.6895815472863304,0.14645691175929132,0.23581115918490003,0.08708901213663146,5.262268976922115,0.3057902792544659,0.47975257630310353,0.47155864674697,0.5654141852250849,0.1649932485660886,0.2843556564792666,0.08735649651549213,4.327293385834338,-0.06496174068786673,0.5488194454450882,0.524683846384689,0.6279339180163612,0.12413899962882989,0.23085397842868205,0.08498403230678772,5.408083477901733,-0.11824015517571117,0.47135391594915577,0.5291909145565111,0.6085734623688358,0.13234234966753183,0.24221951876112813,0.0855334992397316,5.070641446306315,0.03615205606421791,0.48602135197070545,0.5030020042189682,0.5822231845231397,0.13929353746409784,0.24489668018496955,0.08528007242200471,4.878950670129664,0.03179923291206549,0.49080137050130684,0.5140413095183999,0.6401376749941183,0.1603452169472891,0.25338000341910694,0.08785050332223007,4.744042770469258,0.14599550993676474,0.5049398554346868,0.4389053841426041,371.0,6
4730,159,5.2429515492116705,-0.7934086804442241,0.4794644930662067,0.4998250568993698,0.7700896263045808,0.17609301610482414,0.22913678172247512,0.08579438800600739,5.086351095330605,-0.5018730233489247,0.468673438865607,0.5481801619281069,0.8237337537240995,0.2293084529718633,0.27550082330494474,0.08738688046718741,4.824255419258017,-0.7004992008001906,0.5522416284436232,0.5846076197056775,0.7553122373768633,0.2573115080534043,0.2656344145056724,0.0895811021749988,4.330484881070634,-0.7868512969458882,0.5672396584163418,0.5681878146877212,0.7093902351768337,0.27646618677083185,0.2198954828120206,0.09219386357033742,3.910473039884902,-0.8556045328817642,0.528464314062436,0.55130983678218,0.663430003467713,0.28637758268916474,0.2174487575035788,0.09215848104880303,3.5996546257502176,-0.838889829969709,0.5264421480382879,0.5224684024375731,0.6895331708610352,0.26935939948846993,0.23447902129812412,0.0917908454371291,3.870775573174431,-0.7346049813183391,0.5155725411976785,0.5337169131770527,-712.0,-58
4788,7,3.84192793953058,0.09077600527515035,2.164692793959892,0.4217338478616153,0.5947805816320786,0.15785881181762834,0.2705039843489362,0.0851912157957485,4.53146298310907,0.1670476297700929,0.5284350539018328,0.46847756710108657,0.5624338372718686,0.15788856549414862,0.27746700390458473,0.08794199967134361,4.449585893032003,-0.0482707575613537,0.5359421245904392,0.5068425426852792,0.566532676078191,0.15850714264132515,0.2650896250902237,0.0875548080597412,4.491344950377985,0.061219463510556384,0.527233948827584,0.48255022761020055,0.5439701757381755,0.16937913326360202,0.27020472906509757,0.08961267946728081,4.306351368551367,-0.04492761021018971,0.5396697312556054,0.5013931660267783,0.5382202376459597,0.17518401102646067,0.29227303342447997,0.08726547553498587,4.085933485758438,0.08042930568299049,0.569122695842138,0.4705828395693164,0.5322261640556243,0.20331274732095955,0.29315199253697094,0.08911239020381996,3.847719862387474,0.03984066413576294,0.5763053165614693,0.46929857889768933,483.0,0
