,userid,rt,response,round,context,strategy,actions,prev
4180,149,-3.47,0,15,1.0,MCC,0-1-0,0-1
4181,149,-2.75,0,16,0.0,MCC,0-0-0,0-0
4182,149,-3.69,0,17,1.0,MCC,0-1-0,0-1
4183,149,-3.79,0,18,1.0,MCC,0-1-0,0-1
4184,149,3.7,1,19,2.0,MCC,0-2-1,0-2
4185,149,8.83,1,20,2.0,MCC,1-2-1,1-2
4186,149,5.85,1,21,1.0,MCC,1-1-1,1-1
4187,149,-14.99,0,22,2.0,MCC,1-2-0,1-2
4188,149,-7.27,0,23,1.0,MCC,0-1-0,0-1
4189,149,-5.99,0,24,1.0,MCC,0-1-0,0-1
4190,149,9.43,1,25,1.0,MCC,0-1-1,0-1
4191,149,4.91,1,26,2.0,MCC,1-2-1,1-2
4192,149,3.45,1,27,1.0,MCC,1-1-1,1-1
4193,149,6.79,1,28,0.0,MCC,1-0-1,1-0
4194,149,3.51,1,29,1.0,MCC,1-1-1,1-1
4195,149,2.31,1,30,0.0,MCC,1-0-1,1-0
4196,149,4.56,1,31,1.0,MCC,1-1-1,1-1
4197,149,-7.24,0,32,0.0,MCC,1-0-0,1-0
4198,149,-4.64,0,33,0.0,MCC,0-0-0,0-0
4199,149,4.49,1,34,0.0,MCC,0-0-1,0-0
4200,149,-8.57,0,35,0.0,MCC,1-0-0,1-0
4201,149,-1.57,0,36,0.0,MCC,0-0-0,0-0
4202,149,-3.26,0,37,0.0,MCC,0-0-0,0-0
4203,149,-4.56,0,38,1.0,MCC,0-1-0,0-1
4204,149,-2.9,0,39,2.0,MCC,0-2-0,0-2
4205,149,-3.46,0,40,2.0,MCC,0-2-0,0-2
4206,149,5.33,1,41,0.0,MCC,0-0-1,0-0
4207,149,6.73,1,42,1.0,MCC,1-1-1,1-1
4208,149,5.3,1,43,1.0,MCC,1-1-1,1-1
4209,149,-3.97,0,44,0.0,MCC,1-0-0,1-0
4210,149,-3.72,0,45,0.0,MCC,0-0-0,0-0
4211,149,-8.23,0,46,1.0,MCC,0-1-0,0-1
4212,149,-3.89,0,47,2.0,MCC,,
4256,40,3.41,1,1,,PC,---1,--
4257,40,5.23,1,2,4.0,PC,1-4-1,1-4
4258,40,11.78,1,3,3.0,PC,1-3-1,1-3
4259,40,4.92,1,4,4.0,PC,1-4-1,1-4
4260,40,-6.2,0,5,2.0,PC,1-2-0,1-2
4261,40,-5.84,0,6,2.0,PC,0-2-0,0-2
4262,40,3.01,1,7,3.0,PC,0-3-1,0-3
4263,40,6.81,1,8,3.0,PC,1-3-1,1-3
4264,40,4.24,1,9,3.0,PC,1-3-1,1-3
4265,40,-7.38,0,10,1.0,PC,1-1-0,1-1
4266,40,4.25,1,11,2.0,PC,0-2-1,0-2
4267,40,4.43,1,12,1.0,PC,1-1-1,1-1
4268,40,3.72,1,13,0.0,PC,1-0-1,1-0
4269,40,5.11,1,14,1.0,PC,1-1-1,1-1
4270,40,3.59,1,15,0.0,PC,1-0-1,1-0
4271,40,6.5,1,16,1.0,PC,1-1-1,1-1
4272,40,3.57,1,17,1.0,PC,1-1-1,1-1
4273,40,3.38,1,18,2.0,PC,1-2-1,1-2
4274,40,-3.07,0,19,0.0,PC,1-0-0,1-0
4275,40,6.47,1,20,1.0,PC,0-1-1,0-1
4276,40,1.53,1,21,1.0,PC,1-1-1,1-1
4277,40,3.13,1,22,1.0,PC,1-1-1,1-1
4278,40,4.51,1,23,0.0,PC,1-0-1,1-0
4279,40,8.97,1,24,0.0,PC,1-0-1,1-0
4280,40,-10.34,0,25,0.0,PC,1-0-0,1-0
4281,40,8.2,1,26,4.0,PC,0-4-1,0-4
4282,40,-7.02,0,27,0.0,PC,1-0-0,1-0
4283,40,3.26,1,28,2.0,PC,0-2-1,0-2
4284,40,5.33,1,29,3.0,PC,1-3-1,1-3
4285,40,3.83,1,30,2.0,PC,1-2-1,1-2
4286,40,3.18,1,31,1.0,PC,1-1-1,1-1
4287,40,1.32,1,32,1.0,PC,1-1-1,1-1
4288,40,3.24,1,33,0.0,PC,1-0-1,1-0
4289,40,5.38,1,34,0.0,PC,1-0-1,1-0
4290,40,-3.26,0,35,0.0,PC,1-0-0,1-0
4291,40,3.88,1,36,0.0,PC,0-0-1,0-0
4292,40,2.72,1,37,0.0,PC,1-0-1,1-0
4293,40,1.93,1,38,0.0,PC,1-0-1,1-0
4294,40,1.9,1,39,1.0,PC,1-1-1,1-1
4295,40,4.75,1,40,1.0,PC,1-1-1,1-1
4296,40,2.79,1,41,0.0,PC,1-0-1,1-0
4297,40,3.33,1,42,0.0,PC,1-0-1,1-0
4298,40,1.79,1,43,2.0,PC,1-2-1,1-2
4299,40,1.33,1,44,0.0,PC,1-0-1,1-0
4300,40,1.0,1,45,1.0,PC,1-1-1,1-1
4301,40,1.89,1,46,2.0,PC,1-2-1,1-2
4302,40,3.45,1,47,2.0,PC,,
4303,130,-12.65,0,1,,PD,---0,--
4304,130,-6.86,0,2,6.0,PD,0-6-0,0-6
4305,130,-10.66,0,3,4.0,PD,0-4-0,0-4
4306,130,-8.68,0,4,4.0,PD,0-4-0,0-4
4307,130,-11.39,0,5,4.0,PD,0-4-0,0-4
4308,130,-12.02,0,6,2.0,PD,0-2-0,0-2
4309,130,-11.36,0,7,2.0,PD,0-2-0,0-2
4310,130,-6.43,0,8,6.0,PD,0-6-0,0-6
4311,130,-7.03,0,9,5.0,PD,0-5-0,0-5
4312,130,-16.83,0,10,3.0,PD,0-3-0,0-3
4313,130,-9.35,0,11,1.0,PD,0-1-0,0-1
4314,130,-10.34,0,12,2.0,PD,0-2-0,0-2
4315,130,-3.56,0,13,2.0,PD,0-2-0,0-2
4316,130,-5.45,0,14,4.0,PD,0-4-0,0-4
4317,130,-4.09,0,15,2.0,PD,0-2-0,0-2
4318,130,-12.08,0,16,4.0,PD,0-4-0,0-4
4319,130,-8.97,0,17,5.0,PD,0-5-0,0-5
4320,130,-2.89,0,18,5.0,PD,0-5-0,0-5
4321,130,-4.2,0,19,2.0,PD,0-2-0,0-2
4322,130,-27.24,0,20,2.0,PD,0-2-0,0-2
4323,130,-19.69,0,21,3.0,PD,0-3-0,0-3
4324,130,-20.02,0,22,2.0,PD,0-2-0,0-2
4325,130,-26.37,0,23,2.0,PD,0-2-0,0-2
4326,130,-24.72,0,24,2.0,PD,0-2-0,0-2
4327,130,-21.81,0,25,2.0,PD,0-2-0,0-2
4328,130,-28.13,0,26,3.0,PD,0-3-0,0-3
4329,130,-20.95,0,27,1.0,PD,0-1-0,0-1
4330,130,-22.7,0,28,1.0,PD,0-1-0,0-1
4331,130,-26.26,0,29,4.0,PD,0-4-0,0-4
4332,130,-10.13,0,30,5.0,PD,0-5-0,0-5
4333,130,-12.01,0,31,3.0,PD,0-3-0,0-3
4334,130,-2.02,0,32,3.0,PD,0-3-0,0-3
4335,130,-5.43,0,33,2.0,PD,0-2-0,0-2
4336,130,-5.86,0,34,4.0,PD,0-4-0,0-4
4337,130,-3.33,0,35,3.0,PD,0-3-0,0-3
4338,130,-5.2,0,36,1.0,PD,0-1-0,0-1
4339,130,-7.66,0,37,2.0,PD,0-2-0,0-2
4340,130,-2.24,0,38,2.0,PD,0-2-0,0-2
4341,130,-2.65,0,39,4.0,PD,0-4-0,0-4
4342,130,-14.17,0,40,4.0,PD,0-4-0,0-4
4343,130,-7.34,0,41,3.0,PD,0-3-0,0-3
4344,130,-7.39,0,42,2.0,PD,0-2-0,0-2
4345,130,-7.03,0,43,3.0,PD,0-3-0,0-3
4346,130,-10.32,0,44,3.0,PD,0-3-0,0-3
4347,130,-15.53,0,45,4.0,PD,0-4-0,0-4
4348,130,-21.95,0,46,5.0,PD,0-5-0,0-5
4349,130,-11.93,0,47,3.0,PD,,
4394,76,-10.47,0,1,,PD,---0,--
4395,76,-9.53,0,2,4.0,PD,0-4-0,0-4
4396,76,-6.88,0,3,3.0,PD,0-3-0,0-3
4397,76,-10.73,0,4,5.0,PD,0-5-0,0-5
4398,76,-9.11,0,5,4.0,PD,0-4-0,0-4
4399,76,-13.17,0,6,2.0,PD,0-2-0,0-2
4400,76,-7.63,0,7,2.0,PD,0-2-0,0-2
4401,76,-8.73,0,8,4.0,PD,0-4-0,0-4
4402,76,-7.99,0,9,5.0,PD,0-5-0,0-5
4403,76,-8.58,0,10,4.0,PD,0-4-0,0-4
4404,76,-9.77,0,11,2.0,PD,0-2-0,0-2
4405,76,-7.04,0,12,1.0,PD,0-1-0,0-1
4406,76,-9.69,0,13,3.0,PD,0-3-0,0-3
4407,76,-7.85,0,14,2.0,PD,0-2-0,0-2
4408,76,-8.67,0,15,3.0,PD,0-3-0,0-3
4409,76,-9.02,0,16,4.0,PD,0-4-0,0-4
4410,76,-8.13,0,17,5.0,PD,0-5-0,0-5
4411,76,-8.83,0,18,5.0,PD,0-5-0,0-5
4412,76,-8.88,0,19,2.0,PD,0-2-0,0-2
4413,76,-6.13,0,20,3.0,PD,0-3-0,0-3
4414,76,-6.09,0,21,2.0,PD,0-2-0,0-2
4415,76,-6.85,0,22,0.0,PD,0-0-0,0-0
4416,76,-6.75,0,23,3.0,PD,0-3-0,0-3
4417,76,-6.36,0,24,3.0,PD,0-3-0,0-3
4418,76,-6.54,0,25,4.0,PD,0-4-0,0-4
4419,76,-6.41,0,26,4.0,PD,0-4-0,0-4
4420,76,-5.08,0,27,1.0,PD,0-1-0,0-1
4421,76,-3.86,0,28,1.0,PD,0-1-0,0-1
4422,76,-4.18,0,29,1.0,PD,0-1-0,0-1
4423,76,-7.99,0,30,2.0,PD,0-2-0,0-2
4424,76,-4.94,0,31,2.0,PD,0-2-0,0-2
4425,76,-5.32,0,32,3.0,PD,0-3-0,0-3
4426,76,-5.43,0,33,1.0,PD,0-1-0,0-1
4427,76,-3.45,0,34,4.0,PD,0-4-0,0-4
4428,76,-4.09,0,35,4.0,PD,0-4-0,0-4
4429,76,-4.6,0,36,2.0,PD,0-2-0,0-2
4430,76,-3.82,0,37,2.0,PD,0-2-0,0-2
4431,76,-4.11,0,38,1.0,PD,0-1-0,0-1
4432,76,-5.66,0,39,3.0,PD,0-3-0,0-3
4433,76,-5.12,0,40,4.0,PD,0-4-0,0-4
4434,76,-4.0,0,41,5.0,PD,0-5-0,0-5
4435,76,-6.51,0,42,5.0,PD,0-5-0,0-5
4436,76,-6.91,0,43,4.0,PD,0-4-0,0-4
4437,76,-5.36,0,44,3.0,PD,0-3-0,0-3
4438,76,-6.25,0,45,3.0,PD,0-3-0,0-3
4439,76,-4.54,0,46,5.0,PD,0-5-0,0-5
4440,76,-4.18,0,47,4.0,PD,,
4441,85,-8.28,0,1,,MCC,---0,--
4442,85,-8.92,0,2,3.0,MCC,0-3-0,0-3
4443,85,-9.37,0,3,3.0,MCC,0-3-0,0-3
4444,85,11.86,1,4,4.0,MCC,0-4-1,0-4
4445,85,-14.76,0,5,4.0,MCC,1-4-0,1-4
4446,85,-3.98,0,6,3.0,MCC,0-3-0,0-3
4447,85,3.93,1,7,1.0,MCC,0-1-1,0-1
4448,85,-11.34,0,8,1.0,MCC,1-1-0,1-1
4449,85,-3.42,0,9,3.0,MCC,0-3-0,0-3
4450,85,-7.87,0,10,3.0,MCC,0-3-0,0-3
4451,85,-3.55,0,11,1.0,MCC,0-1-0,0-1
4452,85,-16.95,0,12,0.0,MCC,0-0-0,0-0
4453,85,-2.78,0,13,3.0,MCC,0-3-0,0-3
4454,85,2.42,1,14,2.0,MCC,0-2-1,0-2
4455,85,7.66,1,15,2.0,MCC,1-2-1,1-2
4456,85,-4.45,0,16,2.0,MCC,1-2-0,1-2
4457,85,-2.62,0,17,3.0,MCC,0-3-0,0-3
4458,85,-3.78,0,18,4.0,MCC,0-4-0,0-4
4459,85,-3.19,0,19,1.0,MCC,0-1-0,0-1
4460,85,-2.23,0,20,1.0,MCC,0-1-0,0-1
4461,85,-3.39,0,21,1.0,MCC,0-1-0,0-1
4462,85,-6.05,0,22,1.0,MCC,0-1-0,0-1
4463,85,-2.6,0,23,3.0,MCC,0-3-0,0-3
4464,85,-2.64,0,24,3.0,MCC,0-3-0,0-3
4465,85,5.74,1,25,4.0,MCC,0-4-1,0-4
4466,85,-3.38,0,26,4.0,MCC,1-4-0,1-4
4467,85,4.21,1,27,2.0,MCC,0-2-1,0-2
4468,85,-4.06,0,28,0.0,MCC,1-0-0,1-0
4469,85,-3.07,0,29,1.0,MCC,0-1-0,0-1
4470,85,-2.2,0,30,0.0,MCC,0-0-0,0-0
4471,85,-1.79,0,31,1.0,MCC,0-1-0,0-1
4472,85,-13.36,0,32,2.0,MCC,0-2-0,0-2
4473,85,-1.93,0,33,1.0,MCC,0-1-0,0-1
4474,85,-2.43,0,34,2.0,MCC,0-2-0,0-2
4475,85,-3.18,0,35,3.0,MCC,0-3-0,0-3
4476,85,-1.81,0,36,2.0,MCC,0-2-0,0-2
4477,85,-2.2,0,37,2.0,MCC,0-2-0,0-2
4478,85,-2.01,0,38,0.0,MCC,0-0-0,0-0
4479,85,-2.42,0,39,1.0,MCC,0-1-0,0-1
4480,85,2.67,1,40,2.0,MCC,0-2-1,0-2
4481,85,2.44,1,41,3.0,MCC,1-3-1,1-3
4482,85,3.26,1,42,4.0,MCC,1-4-1,1-4
4483,85,1.93,1,43,3.0,MCC,1-3-1,1-3
4484,85,5.15,1,44,1.0,MCC,1-1-1,1-1
4485,85,2.79,1,45,0.0,MCC,1-0-1,1-0
4486,85,2.49,1,46,2.0,MCC,1-2-1,1-2
4487,85,-4.05,0,47,3.0,MCC,,
4488,35,-14.98,0,1,,PD,---0,--
4489,35,-14.14,0,2,5.0,PD,0-5-0,0-5
4490,35,-15.2,0,3,3.0,PD,0-3-0,0-3
4491,35,-17.05,0,4,4.0,PD,0-4-0,0-4
4492,35,-18.15,0,5,7.0,PD,0-7-0,0-7
4493,35,-12.19,0,6,3.0,PD,0-3-0,0-3
4494,35,-12.74,0,7,0.0,PD,0-0-0,0-0
4495,35,-11.66,0,8,2.0,PD,0-2-0,0-2
4496,35,-7.39,0,9,4.0,PD,0-4-0,0-4
4497,35,-6.93,0,10,2.0,PD,0-2-0,0-2
4498,35,-11.11,0,11,1.0,PD,0-1-0,0-1
4499,35,-8.46,0,12,2.0,PD,0-2-0,0-2
4500,35,-9.22,0,13,5.0,PD,0-5-0,0-5
4501,35,-3.76,0,14,4.0,PD,0-4-0,0-4
4502,35,-7.94,0,15,3.0,PD,0-3-0,0-3
4503,35,-8.01,0,16,2.0,PD,0-2-0,0-2
4504,35,-9.14,0,17,4.0,PD,0-4-0,0-4
4505,35,-5.96,0,18,3.0,PD,0-3-0,0-3
4506,35,-6.07,0,19,1.0,PD,0-1-0,0-1
4507,35,-9.14,0,20,2.0,PD,0-2-0,0-2
4508,35,-9.31,0,21,2.0,PD,0-2-0,0-2
4509,35,-8.95,0,22,2.0,PD,0-2-0,0-2
4510,35,-6.14,0,23,2.0,PD,0-2-0,0-2
4511,35,-5.78,0,24,2.0,PD,0-2-0,0-2
4512,35,-10.86,0,25,3.0,PD,0-3-0,0-3
4513,35,-7.37,0,26,5.0,PD,0-5-0,0-5
4514,35,-7.52,0,27,3.0,PD,0-3-0,0-3
4515,35,-5.93,0,28,1.0,PD,0-1-0,0-1
4516,35,-8.36,0,29,0.0,PD,0-0-0,0-0
4517,35,-4.93,0,30,0.0,PD,0-0-0,0-0
4518,35,-6.52,0,31,2.0,PD,0-2-0,0-2
4519,35,-4.49,0,32,2.0,PD,0-2-0,0-2
4520,35,-5.86,0,33,3.0,PD,0-3-0,0-3
4521,35,-5.26,0,34,2.0,PD,0-2-0,0-2
4522,35,-3.18,0,35,2.0,PD,0-2-0,0-2
4523,35,-7.08,0,36,2.0,PD,0-2-0,0-2
4524,35,-9.69,0,37,2.0,PD,0-2-0,0-2
4525,35,-10.08,0,38,0.0,PD,0-0-0,0-0
4526,35,-4.21,0,39,0.0,PD,0-0-0,0-0
4527,35,-6.77,0,40,1.0,PD,0-1-0,0-1
4528,35,-4.98,0,41,4.0,PD,0-4-0,0-4
4529,35,-5.99,0,42,5.0,PD,0-5-0,0-5
4530,35,-6.09,0,43,3.0,PD,0-3-0,0-3
4531,35,-9.8,0,44,2.0,PD,0-2-0,0-2
4532,35,-11.42,0,45,3.0,PD,0-3-0,0-3
4533,35,-6.9,0,46,2.0,PD,0-2-0,0-2
4534,35,-10.51,0,47,3.0,PD,,
4581,132,1.65,1,1,,MCC,---1,--
4582,132,5.95,1,2,4.0,MCC,1-4-1,1-4
4583,132,7.98,1,3,3.0,MCC,1-3-1,1-3
4584,132,10.11,1,4,4.0,MCC,1-4-1,1-4
4585,132,11.65,1,5,3.0,MCC,1-3-1,1-3
4586,132,-2.03,0,6,2.0,MCC,1-2-0,1-2
4587,132,-2.18,0,7,2.0,MCC,0-2-0,0-2
4588,132,-4.06,0,8,1.0,MCC,0-1-0,0-1
4589,132,-2.87,0,9,2.0,MCC,0-2-0,0-2
4590,132,-4.35,0,10,2.0,MCC,0-2-0,0-2
4591,132,-10.86,0,11,1.0,MCC,0-1-0,0-1
4592,132,1.66,1,12,4.0,MCC,0-4-1,0-4
4593,132,2.16,1,13,4.0,MCC,1-4-1,1-4
4594,132,1.06,1,14,4.0,MCC,1-4-1,1-4
4595,132,-1.79,0,15,1.0,MCC,1-1-0,1-1
4596,132,-2.86,0,16,1.0,MCC,0-1-0,0-1
4597,132,1.97,1,17,3.0,MCC,0-3-1,0-3
4598,132,-1.64,0,18,1.0,MCC,1-1-0,1-1
4599,132,-2.84,0,19,2.0,MCC,0-2-0,0-2
4600,132,2.08,1,20,4.0,MCC,0-4-1,0-4
4601,132,-2.94,0,21,2.0,MCC,1-2-0,1-2
4602,132,-2.5,0,22,2.0,MCC,0-2-0,0-2
4603,132,-1.75,0,23,1.0,MCC,0-1-0,0-1
4604,132,4.09,1,24,1.0,MCC,0-1-1,0-1
4605,132,5.21,1,25,2.0,MCC,1-2-1,1-2
4606,132,1.0,1,26,3.0,MCC,1-3-1,1-3
4607,132,-7.74,0,27,2.0,MCC,1-2-0,1-2
4608,132,2.04,1,28,0.0,MCC,0-0-1,0-0
4609,132,3.3,1,29,0.0,MCC,1-0-1,1-0
4610,132,3.5,1,30,1.0,MCC,1-1-1,1-1
4611,132,0.92,1,31,2.0,MCC,1-2-1,1-2
4612,132,1.04,1,32,1.0,MCC,1-1-1,1-1
4613,132,-2.94,0,33,2.0,MCC,1-2-0,1-2
4614,132,-1.24,0,34,2.0,MCC,0-2-0,0-2
4615,132,-3.33,0,35,2.0,MCC,0-2-0,0-2
4616,132,-2.24,0,36,2.0,MCC,0-2-0,0-2
4617,132,-2.76,0,37,2.0,MCC,0-2-0,0-2
4618,132,-4.15,0,38,1.0,MCC,0-1-0,0-1
4619,132,-6.19,0,39,1.0,MCC,0-1-0,0-1
4620,132,-4.97,0,40,1.0,MCC,0-1-0,0-1
4621,132,4.02,1,41,2.0,MCC,0-2-1,0-2
4622,132,4.38,1,42,2.0,MCC,1-2-1,1-2
4623,132,1.59,1,43,3.0,MCC,1-3-1,1-3
4624,132,-2.75,0,44,0.0,MCC,1-0-0,1-0
4625,132,-2.08,0,45,3.0,MCC,0-3-0,0-3
4626,132,-3.94,0,46,1.0,MCC,0-1-0,0-1
4627,132,3.55,1,47,2.0,MCC,,
4673,22,-7.29,0,1,,MCC,---0,--
4674,22,-9.01,0,2,3.0,MCC,0-3-0,0-3
4675,22,-11.75,0,3,2.0,MCC,0-2-0,0-2
4676,22,-7.92,0,4,3.0,MCC,0-3-0,0-3
4677,22,-8.31,0,5,0.0,MCC,0-0-0,0-0
4678,22,2.23,1,6,2.0,MCC,0-2-1,0-2
4679,22,-10.4,0,7,1.0,MCC,1-1-0,1-1
4680,22,-4.83,0,8,0.0,MCC,0-0-0,0-0
4681,22,-3.58,0,9,0.0,MCC,0-0-0,0-0
4682,22,6.61,1,10,1.0,MCC,0-1-1,0-1
4683,22,3.81,1,11,3.0,MCC,1-3-1,1-3
4684,22,5.83,1,12,2.0,MCC,1-2-1,1-2
4685,22,-6.89,0,13,1.0,MCC,1-1-0,1-1
4686,22,-8.21,0,14,1.0,MCC,0-1-0,0-1
4687,22,-4.71,0,15,1.0,MCC,0-1-0,0-1
4688,22,-9.04,0,16,1.0,MCC,0-1-0,0-1
4689,22,-4.39,0,17,0.0,MCC,0-0-0,0-0
4690,22,5.12,1,18,0.0,MCC,0-0-1,0-0
4691,22,4.86,1,19,4.0,MCC,1-4-1,1-4
4692,22,-9.13,0,20,3.0,MCC,1-3-0,1-3
4693,22,-5.8,0,21,1.0,MCC,0-1-0,0-1
4694,22,-4.34,0,22,1.0,MCC,0-1-0,0-1
4695,22,-2.81,0,23,0.0,MCC,0-0-0,0-0
4696,22,-4.18,0,24,2.0,MCC,0-2-0,0-2
4697,22,-1.95,0,25,2.0,MCC,0-2-0,0-2
4698,22,-5.09,0,26,2.0,MCC,0-2-0,0-2
4699,22,-2.61,0,27,0.0,MCC,0-0-0,0-0
4700,22,-2.52,0,28,0.0,MCC,0-0-0,0-0
4701,22,-3.09,0,29,0.0,MCC,0-0-0,0-0
4702,22,-6.12,0,30,0.0,MCC,0-0-0,0-0
4703,22,4.05,1,31,1.0,MCC,0-1-1,0-1
4704,22,-5.43,0,32,2.0,MCC,1-2-0,1-2
4705,22,-4.58,0,33,2.0,MCC,0-2-0,0-2
4706,22,-5.96,0,34,2.0,MCC,0-2-0,0-2
4707,22,2.21,1,35,1.0,MCC,0-1-1,0-1
4708,22,3.21,1,36,1.0,MCC,1-1-1,1-1
4709,22,6.74,1,37,1.0,MCC,1-1-1,1-1
4710,22,-2.9,0,38,2.0,MCC,1-2-0,1-2
4711,22,-3.6,0,39,0.0,MCC,0-0-0,0-0
4712,22,-5.35,0,40,0.0,MCC,0-0-0,0-0
4713,22,-4.19,0,41,0.0,MCC,0-0-0,0-0
4714,22,-4.3,0,42,3.0,MCC,0-3-0,0-3
4715,22,-9.33,0,43,3.0,MCC,0-3-0,0-3
4716,22,-5.43,0,44,1.0,MCC,0-1-0,0-1
4717,22,4.1,1,45,1.0,MCC,0-1-1,0-1
4718,22,-13.41,0,46,2.0,MCC,1-2-0,1-2
4719,22,-8.48,0,47,2.0,MCC,,
4720,21,-23.04,0,1,,MCC,---0,--
4721,21,-18.19,0,2,5.0,MCC,0-5-0,0-5
4722,21,-7.73,0,3,2.0,MCC,0-2-0,0-2
4723,21,-10.5,0,4,3.0,MCC,0-3-0,0-3
4724,21,-7.71,0,5,1.0,MCC,0-1-0,0-1
4725,21,-4.87,0,6,3.0,MCC,0-3-0,0-3
4726,21,-2.93,0,7,3.0,MCC,0-3-0,0-3
4727,21,-6.69,0,8,2.0,MCC,0-2-0,0-2
4728,21,-18.88,0,9,1.0,MCC,0-1-0,0-1
4729,21,-2.73,0,10,2.0,MCC,0-2-0,0-2
4730,21,-3.75,0,11,3.0,MCC,0-3-0,0-3
4731,21,-2.3,0,12,2.0,MCC,0-2-0,0-2
4732,21,-5.97,0,13,3.0,MCC,0-3-0,0-3
4733,21,-18.77,0,14,1.0,MCC,0-1-0,0-1
4734,21,-14.17,0,15,0.0,MCC,0-0-0,0-0
4735,21,-8.23,0,16,0.0,MCC,0-0-0,0-0
4736,21,-7.56,0,17,1.0,MCC,0-1-0,0-1
4737,21,13.91,1,18,2.0,MCC,0-2-1,0-2
4738,21,-18.77,0,19,3.0,MCC,1-3-0,1-3
4739,21,-5.42,0,20,5.0,MCC,0-5-0,0-5
4740,21,-10.02,0,21,2.0,MCC,0-2-0,0-2
4741,21,-12.78,0,22,1.0,MCC,0-1-0,0-1
4742,21,11.1,1,23,0.0,MCC,0-0-1,0-0
4743,21,16.88,1,24,0.0,MCC,1-0-1,1-0
4744,21,-5.25,0,25,0.0,MCC,1-0-0,1-0
4745,21,-2.94,0,26,3.0,MCC,0-3-0,0-3
4746,21,-2.34,0,27,1.0,MCC,0-1-0,0-1
4747,21,-5.76,0,28,1.0,MCC,0-1-0,0-1
4748,21,-6.83,0,29,1.0,MCC,0-1-0,0-1
4749,21,-4.73,0,30,1.0,MCC,0-1-0,0-1
4750,21,-1.77,0,31,2.0,MCC,0-2-0,0-2
4751,21,-4.1,0,32,5.0,MCC,0-5-0,0-5
4752,21,-3.12,0,33,2.0,MCC,0-2-0,0-2
4753,21,-3.85,0,34,1.0,MCC,0-1-0,0-1
4754,21,-2.04,0,35,2.0,MCC,0-2-0,0-2
4755,21,-1.48,0,36,1.0,MCC,0-1-0,0-1
4756,21,-4.28,0,37,1.0,MCC,0-1-0,0-1
4757,21,-3.23,0,38,3.0,MCC,0-3-0,0-3
4758,21,-3.63,0,39,1.0,MCC,0-1-0,0-1
4759,21,-3.39,0,40,0.0,MCC,0-0-0,0-0
4760,21,6.38,1,41,0.0,MCC,0-0-1,0-0
4761,21,-10.99,0,42,2.0,MCC,1-2-0,1-2
4762,21,-3.49,0,43,4.0,MCC,0-4-0,0-4
4763,21,-1.85,0,44,3.0,MCC,0-3-0,0-3
4764,21,20.43,1,45,0.0,MCC,0-0-1,0-0
4765,21,15.26,1,46,1.0,MCC,1-1-1,1-1
4766,21,-19.48,0,47,0.0,MCC,,
4767,90,8.3,1,1,,PD,---1,--
4768,90,-15.26,0,2,3.0,PD,1-3-0,1-3
4769,90,-9.98,0,3,2.0,PD,0-2-0,0-2
4770,90,-18.89,0,4,4.0,PD,0-4-0,0-4
4771,90,-20.21,0,5,1.0,PD,0-1-0,0-1
4772,90,-16.34,0,6,3.0,PD,0-3-0,0-3
4773,90,-11.5,0,7,4.0,PD,0-4-0,0-4
4774,90,-20.26,0,8,2.0,PD,0-2-0,0-2
4775,90,-10.22,0,9,2.0,PD,0-2-0,0-2
4776,90,-7.51,0,10,2.0,PD,0-2-0,0-2
4777,90,-9.22,0,11,3.0,PD,0-3-0,0-3
4778,90,-9.17,0,12,1.0,PD,0-1-0,0-1
4779,90,-8.22,0,13,1.0,PD,0-1-0,0-1
4780,90,-13.06,0,14,1.0,PD,0-1-0,0-1
4781,90,-25.23,0,15,0.0,PD,0-0-0,0-0
4782,90,-7.41,0,16,0.0,PD,0-0-0,0-0
4783,90,13.59,1,17,1.0,PD,0-1-1,0-1
4784,90,-6.74,0,18,1.0,PD,1-1-0,1-1
4785,90,8.31,1,19,2.0,PD,0-2-1,0-2
4786,90,-12.02,0,20,3.0,PD,1-3-0,1-3
4787,90,-3.91,0,21,1.0,PD,0-1-0,0-1
4788,90,-4.37,0,22,1.0,PD,0-1-0,0-1
4789,90,-4.89,0,23,0.0,PD,0-0-0,0-0
4790,90,-5.49,0,24,1.0,PD,0-1-0,0-1
4791,90,-5.0,0,25,1.0,PD,0-1-0,0-1
4792,90,-6.08,0,26,5.0,PD,0-5-0,0-5
4793,90,-3.86,0,27,1.0,PD,0-1-0,0-1
4794,90,-2.71,0,28,2.0,PD,0-2-0,0-2
4795,90,-3.49,0,29,1.0,PD,0-1-0,0-1
4796,90,-5.01,0,30,1.0,PD,0-1-0,0-1
4797,90,-2.78,0,31,1.0,PD,0-1-0,0-1
4798,90,-10.4,0,32,3.0,PD,0-3-0,0-3
4799,90,-2.74,0,33,1.0,PD,0-1-0,0-1
4800,90,-4.21,0,34,1.0,PD,0-1-0,0-1
4801,90,-3.38,0,35,2.0,PD,0-2-0,0-2
4802,90,-5.1,0,36,0.0,PD,0-0-0,0-0
4803,90,7.07,1,37,0.0,PD,0-0-1,0-0
4804,90,-13.55,0,38,1.0,PD,1-1-0,1-1
4805,90,-7.99,0,39,1.0,PD,0-1-0,0-1
4806,90,-6.69,0,40,0.0,PD,0-0-0,0-0
4807,90,-4.26,0,41,0.0,PD,0-0-0,0-0
4808,90,-5.61,0,42,2.0,PD,0-2-0,0-2
